Station code,Name of the station,srcYear,srcStateName,Minimum temperature for river water,Maximum temperature for river water,Minimum value of dissolved oxygen,Maximum value of dissolved oxygen,Minimum potential of Hydrogen value in river water,Maximum potential of Hydrogen value in river water,Minimum Conductivity Level,Maximum Conductivity Level,Minimum Biochemical oxygen demand,Maximum Biochemical oxygen demand,Minimum of Nitrate N + Nitrite N required for river water,Maximum of Nitrate N + Nitrite N required for river water,Minimum of Faecal Coliforms required for river water,Maximum  of Faecal Coliforms required for river water,Minimum coliform required for river water,Maximum coliform required for river water,YearCode,Year
2061,KHARSANG B/C WITH BURIDIHING NEAR KHARSANG (ASSAM ARUNANCHAL BORDER),2016,ASSAM,19,30,5.5,7.9,6.6,8.3,56,156,1,7.2,0.1,3.9,2,910,730,3600,2016,"Calendar Year (Jan - Dec), 2016"
2232,"KOHORA AT N.H. CROSSING, KOHORA",2016,ASSAM,19,29,3.9,9.1,6.3,8.2,22,76,0.9,4.4,0.1,2.1,91,2700,2100,21000,2016,"Calendar Year (Jan - Dec), 2016"
2059,KOLONG AT MARIGAON,2016,ASSAM,20,37,4.6,7.7,6.6,8.4,49,103,0.6,4.3,0.2,3.1,2,2800,1500,240000,2016,"Calendar Year (Jan - Dec), 2016"
2229,"KUNDLI AT KUNDLI/ SAPAKHOWA, SADIA",2016,ASSAM,18,28,6.1,8.5,7.1,8.4,74,273,0.6,2.6,0.1,0.8,2,910,360,9300,2016,"Calendar Year (Jan - Dec), 2016"
2242,KUSHIARA AT KARIMGANJ,2016,ASSAM,21,27,5.5,6,6.6,7.9,44,147,0.8,2.7,0.1,3.3,2,1400,730,110000,2016,"Calendar Year (Jan - Dec), 2016"
3417,"MANU AT MANUGHAT, CONFL POINT OF CHAWMANU CHARRA & MANU RIVER, DHALAI",2016,TRIPURA,26,27,5.2,6.2,6.1,7,81.5,127,1.1,2.3,0.2,0.5,200,240,350,350,2016,"Calendar Year (Jan - Dec), 2016"
3418,MANU D/SAT KAILASHAHAR,2016,TRIPURA,26,28,5.5,7,7.2,8.2,91.5,127,1.9,3.5,0.2,0.6,170,280,280,430,2016,"Calendar Year (Jan - Dec), 2016"
3419,MANU AT KUMARGHAT,2016,TRIPURA,26,28,6.9,8.5,7.2,7.6,91.5,131,1.9,3.6,0.3,0.7,170,350,280,430,2016,"Calendar Year (Jan - Dec), 2016"
2060,"MANAS AT NH31 CROSSING, BARPETA, DISTRICT",2016,ASSAM,22,31,5.6,6.1,7.5,8.5,106,335,0.6,2.5,0.1,1.1,2,2000,2,3600,2016,"Calendar Year (Jan - Dec), 2016"
1531,MORA BHARALI AT TEZPUR,2016,ASSAM,19,30,6.5,9,6.5,8.2,81,457,1.1,4.3,0.2,1.2,2,3500,360,46000,2016,"Calendar Year (Jan - Dec), 2016"
2065,"PAGLDIA NEAR NALBARI TOWN, DIST. NALBARI",2016,ASSAM,21,35,5.6,8.1,7.5,8.8,117,250,0.7,8.2,0.1,1.3,2,2300,1400,21000,2016,"Calendar Year (Jan - Dec), 2016"
2235,"PANCHNAI AT NH52 CROSSING, ORANG",2016,ASSAM,16,27,6.5,8.7,7,8.3,59,89,0.7,3.8,0.1,1,2,1500,910,240000,2016,"Calendar Year (Jan - Dec), 2016"
2234,RANGA NADI D/S OF HYDEL PROJECT,2016,ASSAM,14,30,6.6,8.4,6.9,8.4,60,131,0.4,2.4,0.1,0.8,2,910,1000,21000,2016,"Calendar Year (Jan - Dec), 2016"
2239,SANKOSH DHUBRI,2016,ASSAM,21,32,4.3,6,6.7,7.9,49,109,0.8,3.3,0.1,1.1,300,1100,720,12000,2016,"Calendar Year (Jan - Dec), 2016"
2241,SONAI RIVER AT SONAI,2016,ASSAM,24,29,5.5,6.1,6.8,7.9,51,117,0.6,4.4,0.1,0.9,300,1500,910,21000,2016,"Calendar Year (Jan - Dec), 2016"
1261,"SUBANSIRI AT GEREKAMUKH, B/C WITH BRAHMAPUTRA",2016,ASSAM,11,28,7.3,9.7,7,8.3,61,109,0.4,1.8,0.1,2,2,720,360,4300,2016,"Calendar Year (Jan - Dec), 2016"
1947,TEESTA AT SILIGURI,2016,WEST BENGAL,11,26,5.6,8.7,6.8,8,48.7,123.3,0.9,3.3,0.1,0.3,2100,14000,2200,90000,2016,"Calendar Year (Jan - Dec), 2016"
1232,MAHI (D/S) CONF WITH R. CHAP (UNDER SAGWARASARHI RD. BDG.),2016,RAJASTHAN,21,33,4.1,6.8,7.4,9,210,700,0.8,2.2,0.1,1.7,4,7,7,75,2016,"Calendar Year (Jan - Dec), 2016"
1863,MAHI AT UMETA BRIDGE,2016,GUJARAT,19,30,5.3,9,6.6,8.5,270,430,0.6,4.8,0,0.5,11,49,33,130,2016,"Calendar Year (Jan - Dec), 2016"
1864,MAHI AT MUJPUR,2016,GUJARAT,27,33,6,9,7.3,8.5,307,568,0.9,4.9,0.1,3.9,12,46,47,96,2016,"Calendar Year (Jan - Dec), 2016"
4,MAHI AT SEVALIA,2016,GUJARAT,24,30,7.3,9,8,8.6,288,406,0.3,2.8,0,0.3,14,49,49,140,2016,"Calendar Year (Jan - Dec), 2016"
5,MAHI AT VASAD,2016,GUJARAT,20,29,4.9,9.1,7.3,8.5,269,453,0.6,4.8,0,0.9,11,46,33,120,2016,"Calendar Year (Jan - Dec), 2016"
1229,MAHI NEAR RAJASTHAN BORDER AT KADANA DAM,2016,GUJARAT,29,32,6.2,9,7.3,8.5,298,409,0.1,6.5,0.1,0.9,2,11,11,33,2016,"Calendar Year (Jan - Dec), 2016"
1230,MAHI AFTER CONF. WITH ANAS AT PARDI (BANASWADA),2016,GUJARAT,30,33,5.6,8.9,7.1,8.5,281,436,0.2,7,0,0.5,12,46,47,130,2016,"Calendar Year (Jan - Dec), 2016"
1231,MAHI AT VIRPUR,2016,GUJARAT,28,32,3,8.9,7.5,8.5,291,422,0.1,2.6,0,0.5,2,46,11,120,2016,"Calendar Year (Jan - Dec), 2016"
1233,MAHI AT BADNAWAR,2016,MADHYA PRADESH,23,29,6.9,7.8,7.8,8.3,28,492,1.1,1.4,0.7,1.7,,,40,150,2016,"Calendar Year (Jan - Dec), 2016"
3206,MAHI AT SHERKHI BRIDGE,2016,GUJARAT,26,31,6,9,7.5,8.5,282,2612,1,5.9,0.1,0.6,11,27,33,79,2016,"Calendar Year (Jan - Dec), 2016"
3318,"MAHI AT RANISINGH VILLAGE, RATLAM, UJJAIN",2016,MADHYA PRADESH,19,31,6.8,9.5,7.1,8.7,380,532,1.5,2.8,0.7,2.4,4,13,30,300,2016,"Calendar Year (Jan - Dec), 2016"
2102,"SHIVNA AT RAMGHAT, MANDSAUR",2016,MADHYA PRADESH,23,31,7,7.6,7.3,8.7,405,790,1.4,2.9,1,2.8,3,13,50,350,2016,"Calendar Year (Jan - Dec), 2016"
2103,"JAMMER AT DHOLOWAD, RATLAM",2016,MADHYA PRADESH,19,31,6.8,8.1,7.4,8.6,275,510,1.6,2.6,0.7,3.1,3,8,30,170,2016,"Calendar Year (Jan - Dec), 2016"
2104,MALEI AT JAORA,2016,MADHYA PRADESH,19,30,6,7.6,7.8,8.5,580,1319,2.2,3.5,0.9,3.7,6,900,140,1600,2016,"Calendar Year (Jan - Dec), 2016"
2105,CHILLAR AT SHAJAPUR,2016,MADHYA PRADESH,21,30,4.8,7.4,7.4,8.8,290,611,1.8,2.9,0.1,2.3,4,50,40,350,2016,"Calendar Year (Jan - Dec), 2016"
1228,"ANAS AT DAHOD,(KUSHALGARH),DIST. PANCHMAHAL",2016,GUJARAT,30,32,3.8,8.9,7.5,9,291,607,0.2,4.3,0,0.5,11,26,33,70,2016,"Calendar Year (Jan - Dec), 2016"
1227,PANAM AT LUNAWADA,2016,GUJARAT,28,32,5.6,9,7.6,8.5,289,427,0.1,2.3,0,0.2,12,46,47,96,2016,"Calendar Year (Jan - Dec), 2016"
3204,VISHWAMITRI DOWNSTREAM AT KHALIPUR VILLAG,2016,GUJARAT,26,30,0.8,2.2,7,8.1,526,1441,2.1,20,0.1,0.3,330,400,1600,2200,2016,"Calendar Year (Jan - Dec), 2016"
1251,TAPI AT BHUSAWAL US,2016,MAHARASHTRA,21,25,5.4,7.2,7.1,8,244,1260,2,8,0,1.7,2,4,80,210,2016,"Calendar Year (Jan - Dec), 2016"
3205,"VISHWAMITRI, UPSTREAM AT ASOD BRIDGE AT NH8 NEAR GLDEN CHOKDI, ASOD VEMALI ROAD",2016,GUJARAT,26,30,4.9,9.2,7.8,8.3,234,555,1,6,0,0.4,4,14,21,49,2016,"Calendar Year (Jan - Dec), 2016"
1,SABARMATI AT DHAROI DAM,2016,GUJARAT,27,33,5.5,8.04,7.7,8.9,250,3137,1.2,76,0,3.9,2,25,10,210,2016,"Calendar Year (Jan - Dec), 2016"
2,SABARMATI AT AHMEDABAD AT V.N. BRIDGE,2016,GUJARAT,25,29,1.2,7.32,7.5,8,320,1659,1.5,60,0.1,0.3,33,400,430,3500,2016,"Calendar Year (Jan - Dec), 2016"
1221,SABARMATI AT KHEROJ BRIDGE,2016,GUJARAT,25,27,4.1,7.7,7.4,8.5,356,874,1.4,4,0.1,0.2,1.8,14,6.8,120,2016,"Calendar Year (Jan - Dec), 2016"
1223,SABARMATI A/C WITH MESHWA AT VAUTHA NEAR DHOKLA,2016,GUJARAT,26,30,1.1,7.2,7.4,8.4,447,2719,1.6,52,0,0.5,20,260,210,1400,2016,"Calendar Year (Jan - Dec), 2016"
1407,"SABARMATI AT GANDHI NAGAR CHILODA BRIDGE,LEKAWADA",2016,GUJARAT,28,32,5,8.2,7.9,8.5,217,314,0.6,7,0,0.1,4,14,13,70,2016,"Calendar Year (Jan - Dec), 2016"
1408,"SABARMATI AT VILL. MIROLI TALUKA DASCROI,AHMEDABAD",2016,GUJARAT,28,33,7.1,7.1,7.4,8.8,759,3389,5,68,0.1,0.6,25,630,540,4800,2016,"Calendar Year (Jan - Dec), 2016"
1409,SABARMATI AT RAILWAY BRIDGE AHMEDABAD,2016,GUJARAT,25,28,3.4,7.2,8,8.4,300,597,1.7,28,0.1,0.4,11,26,70,220,2016,"Calendar Year (Jan - Dec), 2016"
1482,"SABARMATI AT MAHUDI JAIN TEMPLE, 150 KM. FORM ORIGIN",2016,GUJARAT,27,29,4,8.8,7.8,8.4,278,427,1.2,3,0,0.1,4,11,21,31,2016,"Calendar Year (Jan - Dec), 2016"
1866,SABARMATI AT HANSAOL BRIDGE,2016,GUJARAT,25,28,4.3,7.6,7.3,8.3,237,401,1.2,2.5,0.1,0.4,11,33,70,350,2016,"Calendar Year (Jan - Dec), 2016"
10150,"RIVER GANGA AT MADHYA GANGA BARRAGE, BIJNOR",2019,UTTAR PRADESH,,,7.5,9.7,7.4,7.7,62,253,1.3,1.8,,,,,,,2019,"Calendar Year (Jan - Dec), 2019"
1437,KHARI AT LALI VILLAGE NEAR AHMEDABAD,2016,GUJARAT,30,34,,,7.3,8.3,2205,3840,52,235,0.1,0.9,1300,11000,7900,92000,2016,"Calendar Year (Jan - Dec), 2016"
1224,MESHWA NEAR RAJASTHAN BORDER AT SAMLAJI,2016,GUJARAT,27,27,6.6,6.6,8,8,375,375,1.5,1.5,0.1,0.1,6.1,6.1,26,26,2016,"Calendar Year (Jan - Dec), 2016"
1222,SHEDHI AT KHEDA,2016,GUJARAT,25,32,1.2,9,7.3,8.1,397,3350,0.9,9,0,0.5,21,46,96,170,2016,"Calendar Year (Jan - Dec), 2016"
1242,NARMADA NEAR SOURCE AT AMARKANTAK,2016,MADHYA PRADESH,18,30,6.6,9.6,7.2,7.9,91.2,305,0.6,1.9,0,0.6,,,12,34,2016,"Calendar Year (Jan - Dec), 2016"
3321,"NARMADA AT AMARKANTAKE FROM ORIGIN POINT, REWA",2016,MADHYA PRADESH,19,30,7.5,9.6,7.2,8.1,181,522.4,0.8,1.9,0.2,0.8,,,22,50,2016,"Calendar Year (Jan - Dec), 2016"
2118,NARMADA AT D/S OF KAPILDHARA,2016,MADHYA PRADESH,18,30,7.1,8.4,7.3,8,118,482,0.8,1.9,0.4,0.9,,,27,60,2016,"Calendar Year (Jan - Dec), 2016"
1241,NARMADA AT MANDLA NEAR ROAD BDG,2016,MADHYA PRADESH,21,23,7.4,7.8,7.3,8.4,250,619,1.2,1.7,0,1.9,,,20,47,2016,"Calendar Year (Jan - Dec), 2016"
3322,"NARMADA AT MANDLA, NEAR SHAMSHANGHAT, JABALPUR",2016,MADHYA PRADESH,20,24,7.4,7.8,7.2,8.4,255,611,1,2,0,1.7,,,15,47,2016,"Calendar Year (Jan - Dec), 2016"
2099,"NARMADA LALPUR, JABALPUR",2016,MADHYA PRADESH,21,24,7.3,7.9,7.1,8.3,294,602,1,1.8,0,1.4,,,15,41,2016,"Calendar Year (Jan - Dec), 2016"
3323,"NARMADA AT LALPUR, NEAR WATER SUPPLY INTAKE POINT, JABALPUR",2016,MADHYA PRADESH,21,28,7.2,7.9,7.2,8.3,219,727,1.1,2.4,0,2.2,,,21,47,2016,"Calendar Year (Jan - Dec), 2016"
3324,"NARMADA AT PANCHWATIGHAT, BEFORE MIXING WITH BAWANGANGA JABALPUR",2016,MADHYA PRADESH,20,27,6.9,7.9,7.1,8.8,262,625,1.2,1.7,0,2,,,23,48,2016,"Calendar Year (Jan - Dec), 2016"
3325,"NARMADA AT SARSWATIGHAT, AFTER MIXING WITH BAWANGANGA JABALPUR",2016,MADHYA PRADESH,21,28,6.8,7.9,7.2,8.3,128,793,1.1,2.2,0,3.3,,,21,280,2016,"Calendar Year (Jan - Dec), 2016"
1240,NARMADA AT NARSINGHPUR,2016,MADHYA PRADESH,19,26,7.3,8,7.2,8.4,216,634,1.2,1.8,0,1.5,,,23,43,2016,"Calendar Year (Jan - Dec), 2016"
1234,NARMADA AT HOSHANGABAD U S,2016,MADHYA PRADESH,,,7.2,8.3,8,8.5,256,291,1,1.7,0,0.5,,,34,47,2016,"Calendar Year (Jan - Dec), 2016"
2123,NARMADA AT KORIGHAT HOSHANGABAD,2016,MADHYA PRADESH,,,7.5,8.2,7.8,8.6,196,292,1.1,1.8,0,0.9,,,30,40,2016,"Calendar Year (Jan - Dec), 2016"
44,NARMADA AT SETHANIGHAT,2016,MADHYA PRADESH,22,28,6.2,7.2,6.7,8.1,265,960,0.5,0.8,0.3,2.4,,,400,1400,2016,"Calendar Year (Jan - Dec), 2016"
1235,NARMADA AT HOSHANGABAD D S,2016,MADHYA PRADESH,,,1.3,8.2,8.1,12,213,310,1.1,8,0,0.7,,,34,40,2016,"Calendar Year (Jan - Dec), 2016"
2106,RIVER NARMADA AT NEMAWAR,2016,MADHYA PRADESH,21,27,6.8,7.6,7.3,8.2,300,463,1.6,2,0.6,2.1,2,20,30,140,2016,"Calendar Year (Jan - Dec), 2016"
2113,"RIVER NARMADA NEAR PUNASA DAM, PUNASA",2016,MADHYA PRADESH,21,29,6.8,8,7.5,8.5,217,380,0.6,1.4,0.4,1.1,,,30,40,2016,"Calendar Year (Jan - Dec), 2016"
1430,NARMADA AT D S OF OMKARESHWAR,2016,MADHYA PRADESH,22,29,6.8,7.9,7.3,8.5,263,364,1.1,1.7,0.6,4.9,,,40,50,2016,"Calendar Year (Jan - Dec), 2016"
2112,"RIVER NARMADA NEAR MORTAKKA BRIDGE, BADWAH",2016,MADHYA PRADESH,21,29,6.8,8.2,7.6,8.4,260,310,1,1.7,0.5,2.4,,,33,50,2016,"Calendar Year (Jan - Dec), 2016"
45,NARMADA AT MANDLESHWAR,2016,MADHYA PRADESH,22,26,4.2,4.6,7.5,8,960,1418,,,2.7,4.6,,,400,400,2016,"Calendar Year (Jan - Dec), 2016"
1431,NARMADA AT MAHESHWAR,2016,MADHYA PRADESH,19,31,7.1,8.4,7.9,8.5,256,378,0.9,1.4,0,2.5,,,40,50,2016,"Calendar Year (Jan - Dec), 2016"
1239,NARMADA AT BADWANI,2016,MADHYA PRADESH,18,30,6.9,8.1,7.6,8.5,256,328,1,1.6,0.6,2.8,,,34,50,2016,"Calendar Year (Jan - Dec), 2016"
7,NARMADA AT GARUDESHWAR,2016,GUJARAT,26,30,7.1,7.95,7.7,8.4,271,364,0.3,1,0.2,0.3,7.8,22,21,130,2016,"Calendar Year (Jan - Dec), 2016"
1245,NARMADA AT CHANDOD,2016,GUJARAT,25,30,5.8,8.5,7.1,8.5,218,338,0.4,2.1,0,0.5,11,14,33,49,2016,"Calendar Year (Jan - Dec), 2016"
1244,NARMADA AT PANETHA,2016,GUJARAT,26,32,7,8.2,7,8.4,260,720,0.3,1,0.2,0.34,11,33,23,170,2016,"Calendar Year (Jan - Dec), 2016"
1981,"NARMADA AT ZANOR (NTPC), BHARUCH",2016,GUJARAT,23,30,6.7,7.7,7.5,8.3,253,730,0.7,0.9,0.2,0.5,33,79,70,2100,2016,"Calendar Year (Jan - Dec), 2016"
1243,"NARMADA AT BHARUCH,ZADESHVAR",2016,GUJARAT,26,30,6.5,7.5,7.5,8.4,291,4320,0.9,1.3,0.2,0.3,70,1400,330,28000,2016,"Calendar Year (Jan - Dec), 2016"
3305,"BANJAR AT MALANJKHAND NEAR W/S INTAKE POINT, JABALPUR",2016,MADHYA PRADESH,20,30,7.3,7.9,7.2,8.4,248,618,1.2,2.2,0,1.5,4,6,21,63,2016,"Calendar Year (Jan - Dec), 2016"
1236,"CHOTA TAWA B/C, WITH NARMADA",2016,MADHYA PRADESH,22,29,6.9,7.9,7.9,8.5,264,468,0.9,1.2,0,2,,,40,90,2016,"Calendar Year (Jan - Dec), 2016"
2100,"GOUR RIVER BHOGA DOOR, JABALPUR",2016,MADHYA PRADESH,20,25,7.1,7.8,7.1,8.4,223,844,1,2.2,0,2.2,1.4,10,12,210,2016,"Calendar Year (Jan - Dec), 2016"
2101,KATNI NEAR NAGAR NIGAM,2016,MADHYA PRADESH,17,28,6.3,7.9,7.1,8.3,256,810,0.6,3.5,0,2,2,29,4,84,2016,"Calendar Year (Jan - Dec), 2016"
2114,RIVER KUNDA AT KHARGONE,2016,MADHYA PRADESH,23,28,5.7,6.9,7.2,8.4,310,700,1.5,4,0,4.2,,,70,1403,2016,"Calendar Year (Jan - Dec), 2016"
9,TAPI AT NEPANAGAR,2016,MADHYA PRADESH,18,29,6.6,7.9,7.8,8,288,890,1.1,1.4,0.3,2.2,,,40,110,2016,"Calendar Year (Jan - Dec), 2016"
10,TAPI AT BURHANPUR,2016,MADHYA PRADESH,19,29,6.2,7.6,7.5,8.7,302,1104,1.2,2.9,0.9,5.6,,,110,900,2016,"Calendar Year (Jan - Dec), 2016"
1250,TAPI AT HATHNUR,2016,MADHYA PRADESH,19,30,6.4,7.4,7.8,8.7,308,964,1.3,2.8,0.7,4.9,,,140,900,2016,"Calendar Year (Jan - Dec), 2016"
1314,TAPI AT UPHAD VILLAGE,2016,MAHARASHTRA,21,22,5.9,7,7.2,8.2,273,951,3,5,0,0.5,2,6,50,500,2016,"Calendar Year (Jan - Dec), 2016"
46,"TAPI AT UKAI, SHERULA BRIDGE",2016,GUJARAT,26,32,7.9,8,7.5,8.6,1153,2776,2,2,0.2,0.09,2,2,18,18,2016,"Calendar Year (Jan - Dec), 2016"
1247,TAPI AT MANDAVI,2016,GUJARAT,24,31,2.4,8.8,7.7,8.5,244,431,0.9,1.2,0,0.1,2,542,8,542,2016,"Calendar Year (Jan - Dec), 2016"
47,"TAPI AT KATHORE, (NH8 BRIDGE)",2016,GUJARAT,22,38,3.9,6.2,7.5,8.5,312,556,3.2,15,0.3,2.9,8,20,35,550,2016,"Calendar Year (Jan - Dec), 2016"
1248,TAPI U/S SURAT KATHORE,2016,GUJARAT,23,31,5.2,7.8,7.2,8.3,366,580,0.7,1.6,0,0.2,2,5420,2,5420,2016,"Calendar Year (Jan - Dec), 2016"
1982,"TAPI AT RANDER BRIDGE, SURAT",2016,GUJARAT,24,31,4.8,7.6,7.5,8.3,411,544,0.9,1.6,0,0.4,26,426,212,426,2016,"Calendar Year (Jan - Dec), 2016"
1983,TAPI NEAR BARDOLI (KAPP BRIDGE) BARDOLI,2016,GUJARAT,25,31,5.6,8,7.6,8.4,192,403,0.5,1.2,0,0.1,2,278,9,348,2016,"Calendar Year (Jan - Dec), 2016"
2071,"TAPI AT ONGC BRIDGE AT SURAT, DIST. SURAT",2016,GUJARAT,24,30,2.6,4.3,7.2,7.8,756,40650,1.6,8,0,0.9,5,426,26,542,2016,"Calendar Year (Jan - Dec), 2016"
1252,GIRNA AT JALGAON,2016,MAHARASHTRA,20,22,4.4,6.7,7.2,8,282,548,3.6,9,0,0,2,2,110,220,2016,"Calendar Year (Jan - Dec), 2016"
1253,GIRNA AT MALEGAON (MANMAD),2016,MAHARASHTRA,20,26,4.2,7,7,8.1,260,511,2.4,6.6,0,0,2,2,110,220,2016,"Calendar Year (Jan - Dec), 2016"
1907,RANGAVALI D/S OF NAVAPUR,2016,MAHARASHTRA,20,21,6.8,7,7.2,7.9,340,579,2.6,5,0,0,4,4,210,240,2016,"Calendar Year (Jan - Dec), 2016"
2070,"KIM AT SAHOL BRIDGE, OLPAD HANSOT ROAD, DIST",2016,GUJARAT,27,31,4,8,7.5,8.1,502,8400,0.8,2.9,0,1,2,542,6,542,2016,"Calendar Year (Jan - Dec), 2016"
2115,TAPTI AT NEPA NAGAR 100 METRE D/S AFTER MIXING PANDHAR NALLA,2016,MADHYA PRADESH,19,30,6.5,7.5,7.7,8.7,272,682,1.2,1.8,0.6,3.4,,,50,300,2016,"Calendar Year (Jan - Dec), 2016"
2127,"DENWA NEAR SARNI, ROAD BRIDGE",2016,MADHYA PRADESH,,,6.4,7.9,8,8.5,208,590,1.3,2.2,0,1.1,4,7,90,150,2016,"Calendar Year (Jan - Dec), 2016"
2155,"PURNA A/C OF MORNA, NANDURA VILLAGE",2016,MAHARASHTRA,25,28,5.5,7.4,7,8.9,202,1659,4.5,10,0.1,8.6,49,1600,130,1600,2016,"Calendar Year (Jan - Dec), 2016"
2652,"AMRAVATI D/S OF DONDAICHA, DHULE",2016,MAHARASHTRA,22,22,7,7,7.4,7.4,560,560,4,4,0,0,4,4,280,280,2016,"Calendar Year (Jan - Dec), 2016"
2658,"BORI D/S OF AMALNER, JALGAON",2016,MAHARASHTRA,23,24,2.9,6.9,7.1,7.6,360,651,2.6,9.2,0,0,2,4,170,280,2016,"Calendar Year (Jan - Dec), 2016"
2659,"BURAI B/C TO TAPI MUKUDAS, DHULE",2016,MAHARASHTRA,23,23,7.1,7.1,7.4,7.4,552,552,3,3,0,0,,,220,220,2016,"Calendar Year (Jan - Dec), 2016"
2666,"GOMAI D/S OF SHAHADA, DHULE",2016,MAHARASHTRA,22,22,6.8,6.8,7.2,7.2,514,514,4,4,0,0,2,2,280,280,2016,"Calendar Year (Jan - Dec), 2016"
2667,"HIWARA D/S OF PACHORA, JALGAON",2016,MAHARASHTRA,21,24,3.6,7,7.3,7.8,270,550,3,8.6,0,0,2,2,170,280,2016,"Calendar Year (Jan - Dec), 2016"
2674,"MOR NEAR PADALSHE, JALGAON",2016,MAHARASHTRA,22,23,5.2,6.8,7.4,7.8,260,580,4,8.2,0,0,2,2,130,170,2016,"Calendar Year (Jan - Dec), 2016"
2675,"MORNA D/S RAILWAY BRIDGE, AKOLA",2016,MAHARASHTRA,22,28,2.2,7.6,6.9,8.9,208,3002,3.4,18,0.1,11,23,1600,46,1600,2016,"Calendar Year (Jan - Dec), 2016"
2684,"PANZARA NEAR PANZARAKAN SSK LTD, PANZARA, DHULE",2016,MAHARASHTRA,20,20,5.3,6.9,7,7.8,323,644,3,6,0,0.1,2,4,170,350,2016,"Calendar Year (Jan - Dec), 2016"
2695,"PEDHI NEAR ROAD BRIDGE AT DADHIPEDHI VILLAGE, BHATKULI, AMRAVATI",2016,MAHARASHTRA,20,41,2.6,7,7.3,8.8,178,1707,3.5,15,0,11,94,900,220,1600,2016,"Calendar Year (Jan - Dec), 2016"
2710,"TITUR D/S OF CHALISGAON, JALGAON",2016,MAHARASHTRA,22,24,5.4,6.7,7.6,7.8,255,710,4,5.6,0,0,2,4,170,240,2016,"Calendar Year (Jan - Dec), 2016"
2718,WAGHUR B/C SAKEGAON WITH TAPI JALGAON,2016,MAHARASHTRA,21,22,4.9,7,7.1,7.5,286,534,3,7.4,0,0,2,2,110,240,2016,"Calendar Year (Jan - Dec), 2016"
3203,"AMRAVATI AT VILLAGE DADHAL , TA ANKLESHWAR, BHARUC",2016,GUJARAT,26,32,4.1,8.8,7.3,8.4,399,1010,0.9,6,0.2,0.5,33,260,110,3300,2016,"Calendar Year (Jan - Dec), 2016"
1851,MAHANADI AT SIHAWA,2016,CHHATTISGARH,24,28,6.2,6.8,7.5,7.7,248,411,2.2,2.6,1,1.2,,,110,350,2016,"Calendar Year (Jan - Dec), 2016"
1264,MAHANADI U/S RUDRI DHAMTORI RESERVOIR,2016,CHHATTISGARH,24,28,7.2,7.4,7.7,7.9,286,434,2.2,2.3,1.1,2.4,,,110,500,2016,"Calendar Year (Jan - Dec), 2016"
1099,MAHANADI U/S OF RAJIM,2016,CHHATTISGARH,24,32,6.1,7.7,5.6,7.6,268,512,1.8,2.8,1.1,2.1,,,110,350,2016,"Calendar Year (Jan - Dec), 2016"
1852,"MAHANADI AT ARRANG, RAIPUR",2016,CHHATTISGARH,25,28,7.2,7.7,7.4,7.9,322,516,1.9,2.8,1.2,2.4,,,110,300,2016,"Calendar Year (Jan - Dec), 2016"
1100,MAHANADI AT KHARAD,2016,CHHATTISGARH,21,36,5.5,7.9,7.4,8.5,196,516,1.1,1.3,1.2,2.8,,,540,540,2016,"Calendar Year (Jan - Dec), 2016"
1282,MAHANADI AT SHEORINARAYAN VILLAGE,2016,CHHATTISGARH,29,36,6,7,7.5,9,218,380,,,1.3,2.5,,,920,920,2016,"Calendar Year (Jan - Dec), 2016"
1467,MAHANADI A/C WITH MAND,2016,CHHATTISGARH,21,36,6,7.6,7.3,10,204,344,1.2,1.4,1.2,2.1,,,350,540,2016,"Calendar Year (Jan - Dec), 2016"
1101,MAHANADI AT INTERSTATE BOUNDRY,2016,CHHATTISGARH,19,28,6.8,7.4,7.2,7.5,180,212,0.3,2.6,0.1,1.2,,,21,460,2016,"Calendar Year (Jan - Dec), 2016"
3165,"HASDEO 100 METER D/S A/C OF DENGUR NALLAH NERA C.S.E.B. EAST GUEST HOUSE, KORBA",2016,CHHATTISGARH,25,26,4.6,5.8,7.1,7.2,,,2.4,7,0.7,0.9,,,,,2016,"Calendar Year (Jan - Dec), 2016"
3168,HASDEO D/S NEAR URGA VILLAGE KORBA,2016,CHHATTISGARH,25,26,4.2,5.2,7.2,7.2,,,3,8,0.9,1.1,,,,,2016,"Calendar Year (Jan - Dec), 2016"
1281,MAHANADI AT HIRAKUD RESERVOIR,2016,ODISHA,18,35,5.3,8,7.4,8.3,167,1941,0.5,1.3,0.2,2.1,130,3500,220,9200,2016,"Calendar Year (Jan - Dec), 2016"
1270,MAHANADI U/S SAMBALPUR,2016,ODISHA,17,36,5.6,9.3,7.5,8.3,159,250,0.5,1.7,0.3,1.4,110,160000,490,160000,2016,"Calendar Year (Jan - Dec), 2016"
1271,MAHANADI D/S SAMBALPUR,2016,ODISHA,20,38,4.4,8.7,7.4,8.4,176,1236,1.6,3.6,0.4,3.2,4900,160000,11000,160000,2016,"Calendar Year (Jan - Dec), 2016"
2405,SAMBHALPUR FDS AT HUMA,2016,ODISHA,22,39,6.3,9.7,7.4,8.4,164,219.7,0.4,1.6,0.1,1.6,490,54000,1300,54000,2016,"Calendar Year (Jan - Dec), 2016"
1272,MAHANADI D/S (A/C WITH R. ONG SONEPUR U/S),2016,ODISHA,23,41,6.6,9.1,7.5,8.5,176,219,0.3,1.3,0,2.5,78,2200,230,5400,2016,"Calendar Year (Jan - Dec), 2016"
