srcStateName,City,Year,StateCode,StateName,IntermediateRatio
Andhra Pradesh,Biccavolu,2021,28,ANDHRA PRADESH,1
Andhra Pradesh,Gudur,2021,28,ANDHRA PRADESH,1
Tamil Nadu,Sankarapuram,2021,33,TAMIL NADU,1
Madhya Pradesh,Paankhedi (Kalapipal),2021,23,MADHYA PRADESH,1
Rajasthan,Kalarwas,2021,8,RAJASTHAN,1
Uttar Pradesh,Jalali,2021,9,UTTAR PRADESH,1
Uttar Pradesh,Shahpur,2021,9,UTTAR PRADESH,1
West Bengal,Dum Dum,2021,19,WEST BENGAL,1
Uttar Pradesh,Udaipur,2021,9,UTTAR PRADESH,1
Uttar Pradesh,Kakori,2021,9,UTTAR PRADESH,1
Andhra Pradesh,Gosala,2021,28,ANDHRA PRADESH,1
Andhra Pradesh,Shermahammadpuram,2021,28,ANDHRA PRADESH,1
Uttar Pradesh,Gulaothi,2021,9,UTTAR PRADESH,1
Maharashtra,Holkarwadi,2021,27,MAHARASHTRA,1
Punjab,Khamanon,2021,3,PUNJAB,1
Uttar Pradesh,Zamania,2021,9,UTTAR PRADESH,1
Maharashtra,Dighori (BK),2021,27,MAHARASHTRA,1
Karnataka,Maski,2021,29,KARNATAKA,1
Madhya Pradesh,Diken,2021,23,MADHYA PRADESH,1
Maharashtra,Shahapur,2021,27,MAHARASHTRA,1
West Bengal,Katwa,2021,19,WEST BENGAL,1
Karnataka,Gadag-Betigeri,2021,29,KARNATAKA,1
Maharashtra,Wanjara,2021,27,MAHARASHTRA,1
Maharashtra,Ambarnath,2021,27,MAHARASHTRA,1
Chhattisgarh,Ramanujganj,2021,22,CHHATTISGARH,1
Maharashtra,Wela (H),2021,27,MAHARASHTRA,1
Maharashtra,Khandala,2021,27,MAHARASHTRA,1
Uttar Pradesh,Nautanwa,2021,9,UTTAR PRADESH,1
Tamil Nadu,Manali,2021,33,TAMIL NADU,1
Madhya Pradesh,Kurawar,2021,23,MADHYA PRADESH,1
Jharkhand,Latehar,2021,20,JHARKHAND,1
Uttarakhand,Almora,2021,5,UTTARAKHAND,1
Bihar,Hajipur,2021,10,BIHAR,1
Rajasthan,Takhatgarh,2021,8,RAJASTHAN,1
Karnataka,Malebennur,2021,29,KARNATAKA,1
Rajasthan,Tulsidas Ji Ki Sarai,2021,8,RAJASTHAN,1
Kerala,Wadakkanchery,2021,32,KERALA,1
Gujarat,Petlad,2021,24,GUJARAT,1
Tamil Nadu,Vadakarai Keezhpadugai,2021,33,TAMIL NADU,1
Gujarat,Sargasan,2021,24,GUJARAT,1
West Bengal,Dainhat,2021,19,WEST BENGAL,1
Gujarat,Morbi,2021,24,GUJARAT,1
Tamil Nadu,Gudalur,2021,33,TAMIL NADU,1
Gujarat,Karala,2021,24,GUJARAT,1
Uttar Pradesh,Sandila,2021,9,UTTAR PRADESH,1
Jammu and Kashmir,Bhaderwah,2021,1,JAMMU AND KASHMIR,1
Uttar Pradesh,Faizabad,2021,9,UTTAR PRADESH,1
Punjab,Tarn Taran,2021,3,PUNJAB,1
Kerala,Guruvayoor,2021,32,KERALA,1
Tamil Nadu,Vadakkanandal,2021,33,TAMIL NADU,1
Uttarakhand,Narendranagar,2021,5,UTTARAKHAND,1
Uttar Pradesh,Rampur Karkhana,2021,9,UTTAR PRADESH,1
Chhattisgarh,Pathariya,2021,22,CHHATTISGARH,1
Andhra Pradesh,Kamalapuram,2021,28,ANDHRA PRADESH,1
Odisha,Pipili,2021,21,ODISHA,1
Tamil Nadu,Kollankoil,2021,33,TAMIL NADU,1
Andhra Pradesh,Padugupadu,2021,28,ANDHRA PRADESH,1
Uttarakhand,Srinagar,2021,5,UTTARAKHAND,1
Tamil Nadu,Chennai,2021,33,TAMIL NADU,1
Tamil Nadu,Kinathukadavu,2021,33,TAMIL NADU,1
Uttar Pradesh,Jhinjhak,2021,9,UTTAR PRADESH,1
Maharashtra,Deori,2021,27,MAHARASHTRA,1
Tamil Nadu,Markayankottai,2021,33,TAMIL NADU,1
Andhra Pradesh,Amadalavalasa,2021,28,ANDHRA PRADESH,1
Tamil Nadu,Udangudi,2021,33,TAMIL NADU,1
Tamil Nadu,Boothapandi,2021,33,TAMIL NADU,1
Maharashtra,Kedgaon Station,2021,27,MAHARASHTRA,1
Chhattisgarh,Bade Bacheli,2021,22,CHHATTISGARH,1
Andhra Pradesh,Kallur,2021,28,ANDHRA PRADESH,1
Chhattisgarh,Pali,2021,22,CHHATTISGARH,1
Maharashtra,Dhadgaon-Wadphalya,2021,27,MAHARASHTRA,1
Kerala,Kozhikode,2021,32,KERALA,1
Maharashtra,Bhum,2021,27,MAHARASHTRA,1
Uttar Pradesh,Bela Pratapgarh,2021,9,UTTAR PRADESH,1
Uttar Pradesh,Chakia,2021,9,UTTAR PRADESH,1
Bihar,Madhuban,2021,10,BIHAR,1
Uttar Pradesh,Babrala,2021,9,UTTAR PRADESH,1
Tamil Nadu,Ayyampettai,2021,33,TAMIL NADU,1
Uttar Pradesh,Bilaspur (NPP),2021,9,UTTAR PRADESH,1
Karnataka,Hirekerur,2021,29,KARNATAKA,1
Tamil Nadu,Navalur,2021,33,TAMIL NADU,1
Uttar Pradesh,Rajapur,2021,9,UTTAR PRADESH,1
Gujarat,Valsad,2021,24,GUJARAT,1
Kerala,Nileswaram,2021,32,KERALA,1
Maharashtra,Chikhali Budruk,2021,27,MAHARASHTRA,1
Tamil Nadu,Udayarpalayam,2021,33,TAMIL NADU,1
Tamil Nadu,Thorapadi(TP),2021,33,TAMIL NADU,1
Uttar Pradesh,Bansdih,2021,9,UTTAR PRADESH,1
Madhya Pradesh,Nainpur,2021,23,MADHYA PRADESH,1
Kerala,Chengamanad (CT),2021,32,KERALA,1
Uttar Pradesh,Jhansi,2021,9,UTTAR PRADESH,1
Tamil Nadu,Manapakkam,2021,33,TAMIL NADU,1
Karnataka,Hanur,2021,29,KARNATAKA,1
Tamil Nadu,Madaharpakkam,2021,33,TAMIL NADU,1
Andhra Pradesh,Papayya Palem,2021,28,ANDHRA PRADESH,1
Rajasthan,Diwakari (CT),2021,8,RAJASTHAN,1
Chhattisgarh,Gunderdehi,2021,22,CHHATTISGARH,1
Maharashtra,Korchi,2021,27,MAHARASHTRA,1
Uttar Pradesh,Unnao,2021,9,UTTAR PRADESH,1
Madhya Pradesh,Pirpipliya,2021,23,MADHYA PRADESH,1
Tamil Nadu,Vadakkupattu,2021,33,TAMIL NADU,1
Tamil Nadu,Uthayendram,2021,33,TAMIL NADU,1
Kerala,Payyoli,2021,32,KERALA,1
Tamil Nadu,Melakottiyur,2021,33,TAMIL NADU,1
Uttar Pradesh,Gunnaur,2021,9,UTTAR PRADESH,1
Madhya Pradesh,Banda,2021,23,MADHYA PRADESH,1
Uttar Pradesh,Pichhor,2021,9,UTTAR PRADESH,1
Karnataka,Devara Hippargi,2021,29,KARNATAKA,1
Rajasthan,Kookas,2021,8,RAJASTHAN,1
Madhya Pradesh,Morena,2021,23,MADHYA PRADESH,1
Uttar Pradesh,Kot,2021,9,UTTAR PRADESH,1
Gujarat,Abrama,2021,24,GUJARAT,1
West Bengal,Akandakeshari,2021,19,WEST BENGAL,1
Jammu and Kashmir,Chadoora,2021,1,JAMMU AND KASHMIR,1
Maharashtra,Shelu,2021,27,MAHARASHTRA,1
Rajasthan,Akeda Chaud,2021,8,RAJASTHAN,1
Madhya Pradesh,Isagarh,2021,23,MADHYA PRADESH,1
Uttarakhand,Mussoorie,2021,5,UTTARAKHAND,1
Tamil Nadu,Ozhalur,2021,33,TAMIL NADU,1
West Bengal,Nutangram,2021,19,WEST BENGAL,1
Andhra Pradesh,Jangareddigudem,2021,28,ANDHRA PRADESH,1
Tamil Nadu,Thirumuruganpoondi,2021,33,TAMIL NADU,1
Uttar Pradesh,Jhalu,2021,9,UTTAR PRADESH,1
Uttar Pradesh,Devla,2021,9,UTTAR PRADESH,1
Tamil Nadu,Madhavaram,2021,33,TAMIL NADU,1
Uttar Pradesh,Beniganj,2021,9,UTTAR PRADESH,1
Uttar Pradesh,Tanda,2021,9,UTTAR PRADESH,1
Punjab,Sirhind,2021,3,PUNJAB,1
Maharashtra,Akot,2021,27,MAHARASHTRA,1
Tamil Nadu,Neikkarapatti,2021,33,TAMIL NADU,1
Odisha,Ranapur,2021,21,ODISHA,1
Rajasthan,Dwarkapura,2021,8,RAJASTHAN,1
Andhra Pradesh,Pusapatirega,2021,28,ANDHRA PRADESH,1
Karnataka,Shikarpur,2021,29,KARNATAKA,1
Maharashtra,Kandri,2021,27,MAHARASHTRA,1
Odisha,Jagatsinghapur,2021,21,ODISHA,1
Tamil Nadu,Vadugapatti (Erode),2021,33,TAMIL NADU,1
Gujarat,Dhrol,2021,24,GUJARAT,1
Maharashtra,Peth,2021,27,MAHARASHTRA,1
Goa,Sanguem,2021,30,GOA,1
Tamil Nadu,Nerkuppai,2021,33,TAMIL NADU,1
Uttar Pradesh,Nawabganj(NP),2021,9,UTTAR PRADESH,1
Tamil Nadu,Thiruvattar,2021,33,TAMIL NADU,1
Uttar Pradesh,Sirsi,2021,9,UTTAR PRADESH,1
Telangana,Mahabubabad,2021,36,TELANGANA,1
Kerala,Ramanattukara,2021,32,KERALA,1
Chhattisgarh,Maro,2021,22,CHHATTISGARH,1
Karnataka,Kittur,2021,29,KARNATAKA,1
Karnataka,Shahabad,2021,29,KARNATAKA,1
Madhya Pradesh,Shajapur,2021,23,MADHYA PRADESH,1
Uttar Pradesh,Hajipur,2021,9,UTTAR PRADESH,1
Madhya Pradesh,Burhar,2021,23,MADHYA PRADESH,1
Uttar Pradesh,Khera Choganpur,2021,9,UTTAR PRADESH,1
Tamil Nadu,Vadakkuvalliyur,2021,33,TAMIL NADU,1
Rajasthan,Nari Nadi,2021,8,RAJASTHAN,1
Andhra Pradesh,Athota,2021,28,ANDHRA PRADESH,1
Andhra Pradesh,Phirangipuram,2021,28,ANDHRA PRADESH,1
Tamil Nadu,Thanjavur,2021,33,TAMIL NADU,1
Maharashtra,Waghdara,2021,27,MAHARASHTRA,1
Tamil Nadu,Puliyur,2021,33,TAMIL NADU,1
Madhya Pradesh,Ranmalbiluod,2021,23,MADHYA PRADESH,1
Uttarakhand,Muni Ki Reti,2021,5,UTTARAKHAND,1
Tamil Nadu,Agastheeswaram,2021,33,TAMIL NADU,1
Tamil Nadu,Alangudi,2021,33,TAMIL NADU,1
Himachal Pradesh,Mehatpur Basdehra,2021,2,HIMACHAL PRADESH,1
Bihar,Sitamarhi,2021,10,BIHAR,1
Uttar Pradesh,Awagarh,2021,9,UTTAR PRADESH,1
Gujarat,Metoda,2021,24,GUJARAT,1
Uttar Pradesh,Kunda,2021,9,UTTAR PRADESH,1
Haryana,Samalkha,2021,6,HARYANA,1
Rajasthan,Jhanwar,2021,8,RAJASTHAN,1
Tamil Nadu,Kodaikanal,2021,33,TAMIL NADU,1
Assam,Donkamokam,2021,18,ASSAM,1
Tamil Nadu,Mamsapuram,2021,33,TAMIL NADU,1
Karnataka,Bannur,2021,29,KARNATAKA,1
Tamil Nadu,Sithayankottai,2021,33,TAMIL NADU,1
Uttar Pradesh,Akbarpur,2021,9,UTTAR PRADESH,1
West Bengal,Jaynagar Mazilpur,2021,19,WEST BENGAL,1
Uttar Pradesh,Chandausi,2021,9,UTTAR PRADESH,1
Haryana,Sohna,2021,6,HARYANA,1
Maharashtra,Pune,2021,27,MAHARASHTRA,1
Assam,Maibong,2021,18,ASSAM,1
Tamil Nadu,Vellacheri,2021,33,TAMIL NADU,1
Tamil Nadu,Eruvadi,2021,33,TAMIL NADU,1
Uttar Pradesh,Kakod,2021,9,UTTAR PRADESH,1
Uttar Pradesh,Sahanpur,2021,9,UTTAR PRADESH,1
Gujarat,Padra,2021,24,GUJARAT,1
Arunachal Pradesh,Jairampur,2021,12,ARUNACHAL PRADESH,1
Assam,Raha,2021,18,ASSAM,1
Uttar Pradesh,Gursarai,2021,9,UTTAR PRADESH,1
Madhya Pradesh,Bankhedi,2021,23,MADHYA PRADESH,1
Jammu and Kashmir,Bashohli,2021,1,JAMMU AND KASHMIR,1
Gujarat,Kavas,2021,24,GUJARAT,1
Uttar Pradesh,Siana,2021,9,UTTAR PRADESH,1
Uttar Pradesh,Kanth,2021,9,UTTAR PRADESH,1
Rajasthan,Narsinghpura,2021,8,RAJASTHAN,1
Tamil Nadu,Kattivakkam,2021,33,TAMIL NADU,1
Uttarakhand,Nainital(CB),2021,5,UTTARAKHAND,1
Madhya Pradesh,Jhalariya,2021,23,MADHYA PRADESH,1
Tamil Nadu,Ettimadai,2021,33,TAMIL NADU,1
Bihar,Buxar,2021,10,BIHAR,1
Uttarakhand,Dogadda,2021,5,UTTARAKHAND,1
Maharashtra,Tivasa,2021,27,MAHARASHTRA,1
Tamil Nadu,Thanthoni,2021,33,TAMIL NADU,1
Odisha,Patnagarh,2021,21,ODISHA,1
Punjab,Mahilpur,2021,3,PUNJAB,1
Kerala,Irinjalkuda,2021,32,KERALA,1
Mizoram,Hnahthial,2021,15,MIZORAM,1
Maharashtra,Borivali,2021,27,MAHARASHTRA,1
Karnataka,Aminagad,2021,29,KARNATAKA,1
Rajasthan,Sumerpur,2021,8,RAJASTHAN,1
Andhra Pradesh,Seethanagaram,2021,28,ANDHRA PRADESH,1
Arunachal Pradesh,Hawai,2021,12,ARUNACHAL PRADESH,1
Gujarat,Delad,2021,24,GUJARAT,1
Maharashtra,Badlapur,2021,27,MAHARASHTRA,1
Bihar,Nabinagar,2021,10,BIHAR,1
Telangana,Sircilla,2021,36,TELANGANA,1
Jammu and Kashmir,Reasi,2021,1,JAMMU AND KASHMIR,1
Kerala,Thrissur,2021,32,KERALA,1
Tamil Nadu,Thozhur,2021,33,TAMIL NADU,1
Gujarat,Hapa,2021,24,GUJARAT,1
Uttar Pradesh,Dhaulana,2021,9,UTTAR PRADESH,1
Gujarat,Hajira,2021,24,GUJARAT,1
Tamil Nadu,Annavasal,2021,33,TAMIL NADU,1
Madhya Pradesh,Chakghat,2021,23,MADHYA PRADESH,1
Uttar Pradesh,Pipri,2021,9,UTTAR PRADESH,1
Madhya Pradesh,Itarsi,2021,23,MADHYA PRADESH,1
Tamil Nadu,Ganapathipuram,2021,33,TAMIL NADU,1
Tamil Nadu,Kolathur,2021,33,TAMIL NADU,1
Rajasthan,Anantpura,2021,8,RAJASTHAN,1
Uttar Pradesh,Faridpur(NP),2021,9,UTTAR PRADESH,1
Madhya Pradesh,Singoli,2021,23,MADHYA PRADESH,1
Karnataka,Bhagyanagara,2021,29,KARNATAKA,1
Gujarat,Ruva (Part),2021,24,GUJARAT,1
Uttar Pradesh,Etah,2021,9,UTTAR PRADESH,1
Chhattisgarh,Akaltara,2021,22,CHHATTISGARH,1
Himachal Pradesh,Jawalamukhi,2021,2,HIMACHAL PRADESH,1
Maharashtra,Sengaon,2021,27,MAHARASHTRA,1
Rajasthan,Bhinder,2021,8,RAJASTHAN,1
Madhya Pradesh,Maharajpur,2021,23,MADHYA PRADESH,1
Jammu and Kashmir,Kursu Padshahi Bagh (Partly),2021,1,JAMMU AND KASHMIR,1
Rajasthan,Suras,2021,8,RAJASTHAN,1
Rajasthan,Lachhmangarh,2021,8,RAJASTHAN,1
Tamil Nadu,Kanchivakkam,2021,33,TAMIL NADU,1
Jammu and Kashmir,Sumbal,2021,1,JAMMU AND KASHMIR,1
Chhattisgarh,Kondagaon,2021,22,CHHATTISGARH,1
Bihar,Jamui,2021,10,BIHAR,1
Maharashtra,Dharmapuri,2021,27,MAHARASHTRA,1
Maharashtra,Achalpur,2021,27,MAHARASHTRA,1
Maharashtra,Pandharpur,2021,27,MAHARASHTRA,1
Rajasthan,Kanarpura Khanga Ki Dhani,2021,8,RAJASTHAN,1
Odisha,Bhadrak,2021,21,ODISHA,1
Tamil Nadu,Brahmana Periya Agraharam,2021,33,TAMIL NADU,1
Rajasthan,Sambhar,2021,8,RAJASTHAN,1
Uttar Pradesh,Tikait Nagar,2021,9,UTTAR PRADESH,1
Karnataka,Channarayapatna,2021,29,KARNATAKA,1
Uttar Pradesh,Gursahaiganj,2021,9,UTTAR PRADESH,1
Gujarat,Saroli,2021,24,GUJARAT,1
Uttar Pradesh,Dankaur,2021,9,UTTAR PRADESH,1
Karnataka,Raybag,2021,29,KARNATAKA,1
Andhra Pradesh,Thimminaidupallem,2021,28,ANDHRA PRADESH,1
Uttar Pradesh,Naraura,2021,9,UTTAR PRADESH,1
Rajasthan,Ganganagar,2021,8,RAJASTHAN,1
Haryana,Manesar,2021,6,HARYANA,1
Tamil Nadu,Peravallur,2021,33,TAMIL NADU,1
Tamil Nadu,Elanagar,2021,33,TAMIL NADU,1
Kerala,Vadavukode,2021,32,KERALA,1
Madhya Pradesh,Badnawar,2021,23,MADHYA PRADESH,1
Andhra Pradesh,Amaravati,2021,28,ANDHRA PRADESH,1
Tamil Nadu,Perambakkam,2021,33,TAMIL NADU,1
Tamil Nadu,Avalpoondurai,2021,33,TAMIL NADU,1
Bihar,Kharagpur,2021,10,BIHAR,1
West Bengal,Ashoknagar Kalyangarh,2021,19,WEST BENGAL,1
Andhra Pradesh,Gangadhara Nellore,2021,28,ANDHRA PRADESH,1
Maharashtra,Somatne,2021,27,MAHARASHTRA,1
Tamil Nadu,Kunnathur,2021,33,TAMIL NADU,1
Maharashtra,Nandurbar,2021,27,MAHARASHTRA,1
Maharashtra,Mulshi Khurd,2021,27,MAHARASHTRA,1
Uttar Pradesh,Haidergarh,2021,9,UTTAR PRADESH,1
Madhya Pradesh,Aron,2021,23,MADHYA PRADESH,1
West Bengal,South Dumdum,2021,19,WEST BENGAL,1
Maharashtra,Chikhaldara,2021,27,MAHARASHTRA,1
Uttar Pradesh,Mathura,2021,9,UTTAR PRADESH,1
Haryana,Daultabad,2021,6,HARYANA,1
Tamil Nadu,Pollachi,2021,33,TAMIL NADU,1
Uttar Pradesh,Katghar Lalganj,2021,9,UTTAR PRADESH,1
Maharashtra,Dahali,2021,27,MAHARASHTRA,1
Uttar Pradesh,Bhadarsa,2021,9,UTTAR PRADESH,1
Tamil Nadu,Tiruchendur,2021,33,TAMIL NADU,1
Tamil Nadu,Walajapet,2021,33,TAMIL NADU,1
Uttar Pradesh,Pahasu,2021,9,UTTAR PRADESH,1
Madhya Pradesh,Barela,2021,23,MADHYA PRADESH,1
Gujarat,Vasna-Kotariya,2021,24,GUJARAT,1
Uttar Pradesh,Jansath,2021,9,UTTAR PRADESH,1
Maharashtra,Samudrapur,2021,27,MAHARASHTRA,1
Bihar,Bihta,2021,10,BIHAR,1
Andhra Pradesh,Peruru,2021,28,ANDHRA PRADESH,1
Madhya Pradesh,Damua,2021,23,MADHYA PRADESH,1
Uttar Pradesh,Sangrampur,2021,9,UTTAR PRADESH,1
Gujarat,Kapodara,2021,24,GUJARAT,1
Gujarat,Bhavnagar,2021,24,GUJARAT,1
Andhra Pradesh,Uravakonda,2021,28,ANDHRA PRADESH,1
Karnataka,Attibele,2021,29,KARNATAKA,1
Gujarat,Dhandhuka,2021,24,GUJARAT,1
Karnataka,Hosanagara,2021,29,KARNATAKA,1
Andhra Pradesh,Velpuru,2021,28,ANDHRA PRADESH,1
Himachal Pradesh,Nagrota Bagwan,2021,2,HIMACHAL PRADESH,1
Bihar,Bihat,2021,10,BIHAR,1
Rajasthan,Pirawa,2021,8,RAJASTHAN,1
Assam,Kokrajhar,2021,18,ASSAM,1
Karnataka,Kundapura,2021,29,KARNATAKA,1
Maharashtra,Bothali,2021,27,MAHARASHTRA,1
Rajasthan,Rajawas,2021,8,RAJASTHAN,1
Maharashtra,Mira-Bhayandar,2021,27,MAHARASHTRA,1
Rajasthan,Bharatpur,2021,8,RAJASTHAN,1
Rajasthan,Shri Govindpura,2021,8,RAJASTHAN,1
Odisha,Khandapada,2021,21,ODISHA,1
Rajasthan,Harnathpura,2021,8,RAJASTHAN,1
Assam,Jagiroad (CT),2021,18,ASSAM,1
Gujarat,Rajula,2021,24,GUJARAT,1
Andhra Pradesh,B.K.Samudram,2021,28,ANDHRA PRADESH,1
Madhya Pradesh,Sendhwa,2021,23,MADHYA PRADESH,1
Andhra Pradesh,Ponduru,2021,28,ANDHRA PRADESH,1
Tamil Nadu,Naranammalpuram,2021,33,TAMIL NADU,1
Bihar,Dumraon,2021,10,BIHAR,1
Uttar Pradesh,Amarpur,2021,9,UTTAR PRADESH,1
Gujarat,Vareli,2021,24,GUJARAT,1
Uttar Pradesh,Baraut,2021,9,UTTAR PRADESH,1
Tamil Nadu,Balasamudram,2021,33,TAMIL NADU,1
Andhra Pradesh,Yogimallavaram,2021,28,ANDHRA PRADESH,1
Uttarakhand,Barkot,2021,5,UTTARAKHAND,1
Uttar Pradesh,Hamirpur,2021,9,UTTAR PRADESH,1
Karnataka,Navalgund,2021,29,KARNATAKA,1
Tamil Nadu,Puduvayal,2021,33,TAMIL NADU,1
Arunachal Pradesh,Palin,2021,12,ARUNACHAL PRADESH,1
Rajasthan,Gurha,2021,8,RAJASTHAN,1
Gujarat,Savgadh,2021,24,GUJARAT,1
Rajasthan,Girdharipura,2021,8,RAJASTHAN,1
Gujarat,Palanpur,2021,24,GUJARAT,1
Tamil Nadu,Avaniapuram,2021,33,TAMIL NADU,1
Uttar Pradesh,Daurala,2021,9,UTTAR PRADESH,1
Rajasthan,Bhoeyon Ki Pancholi,2021,8,RAJASTHAN,1
Uttar Pradesh,Sarwat (CT),2021,9,UTTAR PRADESH,1
Maharashtra,Pimpri,2021,27,MAHARASHTRA,1
Uttar Pradesh,Gohand,2021,9,UTTAR PRADESH,1
Rajasthan,Harmada,2021,8,RAJASTHAN,1
Uttarakhand,Khatima,2021,5,UTTARAKHAND,1
Maharashtra,Lohara,2021,27,MAHARASHTRA,1
Madhya Pradesh,Mihona,2021,23,MADHYA PRADESH,1
Andhra Pradesh,Dharmavaram,2021,28,ANDHRA PRADESH,1
Haryana,Ambala Sadar,2021,6,HARYANA,1
Karnataka,Kankanawadi,2021,29,KARNATAKA,1
Gujarat,Santrampur,2021,24,GUJARAT,1
Tamil Nadu,Vengathur,2021,33,TAMIL NADU,1
Puducherry,Manavely (CT),2021,34,PUDUCHERRY,1
Karnataka,Kotekara,2021,29,KARNATAKA,1
Karnataka,Hatti (CT),2021,29,KARNATAKA,1
Madhya Pradesh,Hatpiplya,2021,23,MADHYA PRADESH,1
Assam,North Lakhimpur,2021,18,ASSAM,1
Tamil Nadu,Omalur,2021,33,TAMIL NADU,1
Uttar Pradesh,Gulariya,2021,9,UTTAR PRADESH,1
Uttarakhand,Jhabrera,2021,5,UTTARAKHAND,1
Andhra Pradesh,Kandukur,2021,28,ANDHRA PRADESH,1
Bihar,Biharsharif,2021,10,BIHAR,1
Tamil Nadu,Velur,2021,33,TAMIL NADU,1
Andhra Pradesh,Guravaigudem,2021,28,ANDHRA PRADESH,1
West Bengal,Chandannagar,2021,19,WEST BENGAL,1
Tamil Nadu,Puliankudi,2021,33,TAMIL NADU,1
Gujarat,Visavadar,2021,24,GUJARAT,1
Karnataka,Hiriyur,2021,29,KARNATAKA,1
Maharashtra,Narsala,2021,27,MAHARASHTRA,1
Telangana,Bhainsa,2021,36,TELANGANA,1
Punjab,Dhariwal,2021,3,PUNJAB,1
Gujarat,Andada (CT),2021,24,GUJARAT,1
Uttar Pradesh,Derapur,2021,9,UTTAR PRADESH,1
Gujarat,Sanand,2021,24,GUJARAT,1
Uttar Pradesh,Aurangabad Bangar (CT),2021,9,UTTAR PRADESH,1
Uttar Pradesh,Mahoba,2021,9,UTTAR PRADESH,1
Tamil Nadu,Venkarai,2021,33,TAMIL NADU,1
Gujarat,Dahod,2021,24,GUJARAT,1
Bihar,Supaul,2021,10,BIHAR,1
Punjab,Gobindgarh,2021,3,PUNJAB,1
Karnataka,Sadalgi,2021,29,KARNATAKA,1
Rajasthan,Kota,2021,8,RAJASTHAN,1
Madhya Pradesh,Jabalpur,2021,23,MADHYA PRADESH,1
Chhattisgarh,Mahasamund,2021,22,CHHATTISGARH,1
Jammu and Kashmir,Khansahib,2021,1,JAMMU AND KASHMIR,1
Chhattisgarh,Tilda Newra,2021,22,CHHATTISGARH,1
Rajasthan,Kishangarh Renwal,2021,8,RAJASTHAN,1
Himachal Pradesh,Suni (Seoni),2021,2,HIMACHAL PRADESH,1
West Bengal,Rupnarayanpur,2021,19,WEST BENGAL,1
Uttar Pradesh,Dataganj,2021,9,UTTAR PRADESH,1
Maharashtra,Palam,2021,27,MAHARASHTRA,1
Andhra Pradesh,Anandapuram,2021,28,ANDHRA PRADESH,1
Uttar Pradesh,Amka,2021,9,UTTAR PRADESH,1
Madhya Pradesh,Kannod,2021,23,MADHYA PRADESH,1
Tamil Nadu,Sholur,2021,33,TAMIL NADU,1
Gujarat,Vapi,2021,24,GUJARAT,1
Kerala,Shoranur,2021,32,KERALA,1
Tamil Nadu,Jayankondam,2021,33,TAMIL NADU,1
Maharashtra,Varale,2021,27,MAHARASHTRA,1
Uttar Pradesh,Kanth(NP),2021,9,UTTAR PRADESH,1
Karnataka,Harihar,2021,29,KARNATAKA,1
Gujarat,Vemali,2021,24,GUJARAT,1
Tamil Nadu,Panaimarathupatti,2021,33,TAMIL NADU,1
Uttar Pradesh,Bariyapur,2021,9,UTTAR PRADESH,1
Madhya Pradesh,Ajaigarh,2021,23,MADHYA PRADESH,1
Rajasthan,Biliya,2021,8,RAJASTHAN,1
Andhra Pradesh,Udayagiri,2021,28,ANDHRA PRADESH,1
Uttar Pradesh,Parikshitgarh,2021,9,UTTAR PRADESH,1
Uttar Pradesh,Mariahu,2021,9,UTTAR PRADESH,1
Rajasthan,Thabukra,2021,8,RAJASTHAN,1
Madhya Pradesh,Ambah,2021,23,MADHYA PRADESH,1
Andhra Pradesh,Ponnur,2021,28,ANDHRA PRADESH,1
Uttarakhand,Jonk,2021,5,UTTARAKHAND,1
Odisha,Raurkela,2021,21,ODISHA,1
Maharashtra,Morshi,2021,27,MAHARASHTRA,1
Maharashtra,Karmala,2021,27,MAHARASHTRA,1
Maharashtra,Bhadgaon,2021,27,MAHARASHTRA,1
Tamil Nadu,Kolivakkam,2021,33,TAMIL NADU,1
Tamil Nadu,Chinnalapatti,2021,33,TAMIL NADU,1
Uttar Pradesh,Bharatganj,2021,9,UTTAR PRADESH,1
Andhra Pradesh,Srikakulam,2021,28,ANDHRA PRADESH,1
Haryana,Pundri,2021,6,HARYANA,1
Uttar Pradesh,Akbarpur (NP),2021,9,UTTAR PRADESH,1
West Bengal,Konnagar,2021,19,WEST BENGAL,1
Chhattisgarh,Bhatapara,2021,22,CHHATTISGARH,1
Madhya Pradesh,Jhabua,2021,23,MADHYA PRADESH,1
Andhra Pradesh,Guntur,2021,28,ANDHRA PRADESH,1
Uttarakhand,Piran Kaliyar,2021,5,UTTARAKHAND,1
Uttar Pradesh,Salempur,2021,9,UTTAR PRADESH,1
Tamil Nadu,O' Valley,2021,33,TAMIL NADU,1
Rajasthan,Hemawas,2021,8,RAJASTHAN,1
Andhra Pradesh,Tadikalapudi,2021,28,ANDHRA PRADESH,1
Maharashtra,Panjri,2021,27,MAHARASHTRA,1
Maharashtra,Brahmapuri,2021,27,MAHARASHTRA,1
Maharashtra,Hudkeshwar (Khurd),2021,27,MAHARASHTRA,1
Maharashtra,Aurangabad(CB),2021,27,MAHARASHTRA,1
Tamil Nadu,Ramapuram,2021,33,TAMIL NADU,1
Tamil Nadu,Thiruparankundram,2021,33,TAMIL NADU,1
Maharashtra,Gangapur,2021,27,MAHARASHTRA,1
Haryana,Naharpur Kasan,2021,6,HARYANA,1
Rajasthan,Jeetawala,2021,8,RAJASTHAN,1
West Bengal,Basirhat,2021,19,WEST BENGAL,1
Andhra Pradesh,Kankipadu (CT),2021,28,ANDHRA PRADESH,1
