ROWID,Country,State LGD Code,State,City,SourceYear,Amount invested for building houses under Pradhan Mantri Awas Yojana,Amount sanctioned for building houses under Pradhan Mantri Awas Yojana,Amount released for building houses under Pradhan Mantri Awas Yojana,Houses sanctioned under Pradhan Mantri Awas Yojana mission,Houses grounded under Pradhan Mantri Awas Yojana mission,Houses completed construction under Pradhan Mantri Awas Yojana mission,YearCode,Year
3973,India,33,Tamil Nadu,Nattapettai,2021,0.23,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
3974,India,33,Tamil Nadu,Nattarasankottai,2021,2.14,1.09,0.68,72,72,50,2021,"Calendar Year (Jan - Dec), 2021"
3975,India,10,Bihar,Naubatpur,2021,40.05,12.27,3.55,815,1752,1533,2021,"Calendar Year (Jan - Dec), 2021"
3976,India,10,Bihar,Naugachhia,2021,125.26,36.95,14.33,2456,899,281,2021,"Calendar Year (Jan - Dec), 2021"
3977,India,5,Uttarakhand,Naugaun,2021,1.67,0.5,0.21,33,33,6,2021,"Calendar Year (Jan - Dec), 2021"
3978,India,9,Uttar Pradesh,Naugawan Sadat,2021,33.21,13.97,7.22,931,779,265,2021,"Calendar Year (Jan - Dec), 2021"
3979,India,9,Uttar Pradesh,Nautanwa,2021,91.32,39.81,13.43,2653,2105,645,2021,"Calendar Year (Jan - Dec), 2021"
3980,India,24,Gujarat,Nava,2021,0.54,0.11,0.11,6,6,6,2021,"Calendar Year (Jan - Dec), 2021"
3981,India,9,Uttar Pradesh,Navada,2021,0.42,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
3982,India,24,Gujarat,Navagam,2021,0.49,0.13,0.13,5,5,5,2021,"Calendar Year (Jan - Dec), 2021"
3983,India,24,Gujarat,Navagam,2021,1.15,0.14,0.14,6,6,6,2021,"Calendar Year (Jan - Dec), 2021"
3984,India,29,Karnataka,Navalgund,2021,61.72,18.07,4.03,1202,736,284,2021,"Calendar Year (Jan - Dec), 2021"
3985,India,33,Tamil Nadu,Navalur,2021,0.84,0.07,0.07,3,3,3,2021,"Calendar Year (Jan - Dec), 2021"
3986,India,24,Gujarat,Navarangpura,2021,0.16,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
3987,India,27,Maharashtra,Navi Mumbai,2021,13744.43,1832.16,182.75,118582,26937,12037,2021,"Calendar Year (Jan - Dec), 2021"
3988,India,24,Gujarat,Navsari,2021,218.65,53.49,43.66,2665,2769,2337,2021,"Calendar Year (Jan - Dec), 2021"
3989,India,28,Andhra Pradesh,Navuluru,2021,0.31,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
3990,India,8,Rajasthan,Nawa,2021,0.3,0.05,0.05,3,3,3,2021,"Calendar Year (Jan - Dec), 2021"
3991,India,9,Uttar Pradesh,Nawabganj(NP),2021,36.22,16.05,6.71,1071,790,297,2021,"Calendar Year (Jan - Dec), 2021"
3992,India,9,Uttar Pradesh,Nawabganj(NPP),2021,14.61,5.37,1.44,359,276,194,2021,"Calendar Year (Jan - Dec), 2021"
3993,India,9,Uttar Pradesh,Nawabganj(NPP),2021,123.81,43.81,14.93,2904,1605,827,2021,"Calendar Year (Jan - Dec), 2021"
3994,India,9,Uttar Pradesh,Nawabganj(NPP+OG),2021,31.74,13.66,5.45,910,706,376,2021,"Calendar Year (Jan - Dec), 2021"
3995,India,10,Bihar,Nawada,2021,17.9,5.2,3.16,340,282,120,2021,"Calendar Year (Jan - Dec), 2021"
3996,India,6,Haryana,Nawada Fatehpur,2021,0.19,0.01,0.01,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
3997,India,22,Chhattisgarh,Nawagarh,2021,18.08,8.46,3.82,565,470,304,2021,"Calendar Year (Jan - Dec), 2021"
3998,India,22,Chhattisgarh,Nawagarh(NP),2021,13.79,5.95,2.24,396,236,154,2021,"Calendar Year (Jan - Dec), 2021"
3999,India,8,Rajasthan,Nawalgarh,2021,23.4,6.34,0.7,417,41,41,2021,"Calendar Year (Jan - Dec), 2021"
4000,India,3,Punjab,Nawanshahr,2021,7.26,2.18,1.18,140,122,36,2021,"Calendar Year (Jan - Dec), 2021"
4001,India,27,Maharashtra,Nawapur,2021,14.63,3.45,2.0,210,65,53,2021,"Calendar Year (Jan - Dec), 2021"
4002,India,22,Chhattisgarh,Naya Baradwar,2021,23.83,11.67,5.86,778,559,355,2021,"Calendar Year (Jan - Dec), 2021"
4003,India,11,Sikkim,Nayabazar Notified Bazar Area,2021,0.28,0.03,0.03,2,2,2,2021,"Calendar Year (Jan - Dec), 2021"
4004,India,23,Madhya Pradesh,Nayagaon,2021,0.09,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
4005,India,23,Madhya Pradesh,Nayagaon,2021,13.5,5.02,3.06,334,330,241,2021,"Calendar Year (Jan - Dec), 2021"
4006,India,8,Rajasthan,Naya Gaon,2021,0.08,0.01,0.01,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
4007,India,3,Punjab,Naya Gaon,2021,41.56,5.7,5.24,280,271,248,2021,"Calendar Year (Jan - Dec), 2021"
4008,India,21,Odisha,Nayagarh,2021,17.62,6.4,3.89,427,446,363,2021,"Calendar Year (Jan - Dec), 2021"
4009,India,29,Karnataka,Nayakanahatti,2021,43.82,18.7,3.82,1246,959,753,2021,"Calendar Year (Jan - Dec), 2021"
4010,India,33,Tamil Nadu,Nayapakkam,2021,0.05,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
4011,India,32,Kerala,Nayarambalam,2021,0.41,0.05,0.05,2,2,2,2021,"Calendar Year (Jan - Dec), 2021"
4012,India,8,Rajasthan,Naya Sajara,2021,0.12,0.03,0.03,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
4013,India,8,Rajasthan,Nayla,2021,0.07,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
4014,India,19,West Bengal,Naypara,2021,0.06,0.01,0.01,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
4015,India,33,Tamil Nadu,Nazarathpettai,2021,0.66,0.06,0.06,4,4,4,2021,"Calendar Year (Jan - Dec), 2021"
4016,India,33,Tamil Nadu,Nazerath,2021,4.33,1.68,0.81,110,110,82,2021,"Calendar Year (Jan - Dec), 2021"
4017,India,18,Assam,Nazira,2021,20.97,7.82,4.24,519,301,61,2021,"Calendar Year (Jan - Dec), 2021"
4018,India,7,Delhi,NDMC,2021,1346.41,123.62,123.62,5549,5549,5549,2021,"Calendar Year (Jan - Dec), 2021"
4019,India,32,Kerala,Nedumangad,2021,102.93,35.02,23.98,2334,2134,1993,2021,"Calendar Year (Jan - Dec), 2021"
4020,India,32,Kerala,Nedumbassery (CT),2021,0.36,0.04,0.04,2,2,2,2021,"Calendar Year (Jan - Dec), 2021"
4021,India,33,Tamil Nadu,Needamangalam,2021,10.53,4.54,2.61,308,306,105,2021,"Calendar Year (Jan - Dec), 2021"
4022,India,33,Tamil Nadu,Neelamangalam,2021,1.22,0.09,0.09,5,5,5,2021,"Calendar Year (Jan - Dec), 2021"
4023,India,33,Tamil Nadu,Neelankarai,2021,0.59,0.05,0.05,2,2,2,2021,"Calendar Year (Jan - Dec), 2021"
4024,India,8,Rajasthan,Neem-Ka-Thana,2021,14.73,5.21,0.42,339,22,20,2021,"Calendar Year (Jan - Dec), 2021"
4025,India,23,Madhya Pradesh,Neemuch,2021,108.65,30.58,24.86,1997,1979,1293,2021,"Calendar Year (Jan - Dec), 2021"
4026,India,9,Uttar Pradesh,Nehtaur,2021,51.27,23.1,11.58,1540,1058,475,2021,"Calendar Year (Jan - Dec), 2021"
4027,India,33,Tamil Nadu,Neikkarapatti,2021,6.1,2.74,1.82,183,183,107,2021,"Calendar Year (Jan - Dec), 2021"
4028,India,29,Karnataka,Nelamangala,2021,42.92,7.51,3.74,469,421,340,2021,"Calendar Year (Jan - Dec), 2021"
4029,India,28,Andhra Pradesh,Nelapadu,2021,0.05,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
4030,India,33,Tamil Nadu,Nellikuppam,2021,1.3,0.11,0.11,6,6,6,2021,"Calendar Year (Jan - Dec), 2021"
4031,India,33,Tamil Nadu,Nellikuppam,2021,37.29,17.52,31.16,1170,1105,212,2021,"Calendar Year (Jan - Dec), 2021"
4032,India,28,Andhra Pradesh,Nellimarla,2021,516.05,216.03,50.21,14398,5163,1310,2021,"Calendar Year (Jan - Dec), 2021"
4033,India,33,Tamil Nadu,Nelliyalam,2021,50.3,20.14,7.3,1353,1041,207,2021,"Calendar Year (Jan - Dec), 2021"
4034,India,28,Andhra Pradesh,Nellore,2021,3422.31,849.39,442.14,55872,34830,18635,2021,"Calendar Year (Jan - Dec), 2021"
4035,India,33,Tamil Nadu,Nemam,2021,0.12,0.01,0.01,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
4036,India,23,Madhya Pradesh,Nemawar,2021,38.84,12.85,10.44,855,855,341,2021,"Calendar Year (Jan - Dec), 2021"
4037,India,33,Tamil Nadu,Nemili,2021,0.76,0.05,0.05,3,3,3,2021,"Calendar Year (Jan - Dec), 2021"
4038,India,33,Tamil Nadu,Nemili,2021,11.57,4.8,1.67,318,242,132,2021,"Calendar Year (Jan - Dec), 2021"
4039,India,33,Tamil Nadu,Nemmeli,2021,0.2,0.01,0.01,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
4040,India,23,Madhya Pradesh,Nepanagar,2021,27.73,10.22,5.12,676,676,338,2021,"Calendar Year (Jan - Dec), 2021"
4041,India,27,Maharashtra,Ner,2021,140.98,24.42,1.7,1618,250,62,2021,"Calendar Year (Jan - Dec), 2021"
4042,India,27,Maharashtra,Nerala,2021,0.1,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
4043,India,34,Puducherry,Neravy,2021,0.38,0.02,0.02,2,2,2,2021,"Calendar Year (Jan - Dec), 2021"
4044,India,2,Himachal Pradesh,Nerchowk,2021,20.84,5.55,2.2,370,369,1,2021,"Calendar Year (Jan - Dec), 2021"
4045,India,27,Maharashtra,Nere,2021,0.41,0.05,0.05,2,2,2,2021,"Calendar Year (Jan - Dec), 2021"
4046,India,33,Tamil Nadu,Nerkundram,2021,1.92,0.13,0.13,6,6,6,2021,"Calendar Year (Jan - Dec), 2021"
4047,India,33,Tamil Nadu,Nerkuppai,2021,3.41,1.55,1.22,105,105,58,2021,"Calendar Year (Jan - Dec), 2021"
4048,India,33,Tamil Nadu,Nerunjipettai,2021,5.47,2.63,1.57,176,173,80,2021,"Calendar Year (Jan - Dec), 2021"
4049,India,24,Gujarat,Netrang,2021,0.13,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
4050,India,23,Madhya Pradesh,Neuton-Chikhli Kalan,2021,8.59,3.3,1.97,220,219,156,2021,"Calendar Year (Jan - Dec), 2021"
4051,India,27,Maharashtra,Nevasa,2021,40.17,9.15,0.37,600,15,15,2021,"Calendar Year (Jan - Dec), 2021"
4052,India,19,West Bengal,New Barrackpore,2021,98.3,33.7,17.75,2207,1455,376,2021,"Calendar Year (Jan - Dec), 2021"
4053,India,23,Madhya Pradesh,New Ramnagar,2021,65.76,25.62,20.5,1708,1708,1314,2021,"Calendar Year (Jan - Dec), 2021"
4054,India,32,Kerala,Neyyattinkara,2021,86.5,27.84,20.24,1847,1940,1314,2021,"Calendar Year (Jan - Dec), 2021"
4055,India,33,Tamil Nadu,Neyyoor,2021,8.15,3.02,1.86,204,204,132,2021,"Calendar Year (Jan - Dec), 2021"
4056,India,9,Uttar Pradesh,Nichlaul,2021,98.21,41.81,11.92,2787,2546,1089,2021,"Calendar Year (Jan - Dec), 2021"
4057,India,28,Andhra Pradesh,Nidadavole,2021,556.74,244.83,45.73,16315,2673,2083,2021,"Calendar Year (Jan - Dec), 2021"
4058,India,28,Andhra Pradesh,Nidadavole (R),2021,0.2,0.05,0.05,3,3,3,2021,"Calendar Year (Jan - Dec), 2021"
4059,India,29,Karnataka,Nidagundi,2021,31.04,12.78,2.13,852,615,332,2021,"Calendar Year (Jan - Dec), 2021"
4060,India,28,Andhra Pradesh,Nidamanuru (OG),2021,12.23,0.88,0.88,43,43,43,2021,"Calendar Year (Jan - Dec), 2021"
4061,India,9,Uttar Pradesh,Nidhauli Kalan,2021,31.73,14.49,2.98,966,541,296,2021,"Calendar Year (Jan - Dec), 2021"
4062,India,28,Andhra Pradesh,Nidumukkala,2021,0.12,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
4063,India,27,Maharashtra,Nighoje,2021,0.18,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
4064,India,3,Punjab,Nihal Singh Wala,2021,4.28,2.05,0.44,151,91,18,2021,"Calendar Year (Jan - Dec), 2021"
4065,India,27,Maharashtra,Niharwani,2021,0.06,,,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
4066,India,21,Odisha,Nilagiri,2021,33.3,16.03,7.77,1073,851,641,2021,"Calendar Year (Jan - Dec), 2021"
4067,India,33,Tamil Nadu,Nilakkottai,2021,13.62,3.37,2.77,205,205,179,2021,"Calendar Year (Jan - Dec), 2021"
4068,India,32,Kerala,Nilambur,2021,50.25,11.21,8.23,862,844,581,2021,"Calendar Year (Jan - Dec), 2021"
4069,India,27,Maharashtra,Nilanga,2021,29.74,6.53,0.26,430,232,13,2021,"Calendar Year (Jan - Dec), 2021"
4070,India,32,Kerala,Nileswaram,2021,28.91,9.61,8.89,642,642,398,2021,"Calendar Year (Jan - Dec), 2021"
4071,India,19,West Bengal,Nilgiri,2021,0.21,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
4072,India,6,Haryana,Nilokheri,2021,116.7,19.59,1.76,1292,102,55,2021,"Calendar Year (Jan - Dec), 2021"
4073,India,21,Odisha,Nimapada,2021,3.57,1.32,1.07,88,82,58,2021,"Calendar Year (Jan - Dec), 2021"
4074,India,8,Rajasthan,Nimbahera,2021,100.84,34.38,19.85,1569,1829,619,2021,"Calendar Year (Jan - Dec), 2021"
4075,India,27,Maharashtra,Nimbalkar Vasti,2021,0.2,0.06,0.06,2,2,2,2021,"Calendar Year (Jan - Dec), 2021"
4076,India,8,Rajasthan,Nimbara,2021,0.09,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
4077,India,24,Gujarat,Nimetha,2021,0.18,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
4078,India,14,Manipur,Ningthoukhong,2021,33.32,19.76,7.92,1318,1188,82,2021,"Calendar Year (Jan - Dec), 2021"
4079,India,29,Karnataka,Nipani,2021,185.84,51.69,6.38,3418,702,409,2021,"Calendar Year (Jan - Dec), 2021"
4080,India,27,Maharashtra,Niphad,2021,23.98,4.43,3.63,208,155,155,2021,"Calendar Year (Jan - Dec), 2021"
4081,India,36,Telangana,Nirmal,2021,99.5,22.85,3.95,1505,1505,1109,2021,"Calendar Year (Jan - Dec), 2021"
4082,India,10,Bihar,Nirmali,2021,75.01,20.37,4.45,1358,594,30,2021,"Calendar Year (Jan - Dec), 2021"
4083,India,6,Haryana,Nissing,2021,41.83,8.76,1.67,582,129,61,2021,"Calendar Year (Jan - Dec), 2021"
4084,India,9,Uttar Pradesh,Nithari Urf Suthaari,2021,0.07,0.03,0.03,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
4085,India,8,Rajasthan,Niwai,2021,8.81,1.5,0.91,85,79,46,2021,"Calendar Year (Jan - Dec), 2021"
4086,India,9,Uttar Pradesh,Niwari,2021,29.51,12.11,5.41,807,589,397,2021,"Calendar Year (Jan - Dec), 2021"
4087,India,23,Madhya Pradesh,Niwari,2021,44.17,16.34,5.14,1091,904,405,2021,"Calendar Year (Jan - Dec), 2021"
4088,India,8,Rajasthan,Niwaroo,2021,11.78,1.41,1.41,66,66,66,2021,"Calendar Year (Jan - Dec), 2021"
4089,India,23,Madhya Pradesh,Niwas,2021,25.58,9.56,7.32,637,637,400,2021,"Calendar Year (Jan - Dec), 2021"
4090,India,9,Uttar Pradesh,Nizamabad,2021,42.58,14.45,5.89,941,546,406,2021,"Calendar Year (Jan - Dec), 2021"
4091,India,36,Telangana,Nizamabad,2021,300.51,49.64,31.49,3008,1592,1470,2021,"Calendar Year (Jan - Dec), 2021"
4092,India,32,Kerala,Njarackal (CT),2021,0.86,0.07,0.07,4,4,4,2021,"Calendar Year (Jan - Dec), 2021"
4093,India,18,Assam,No.2 Goreswar,2021,34.88,20.22,11.02,1348,970,216,2021,"Calendar Year (Jan - Dec), 2021"
4094,India,33,Tamil Nadu,Nochili,2021,0.24,,,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
4095,India,8,Rajasthan,Nohar,2021,6.52,1.58,0.5,97,25,25,2021,"Calendar Year (Jan - Dec), 2021"
4096,India,9,Uttar Pradesh,Noida,2021,820.09,60.83,60.83,2721,2721,2721,2021,"Calendar Year (Jan - Dec), 2021"
4097,India,8,Rajasthan,Nokha,2021,12.29,2.61,1.3,167,80,80,2021,"Calendar Year (Jan - Dec), 2021"
4098,India,10,Bihar,Nokha,2021,56.38,16.7,5.32,1113,369,93,2021,"Calendar Year (Jan - Dec), 2021"
4099,India,13,Nagaland,Noklak,2021,17.67,6.12,2.45,408,6,0,2021,"Calendar Year (Jan - Dec), 2021"
4100,India,27,Maharashtra,Nonde,2021,0.07,0.03,0.03,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
4101,India,17,Meghalaya,Nongpoh,2021,44.93,16.56,2.79,1105,557,130,2021,"Calendar Year (Jan - Dec), 2021"
4102,India,17,Meghalaya,Nongstoin,2021,45.86,16.55,1.34,1109,163,70,2021,"Calendar Year (Jan - Dec), 2021"
4103,India,9,Uttar Pradesh,Noorpur,2021,52.17,24.85,11.32,1656,1237,568,2021,"Calendar Year (Jan - Dec), 2021"
4104,India,19,West Bengal,North Barrackpore,2021,108.34,32.36,13.81,2078,1113,551,2021,"Calendar Year (Jan - Dec), 2021"
4105,India,7,Delhi,North Delhi MCD,2021,491.63,49.27,49.27,2208,2208,2208,2021,"Calendar Year (Jan - Dec), 2021"
4106,India,19,West Bengal,North Dumdum,2021,240.2,76.65,26.8,4975,2519,1501,2021,"Calendar Year (Jan - Dec), 2021"
4107,India,18,Assam,North Guwahati,2021,13.11,4.21,3.49,273,270,82,2021,"Calendar Year (Jan - Dec), 2021"
4108,India,15,Mizoram,North Kawnpui,2021,17.14,12.1,3.38,795,388,120,2021,"Calendar Year (Jan - Dec), 2021"
4109,India,18,Assam,North Lakhimpur,2021,20.87,10.0,6.44,688,582,143,2021,"Calendar Year (Jan - Dec), 2021"
4110,India,15,Mizoram,North Vanlaiphai,2021,11.16,8.34,2.09,556,350,112,2021,"Calendar Year (Jan - Dec), 2021"
4111,India,23,Madhya Pradesh,Nowgong,2021,78.03,29.52,12.78,1966,1851,494,2021,"Calendar Year (Jan - Dec), 2021"
4112,India,23,Madhya Pradesh,Nowrozabad,2021,38.49,13.4,4.78,893,413,196,2021,"Calendar Year (Jan - Dec), 2021"
4113,India,1,Jammu And Kashmir,Nowshera,2021,7.73,2.49,0.5,169,158,45,2021,"Calendar Year (Jan - Dec), 2021"
4114,India,21,Odisha,Nuapara,2021,38.46,15.69,6.83,1047,773,495,2021,"Calendar Year (Jan - Dec), 2021"
4115,India,6,Haryana,Nuh/ Mewat,2021,25.49,6.51,1.64,434,205,2,2021,"Calendar Year (Jan - Dec), 2021"
4116,India,33,Tamil Nadu,Nungambakkam,2021,0.09,0.01,0.01,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
4117,India,28,Andhra Pradesh,Nunna (OG),2021,12.87,0.89,0.89,40,40,40,2021,"Calendar Year (Jan - Dec), 2021"
4118,India,3,Punjab,Nurmahal,2021,6.19,2.84,1.04,193,178,34,2021,"Calendar Year (Jan - Dec), 2021"
4119,India,2,Himachal Pradesh,Nurpur,2021,5.36,1.4,0.57,93,90,15,2021,"Calendar Year (Jan - Dec), 2021"
4120,India,19,West Bengal,Nutangram,2021,0.3,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
4121,India,28,Andhra Pradesh,Nuzvid,2021,628.22,218.19,60.95,14542,5051,2888,2021,"Calendar Year (Jan - Dec), 2021"
4122,India,9,Uttar Pradesh,Nyoria Husainpur,2021,64.85,27.81,8.12,1854,2118,1024,2021,"Calendar Year (Jan - Dec), 2021"
4123,India,9,Uttar Pradesh,Nyotini,2021,41.41,18.59,8.45,1239,1106,645,2021,"Calendar Year (Jan - Dec), 2021"
4124,India,23,Madhya Pradesh,Obedullaganj,2021,42.38,15.95,9.07,1054,1045,480,2021,"Calendar Year (Jan - Dec), 2021"
4125,India,9,Uttar Pradesh,Obra,2021,2.0,0.59,0.43,40,39,15,2021,"Calendar Year (Jan - Dec), 2021"
4126,India,21,Odisha,Odagaon,2021,7.77,3.89,2.55,259,187,173,2021,"Calendar Year (Jan - Dec), 2021"
4127,India,33,Tamil Nadu,Odaipatti,2021,16.56,7.43,4.91,494,464,150,2021,"Calendar Year (Jan - Dec), 2021"
4128,India,33,Tamil Nadu,Odaiyakulam,2021,18.98,8.52,4.78,573,520,169,2021,"Calendar Year (Jan - Dec), 2021"
4129,India,33,Tamil Nadu,Oddanchatram,2021,14.5,5.47,13.2,355,355,251,2021,"Calendar Year (Jan - Dec), 2021"
4130,India,24,Gujarat,Ode,2021,11.02,4.32,2.21,288,287,159,2021,"Calendar Year (Jan - Dec), 2021"
4131,India,33,Tamil Nadu,Odugathur,2021,13.86,6.6,3.59,440,440,267,2021,"Calendar Year (Jan - Dec), 2021"
4132,India,9,Uttar Pradesh,Oel Dhakwa,2021,57.11,25.92,11.94,1728,1481,839,2021,"Calendar Year (Jan - Dec), 2021"
4133,India,14,Manipur,Oinam,2021,21.06,12.47,5.0,832,578,72,2021,"Calendar Year (Jan - Dec), 2021"
4134,India,24,Gujarat,Okha,2021,9.43,3.44,0.8,227,225,8,2021,"Calendar Year (Jan - Dec), 2021"
4135,India,33,Tamil Nadu,Olagadam,2021,6.27,2.77,1.2,183,172,94,2021,"Calendar Year (Jan - Dec), 2021"
4136,India,19,West Bengal,Old Malda,2021,183.54,57.47,29.37,3763,2710,2019,2021,"Calendar Year (Jan - Dec), 2021"
4137,India,24,Gujarat,Olpad,2021,14.73,3.68,3.68,147,147,147,2021,"Calendar Year (Jan - Dec), 2021"
4138,India,33,Tamil Nadu,Omalur,2021,10.87,1.61,1.5,97,97,96,2021,"Calendar Year (Jan - Dec), 2021"
4139,India,23,Madhya Pradesh,Omkareshwar,2021,12.69,4.42,3.93,293,292,276,2021,"Calendar Year (Jan - Dec), 2021"
4140,India,28,Andhra Pradesh,Ongole,2021,1354.32,450.99,205.74,29863,8471,3954,2021,"Calendar Year (Jan - Dec), 2021"
4141,India,33,Tamil Nadu,Oragadam,2021,1.09,0.12,0.12,6,6,6,2021,"Calendar Year (Jan - Dec), 2021"
4142,India,9,Uttar Pradesh,Orai,2021,322.75,138.87,54.95,9288,5071,2946,2021,"Calendar Year (Jan - Dec), 2021"
4143,India,9,Uttar Pradesh,Oran,2021,47.42,18.71,6.38,1247,1060,437,2021,"Calendar Year (Jan - Dec), 2021"
4144,India,33,Tamil Nadu,Orathanadu,2021,5.43,1.61,0.62,106,73,40,2021,"Calendar Year (Jan - Dec), 2021"
4145,India,23,Madhya Pradesh,Orchha,2021,11.74,3.65,2.86,243,243,237,2021,"Calendar Year (Jan - Dec), 2021"
4146,India,33,Tamil Nadu,Orikkai,2021,2.0,0.2,0.2,10,10,10,2021,"Calendar Year (Jan - Dec), 2021"
4147,India,27,Maharashtra,Osmanabad,2021,149.69,46.65,8.81,3048,394,271,2021,"Calendar Year (Jan - Dec), 2021"
4148,India,33,Tamil Nadu,Othakalmandapam,2021,21.75,8.49,3.96,565,565,208,2021,"Calendar Year (Jan - Dec), 2021"
4149,India,32,Kerala,Ottapalam,2021,100.5,29.5,17.27,1999,1780,989,2021,"Calendar Year (Jan - Dec), 2021"
4150,India,33,Tamil Nadu,Otteri,2021,0.21,0.01,0.01,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
4151,India,27,Maharashtra,Outadwadi Handewadi,2021,1.17,0.19,0.19,8,8,8,2021,"Calendar Year (Jan - Dec), 2021"
4152,India,33,Tamil Nadu,O' Valley,2021,6.45,1.94,0.77,129,129,111,2021,"Calendar Year (Jan - Dec), 2021"
4153,India,27,Maharashtra,Ozarde,2021,0.07,0.03,0.03,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
4154,India,33,Tamil Nadu,Ozhalur,2021,0.24,,,3,3,3,2021,"Calendar Year (Jan - Dec), 2021"
4155,India,34,Puducherry,Ozhukarai,2021,23.53,1.74,1.74,93,93,93,2021,"Calendar Year (Jan - Dec), 2021"
4156,India,23,Madhya Pradesh,Paankhedi (Kalapipal),2021,29.46,10.87,2.8,725,389,165,2021,"Calendar Year (Jan - Dec), 2021"
4157,India,28,Andhra Pradesh,Pachipenta,2021,0.17,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
4158,India,27,Maharashtra,Pachora,2021,137.38,24.44,6.16,1528,317,301,2021,"Calendar Year (Jan - Dec), 2021"
4159,India,23,Madhya Pradesh,Pachore,2021,62.83,23.61,0.46,1574,1574,31,2021,"Calendar Year (Jan - Dec), 2021"
4160,India,9,Uttar Pradesh,Pachperwa,2021,45.05,18.27,3.35,1218,719,245,2021,"Calendar Year (Jan - Dec), 2021"
4161,India,33,Tamil Nadu,Pacode,2021,19.21,8.2,4.69,552,552,552,2021,"Calendar Year (Jan - Dec), 2021"
4162,India,33,Tamil Nadu,Padaiveedu,2021,10.75,5.23,1.39,349,249,163,2021,"Calendar Year (Jan - Dec), 2021"
4163,India,33,Tamil Nadu,Padalam,2021,0.09,,,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
4164,India,8,Rajasthan,Padampur,2021,5.03,0.89,0.68,51,28,28,2021,"Calendar Year (Jan - Dec), 2021"
4165,India,33,Tamil Nadu,Padappai,2021,4.68,0.44,0.44,22,22,22,2021,"Calendar Year (Jan - Dec), 2021"
4166,India,28,Andhra Pradesh,Padi,2021,0.2,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
4167,India,33,Tamil Nadu,Padmanabhapuram,2021,12.1,5.68,4.76,382,352,315,2021,"Calendar Year (Jan - Dec), 2021"
4168,India,21,Odisha,Padmapur,2021,17.11,8.15,3.79,542,445,274,2021,"Calendar Year (Jan - Dec), 2021"
4169,India,24,Gujarat,Padra,2021,66.84,15.85,11.65,875,1042,805,2021,"Calendar Year (Jan - Dec), 2021"
4170,India,9,Uttar Pradesh,Padrauna,2021,109.76,47.89,25.5,3185,2625,1162,2021,"Calendar Year (Jan - Dec), 2021"
4171,India,28,Andhra Pradesh,Padugupadu,2021,0.46,0.04,0.04,2,2,2,2021,"Calendar Year (Jan - Dec), 2021"
4172,India,33,Tamil Nadu,Padur,2021,1.79,0.12,0.12,6,6,6,2021,"Calendar Year (Jan - Dec), 2021"
4173,India,1,Jammu And Kashmir,Pahalgam,2021,28.74,7.52,0.65,501,81,0,2021,"Calendar Year (Jan - Dec), 2021"
4174,India,9,Uttar Pradesh,Pahasu,2021,75.01,30.56,14.57,2037,1635,711,2021,"Calendar Year (Jan - Dec), 2021"
4175,India,9,Uttar Pradesh,Paintepur,2021,54.85,25.61,16.96,1707,1659,1321,2021,"Calendar Year (Jan - Dec), 2021"
4176,India,27,Maharashtra,Paithan,2021,61.3,13.38,6.07,855,434,175,2021,"Calendar Year (Jan - Dec), 2021"
