srcYear,srcStateName,City name,Location name,Number of Monitoring Days,Minimum Concentration of Nitrogen Dioxide (NO2) (24-hourly average),Maximum Concentration of Nitrogen Dioxide (NO2) (24-hourly average),Concentration of Nitrogen Dioxide (NO2) (Annual Average),YearCode,Year
2018,Odisha,Berhampur,Regional Office Orissa SPCB,102.0,15.0,25.0,19.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Bhubneshwar,Capital Police Station,69.0,9.0,33.0,18.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Bhubneshwar,IRC Village,92.0,14.0,26.0,20.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Bhubneshwar,Office Premises Bhubaneswar,92.0,8.0,34.0,20.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Bhubneshwar,"Water works, Palasuni, Rasalgarh",75.0,5.0,50.0,16.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Bhubneshwar,"Patrapara, Khandagiri",99.0,5.0,23.0,14.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Bhubneshwar,Chandrashekharpur,95.0,5.0,28.0,16.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Bonaigarh,Govt. Hospital Bonai At/Po/PSBonai DistSudargarh,105.0,7.0,23.0,12.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Cuttack,"Traffic Tower, Badambadi",56.0,27.0,38.0,33.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Cuttack,P.H.D Office Barabati,105.0,25.0,37.0,30.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar",105.0,25.0,42.0,31.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Jharsuguda,R.O. Building Cox colony,106.0,11.0,31.0,18.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Jharsuguda,"TRL Colony, M/s. TRL Krosaki Refractories Ltd. PO: Bhepahar,",100.0,10.0,20.0,13.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Kalinga Nagar,RO Office Building,89.0,6.0,21.0,13.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Kalinga Nagar,"Maintenance Office of M/s NINL, Duburi",94.0,5.0,13.0,10.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Konark,Konark Police Station,108.0,9.0,17.0,12.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Paradeep,On roof of PPT Staff Quarter,99.0,9.0,21.0,12.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Paradeep,On roof of PPL Gueest,98.0,8.0,17.0,11.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Paradeep,On roof of STP building IFFCO,64.0,9.0,19.0,11.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Puri,Sadar police station,55.0,11.0,19.0,15.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Puri,Town Police Station,73.0,11.0,25.0,15.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Rajgangpur,"DISIR, Rajgangpur",87.0,10.0,36.0,20.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Rayagada,Regional Office Orissa SPCB,105.0,14.0,31.0,18.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Rayagada,"LPS High School, Jaykaypur",104.0,14.0,27.0,19.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Rourkela,"Regional Office, ORPB",103.0,5.0,18.0,14.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Rourkela,Kalunga Industrial Estate,88.0,13.0,32.0,21.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Rourkela,"IDL Police Outpost, Sonaparbat",105.0,10.0,20.0,11.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Rourkela,"Kuarmunda, Sundergarh",105.0,8.0,21.0,11.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Sambalpur,"Filter Plant, PHD Office, Modipara",100.0,17.0,43.0,21.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Talcher,Coal Field Area,104.0,22.0,34.0,29.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Talcher,T.T.P.S.Colony,104.0,23.0,34.0,28.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Puducherry,Karaikal,"B.Ed College (PKCE), Nehru Nagar",89.0,5.0,19.0,6.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Puducherry,Karaikal,"Govt. Tourist Home, Kovilpathu",93.0,5.0,24.0,8.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Puducherry,Karaikal,"M/s Puducherry Power Corporation Limited, Polagam, T.R. Pattinam,",89.0,5.0,23.0,8.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Puducherry,Puducherry,"DSTC Office Upstairs, PHB 3rd Floor, AnnaNagar",84.0,10.0,15.0,13.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Puducherry,Puducherry,PIPDIC Ind. Estate Mettupalayam,74.0,11.0,16.0,12.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Puducherry,Puducherry,Chamber Of Commerce,87.0,8.0,14.0,10.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Aligarh (Jagraon),"Forest Office, Vill:Aligarh, Teh:Jagraon",119.0,11.0,30.0,22.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Amritsar,R.O. Focal Point (earlier Nagina soap factory),99.0,25.0,42.0,34.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Amritsar,"Vinod Chilling Center / Kochar Bhavan (earlier A1,Platers)",95.0,22.0,41.0,34.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Aspal Khurd (Tapa),"Vill:Aspal Khurd, Teh:Tapa",50.0,10.0,25.0,15.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Bhatinda,"Bathinda Milk Producers, Dabwali Road",59.0,10.0,32.0,13.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Binjon (Garshankar),"CHC, Vill:Binjon, Teh: Garshankar",87.0,12.0,22.0,16.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Bishanpura (Payal),"Longowalia Yarns (UnitII), VillBishanpura, Teh: Payal",120.0,9.0,30.0,19.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Changal (Sangrur),"Mastuana Sahib, Vill:Changal, Teh:Sangrur",46.0,9.0,23.0,13.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Chowkimann (Jagraon),"Ludhiana College of Engineering, Vill:Chowkimann, Teh:Jagraon",133.0,18.0,30.0,25.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Dera Baba Nanak,CPYTE Building,118.0,9.0,15.0,12.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Dera Bassi,"Punjab Chem and Crop Protection, Bhanakarpur Rd",117.0,9.0,20.0,13.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Dera Bassi,"Winsome Yarns Ltd., Barwala Road",112.0,9.0,20.0,13.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Fatehpur (Samana),"Baba Banda Singh Bahadur College, Vill:Fatehpur, Teh:Samana",32.0,9.0,13.0,11.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Gobindgarh,"Modi Oil and General Mills, Mandi",132.0,32.0,47.0,39.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Gobindgarh,"Raj Steel Rolling Mills, Mandi",118.0,31.0,48.0,37.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Gobindgarh,"United Rolling Mills, Mandi Gobindgarh",117.0,30.0,45.0,38.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Guru Ki Dhab (Kotkapura),"Vil:Guru Ki Dhab / Basti Himmatpura, Teh:Kotkapura",5.0,11.0,12.0,12.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Jaito Sarja (Batala),"Royal Nursing College, Vill: Jaito Sarja, Teh: Batala",84.0,11.0,23.0,18.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Jalandhar,Municipal Council Tubewell No. 27,106.0,15.0,25.0,20.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Jalandhar,Regional Office,119.0,13.0,25.0,20.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Jalandhar,"Punjab Maltex , Kapurthala Road",107.0,13.0,25.0,18.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Jalandhar,Focal Point,117.0,17.0,29.0,22.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Khanna,"Markfed Vanaspati, Khanna",57.0,26.0,43.0,33.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Khanna,"AS School, Khanna",123.0,18.0,43.0,31.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Kharaori (Sirhind),"Vill:Kharaori, Teh:Sirhind",120.0,8.0,19.0,11.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Kotladoom (Ajnala),"Satyam College, Ramtirath Road, Vill: Kotladoom, Teh: Ajnala",65.0,12.0,24.0,17.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Lakho ke Behram (Ferozpur),"Vill:Lakho ke Behram, Teh:Ferozpur",9.0,10.0,26.0,15.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,West Bengal,Sankrail,"Bagan Police Station, Bagan",104.0,21.0,50.0,33.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Ludhiana,Bharat Nagar Chowk / RO Gill Road,131.0,12.0,56.0,33.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Ludhiana,"Nahar Spining Mlls, Dholewal Chawk",136.0,8.0,58.0,32.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Ludhiana,"Ludhiana Coop. Milk Producer, Ferozpur Rd",141.0,20.0,42.0,30.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Ludhiana,"PPCB Office Building, Vishavkarma Chowk",151.0,18.0,53.0,34.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Mrar Kalan (Muktsar),"Vill: Mrar Kalan, Teh:Muktsar",33.0,9.0,23.0,14.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Mukandpur (Nawashahar),"Govt. Senior Sec. School, Vill:Mukandpur, Teh:Nawashahar",16.0,15.0,21.0,17.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Mureedke (Batala),"Johal Farm, Vill: Mureedke, Teh: Batala",61.0,12.0,21.0,16.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Naudhrani (Malerkotla),"Vill:Naudhrani, Teh:Malerkotla",49.0,9.0,23.0,13.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Naya Nangal,Punjab Alkalis & Chemicals Ltd,110.0,9.0,19.0,13.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Naya Nangal,"M/s NFL Guest House,Naya Nangal",127.0,5.0,18.0,12.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Patiala,"Ceylon Industries, Factory Area, Patiala",111.0,9.0,14.0,11.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Patiala,"Fire Brigade Station, Bahera Road, Patiala",115.0,7.0,15.0,11.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Peer Mohammad (Jalalabad),"Vill:Peer Mohammad, Teh:Jalalabad",36.0,10.0,28.0,14.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Poohli (Bhatinda),"Vill: Poohli, Teh:Bhatinda",33.0,10.0,20.0,14.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Tamilnadu,Chennai,Thiruvottiyur Municipal Office,96.0,5.0,65.0,16.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Qila Bharian (Sangrur),"Gurdwara Gangsar Sahib, Vill:Qila Bharian, Teh:Sangrur",33.0,10.0,22.0,13.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Rakhra (Patiala),"Shree Ganesh Group of Institute, Vill:Rakhra, The:Patiala",80.0,8.0,16.0,12.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Rohila (Samrala),"Gopimal Kaur Sain Industries Pvt. Ltd, Vil:Rohila, Teh:Samrala",71.0,8.0,29.0,18.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Tirathpur (Amritsar I),"United ITI, Vill: Tirathpur, Teh:Amritsar I (earlier Sriguru Harkishan Public School,Rasulpur Kalan)",26.0,10.0,14.0,13.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Rajasthan,Alwar,Rajasthan State Pollution Control Board,101.0,23.0,76.0,31.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Rajasthan,Alwar,Gaurav Solvex Ltd. MIA,98.0,21.0,44.0,36.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Rajasthan,Alwar,"RIICO Pump House, MIA",102.0,28.0,47.0,35.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Rajasthan,Bharatpur,Khadi Gramoday Samiti,92.0,17.0,36.0,28.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Rajasthan,Bharatpur,RIICO office Building,100.0,20.0,30.0,25.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Rajasthan,Bharatpur,"RO, Building",97.0,19.0,26.0,22.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Rajasthan,Bhiwadi,R.O.Building,101.0,27.0,173.0,81.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Rajasthan,Bhiwadi,UIT Guest House,101.0,26.0,176.0,84.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Rajasthan,Bhiwadi,Uttam Strips Ltd,96.0,27.0,196.0,78.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Rajasthan,Chittorgarh,"Regional Office building, RSPCB, Near FCI Godown, Chnaderiya",91.0,16.0,34.0,25.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Rajasthan,Chittorgarh,"Veterinary Hospital, Meeranagar",89.0,17.0,33.0,24.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Rajasthan,Chittorgarh,"PHED Pump House, Segawa",90.0,13.0,31.0,19.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Rajasthan,Jaipur,Ajmeri Gate,99.0,25.0,65.0,39.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Rajasthan,Jaipur,"RJPB Office,Jhalana Doongari",94.0,17.0,39.0,27.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Rajasthan,Jaipur,"District Education Officer, Chandpole",94.0,20.0,46.0,35.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Rajasthan,Jaipur,"RIICO Office, M.I.A.",96.0,20.0,43.0,30.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Rajasthan,Jaipur,"RSPCB, Vidyadhar Nagar",98.0,21.0,52.0,31.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Rajasthan,Jaipur,VKIA,93.0,16.0,60.0,37.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Rajasthan,Jaipur,"22,Godam, RIICO Office",95.0,18.0,47.0,30.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Rajasthan,Jaipur,Mansarovar Nagar Niigam,100.0,15.0,41.0,28.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Rajasthan,Jaipur,RIICO Office Sitapura Industrial Area,99.0,17.0,49.0,33.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Rajasthan,Jodhpur,"DIC Office, Industrial Estate",102.0,13.0,56.0,25.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Rajasthan,Jodhpur,Sojati Gate,90.0,14.0,52.0,24.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Rajasthan,Jodhpur,"Basni Industrial Area, RIICO Office",103.0,13.0,52.0,26.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Rajasthan,Jodhpur,Maha Mandir Police Thane,87.0,14.0,51.0,23.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Rajasthan,Jodhpur,"Office of Housing Board, Chopasani Road",96.0,13.0,50.0,23.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Rajasthan,Jodhpur,Shastri Nagar Police Thana,106.0,13.0,54.0,25.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Rajasthan,Jodhpur,Kudi Mahila Thana,83.0,11.0,46.0,22.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Rajasthan,Jodhpur,Sangariya Police Choki,87.0,13.0,54.0,23.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Rajasthan,Jodhpur,SoorsagarThana,83.0,13.0,49.0,23.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Rajasthan,Kota,"Regional Office, RJPB, Anantpura",103.0,19.0,37.0,28.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Rajasthan,Kota,Municipal Corporation Building,99.0,18.0,42.0,28.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Rajasthan,Kota,Samcore Glass Ltd.,97.0,17.0,34.0,25.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Rajasthan,Kota,FireStation Nagar Nigam Shrinathpuram,102.0,19.0,39.0,28.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,West Bengal,Sankrail,Bharat Coop Housing Society,104.0,19.0,61.0,32.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Rajasthan,Kota,"RajasthanTechnical University,Rawatbhata",91.0,18.0,38.0,28.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Rajasthan,Kota,"Sewage Treatment Plant, Balita, Kota",99.0,18.0,38.0,29.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Rajasthan,Udaipur,Ambamata,107.0,10.0,45.0,25.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Rajasthan,Udaipur,Town Hall,104.0,16.0,49.0,33.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Rajasthan,Udaipur,"Regional Office,MIA",102.0,9.0,46.0,34.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Sikkim,Chungthang,Chungthang,69.0,5.0,6.0,5.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Sikkim,Gangtok,"White Hall Complex, Tasi view point",66.0,5.0,10.0,7.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Sikkim,Gangtok,"Metro Point Hospital Complex, Forest Secretariate Deorali",68.0,5.0,10.0,7.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Sikkim,Mangan,Mangan Police Station,66.0,5.0,10.0,5.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Sikkim,Namchi,Namchi,76.0,5.0,6.0,5.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Sikkim,Pelling,The Pelling Girls Hostel,89.0,5.0,12.0,6.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Sikkim,Rangpo,Rangpo Fire Station,76.0,5.0,14.0,8.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Sikkim,Ravangla,Ravangla Range Office,76.0,5.0,5.0,5.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Sikkim,Singtam,Police Station Building,75.0,5.0,22.0,6.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Tamilnadu,Chennai,"Govt. High School, Manali",85.0,14.0,22.0,17.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Tamilnadu,Chennai,Kathivakkam,94.0,13.0,20.0,16.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Tamilnadu,Chennai,Thiruvottiyur,76.0,13.0,19.0,16.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Tamilnadu,Chennai,Madras Medical College,94.0,5.0,42.0,11.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Tamilnadu,Chennai,"NEERI, CSIR CampusTaramani",97.0,5.0,80.0,12.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Tamilnadu,Chennai,Adiyar,93.0,10.0,19.0,15.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Tamilnadu,Chennai,Kilpauk,87.0,15.0,23.0,19.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Tamilnadu,Chennai,Thiyagaraya Nagar,93.0,16.0,49.0,21.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Tamilnadu,Chennai,Nunbakgum,96.0,9.0,28.0,20.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Tamilnadu,Chennai,Anna Nagar,90.0,12.0,35.0,18.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Tamilnadu,Coimbatore,"Poniarajapuram, On the top of DEL",88.0,12.0,33.0,22.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Tamilnadu,Coimbatore,G.D.Matric Hr.Sec.School,96.0,15.0,63.0,23.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Tamilnadu,Coimbatore,"SIDCO Office, Coimbatore/ Kurichi",97.0,17.0,38.0,23.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Tamilnadu,Cuddalore,Eachangadu Village,95.0,14.0,20.0,17.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Tamilnadu,Cuddalore,SIPCOT (Project Office),95.0,12.0,18.0,17.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Tamilnadu,Cuddalore,"DEE Office, Cuddalore",94.0,14.0,25.0,18.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Tamilnadu,Madurai,Highway (Project I) Building,97.0,12.0,55.0,18.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Tamilnadu,Madurai,Fenner (I) Ltd. Kochadai,101.0,12.0,32.0,20.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Tamilnadu,Madurai,Kunnathur Chatram Avvai Girls HS School,95.0,14.0,37.0,22.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Tamilnadu,Mettur,Raman Nagar,106.0,16.0,32.0,22.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Tamilnadu,Mettur,SIDCO,121.0,17.0,36.0,24.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Tamilnadu,Salem,Sowdeswari College Building,94.0,18.0,43.0,26.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Tamilnadu,Trichy,Gandhi Market,92.0,15.0,30.0,24.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Tamilnadu,Trichy,Main Guard Gate,97.0,20.0,30.0,24.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Tamilnadu,Trichy,Bishop Heber College,96.0,13.0,26.0,19.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Tamilnadu,Trichy,Golden Rock,90.0,15.0,29.0,21.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Tamilnadu,Trichy,Central Bus Stand,91.0,19.0,33.0,25.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Tamilnadu,Tuticorin,"Fisheries College, Tuticorin Sipcot",102.0,8.0,17.0,11.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Tamilnadu,Tuticorin,Raja Agencies,101.0,8.0,16.0,11.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Tamilnadu,Tuticorin,AVM Jewellery Building,92.0,8.0,24.0,11.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Telangana,Adilabad,"Building of SCCL Manadamarri Club Mandamarri, Mancherial",86.0,20.0,32.0,23.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Telangana,Hyderabad,Balanagar,107.0,24.0,90.0,36.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Telangana,Hyderabad,"Tarnaka, NEERI Lab. IICT Campus",90.0,5.0,27.0,13.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Telangana,Hyderabad,"Nacharam, Industrial Estate",90.0,5.0,24.0,11.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Telangana,Hyderabad,ABIDS Circle General Post Office,93.0,5.0,34.0,14.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Telangana,Hyderabad,"Uppal, Modern Foods & Industries IDA",107.0,22.0,79.0,33.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Telangana,Hyderabad,Jublee Hills,107.0,19.0,57.0,28.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Telangana,Hyderabad,Paradise,107.0,23.0,77.0,37.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Telangana,Hyderabad,Charminar,107.0,20.0,93.0,31.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Telangana,Hyderabad,Zoo Park,103.0,27.0,107.0,58.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Telangana,Hyderabad,"Jeedimetla Industrial Estate, Rangareddy Distt.",107.0,23.0,103.0,35.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Telangana,Karimnagar,"On the terrace of the DIC building, Karimnagar",91.0,26.0,55.0,39.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Telangana,Khammam,Station Name: CER Club Khamam,85.0,29.0,89.0,41.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Telangana,Khammam,Jalasoudha building,79.0,25.0,80.0,38.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Telangana,Kothur,Mehaboobnagar,91.0,27.0,81.0,44.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Telangana,Nalgonda,AP PCB Nalgonda,73.0,22.0,30.0,23.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Telangana,Nalgonda,M/s. Srini Pharmaceuticals pvt. Ltd.Choutuppal (V & M),71.0,21.0,36.0,25.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Telangana,Nizamabad,"subashnagar,nizamabad dist",88.0,17.0,37.0,23.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Telangana,Patencheru,"Police Station, Medak, Ramachadrapuram",84.0,21.0,35.0,23.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Telangana,Ramagundam,"Godavarikhani, Ramagundam, Karimnagar",85.0,26.0,57.0,41.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Telangana,Sangareddy,Pashamylaram/Municipal Office,104.0,28.0,106.0,68.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Telangana,Sangareddy,Regional office Building of SANGAREDDY,77.0,22.0,32.0,23.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Telangana,Sangareddy,"M/s. Mylan Industries, Gaddapothara",77.0,21.0,31.0,23.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Telangana,Warangal,"KUDA Office, Hanumakonda",88.0,9.0,81.0,37.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Telangana,Warangal,"MeeSeva Building ,Municipal Complex",86.0,26.0,86.0,39.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Tripura,Agartala,"SPCB, Pavivesh Bhawan, Pandit Nehru Complex, Gorkhabasti, Kunjaban",104.0,10.0,26.0,16.0,2018,"Calendar Year (Jan - Dec), 2018"
