ROWID,Country,State lgd code,State,Yearcode,Year,Monthcode,Month,Calendardaycode,Calendar day,City,Quality of air,Index value of air
18209,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200121,2020-01-21,Nizamabad,,
18210,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200121,2020-01-21,Patencheru,,
18211,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200121,2020-01-21,Ramagundum,,
18212,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200121,2020-01-21,Sangareddy,,
18213,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200121,2020-01-21,Warangal,,
18214,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200122,2020-01-22,Adilabad,Satisfactory,81
18215,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200122,2020-01-22,Karimnagar,Moderate,111
18216,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200122,2020-01-22,Khammam,Satisfactory,94
18217,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200122,2020-01-22,Kothur,Moderate,110
18218,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200122,2020-01-22,Nalgonda,Satisfactory,63
18219,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200122,2020-01-22,Nizamabad,Satisfactory,60
18220,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200122,2020-01-22,Patencheru,Moderate,105
18221,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200122,2020-01-22,Ramagundum,Moderate,108
18222,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200122,2020-01-22,Sangareddy,Satisfactory,96
18223,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200122,2020-01-22,Warangal,Satisfactory,92
18224,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23,Adilabad,,
18225,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23,Karimnagar,,
18226,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23,Khammam,,
18227,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23,Kothur,,
18228,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23,Nalgonda,,
18229,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23,Nizamabad,,
18230,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23,Patencheru,,
18231,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23,Ramagundum,,
18232,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23,Sangareddy,,
18233,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200123,2020-01-23,Warangal,,
18234,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200124,2020-01-24,Adilabad,,
18235,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200124,2020-01-24,Karimnagar,,
18236,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200124,2020-01-24,Khammam,Satisfactory,100
18237,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200124,2020-01-24,Kothur,,
18238,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200124,2020-01-24,Nalgonda,,
18239,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200124,2020-01-24,Nizamabad,,
18240,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200124,2020-01-24,Patencheru,,
18241,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200124,2020-01-24,Ramagundum,,
18242,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200124,2020-01-24,Sangareddy,,
18243,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200124,2020-01-24,Warangal,,
18244,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200125,2020-01-25,Adilabad,Satisfactory,76
18245,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200125,2020-01-25,Karimnagar,Moderate,114
18246,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200125,2020-01-25,Khammam,Satisfactory,87
18247,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200125,2020-01-25,Kothur,Moderate,111
18248,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200125,2020-01-25,Nalgonda,Satisfactory,59
18249,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200125,2020-01-25,Nizamabad,Satisfactory,58
18250,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200125,2020-01-25,Patencheru,Moderate,104
18251,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200125,2020-01-25,Ramagundum,Moderate,106
18252,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200125,2020-01-25,Sangareddy,Moderate,163
18253,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200125,2020-01-25,Warangal,Satisfactory,84
18254,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200126,2020-01-26,Adilabad,,
18255,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200126,2020-01-26,Karimnagar,,
18256,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200126,2020-01-26,Khammam,,
18257,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200126,2020-01-26,Kothur,,
18258,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200126,2020-01-26,Nalgonda,,
18259,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200126,2020-01-26,Nizamabad,,
18260,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200126,2020-01-26,Patencheru,,
18261,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200126,2020-01-26,Ramagundum,,
18262,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200126,2020-01-26,Sangareddy,,
18263,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200126,2020-01-26,Warangal,,
18264,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200127,2020-01-27,Adilabad,,
18265,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200127,2020-01-27,Karimnagar,,
18266,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200127,2020-01-27,Khammam,Satisfactory,95
18267,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200127,2020-01-27,Kothur,,
18268,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200127,2020-01-27,Nalgonda,,
18269,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200127,2020-01-27,Nizamabad,,
18270,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200127,2020-01-27,Patencheru,,
18271,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200127,2020-01-27,Ramagundum,,
18272,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200127,2020-01-27,Sangareddy,,
18273,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200127,2020-01-27,Warangal,,
18274,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200128,2020-01-28,Adilabad,Satisfactory,76
18275,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200128,2020-01-28,Karimnagar,Moderate,112
18276,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200128,2020-01-28,Khammam,Satisfactory,86
18277,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200128,2020-01-28,Kothur,Moderate,111
18278,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200128,2020-01-28,Nalgonda,Satisfactory,64
18279,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200128,2020-01-28,Nizamabad,Satisfactory,70
18280,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200128,2020-01-28,Patencheru,Moderate,106
18281,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200128,2020-01-28,Ramagundum,Moderate,109
18282,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200128,2020-01-28,Sangareddy,Satisfactory,98
18283,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200128,2020-01-28,Warangal,Satisfactory,95
18284,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200129,2020-01-29,Adilabad,,
18285,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200129,2020-01-29,Karimnagar,,
18286,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200129,2020-01-29,Khammam,,
18287,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200129,2020-01-29,Kothur,,
18288,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200129,2020-01-29,Nalgonda,,
18289,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200129,2020-01-29,Nizamabad,,
18290,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200129,2020-01-29,Patencheru,,
18291,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200129,2020-01-29,Ramagundum,,
18292,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200129,2020-01-29,Sangareddy,,
18293,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200129,2020-01-29,Warangal,,
18294,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200130,2020-01-30,Adilabad,,
18295,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200130,2020-01-30,Karimnagar,,
18296,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200130,2020-01-30,Khammam,,
18297,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200130,2020-01-30,Kothur,,
18298,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200130,2020-01-30,Nalgonda,,
18299,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200130,2020-01-30,Nizamabad,,
18300,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200130,2020-01-30,Patencheru,,
18301,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200130,2020-01-30,Ramagundum,,
18302,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200130,2020-01-30,Sangareddy,,
18303,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200130,2020-01-30,Warangal,,
18304,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200131,2020-01-31,Adilabad,,
18305,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200131,2020-01-31,Karimnagar,,
18306,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200131,2020-01-31,Khammam,,
18307,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200131,2020-01-31,Kothur,,
18308,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200131,2020-01-31,Nalgonda,,
18309,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200131,2020-01-31,Nizamabad,,
18310,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200131,2020-01-31,Patencheru,,
18311,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200131,2020-01-31,Ramagundum,,
18312,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200131,2020-01-31,Sangareddy,,
18313,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200131,2020-01-31,Warangal,,
18314,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201101,2020-11-01,Karimnagar,,
18315,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201101,2020-11-01,Khammam,Moderate,101
18316,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201101,2020-11-01,Kothur,,
18317,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201101,2020-11-01,Nalgonda,,
18318,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201101,2020-11-01,Nizamabad,,
18319,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201101,2020-11-01,Patencheru,,
18320,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201101,2020-11-01,Ramagundum,,
18321,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201101,2020-11-01,Sangareddy,,
18322,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201101,2020-11-01,Warangal,,
18323,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201102,2020-11-02,Karimnagar,Moderate,115
18324,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201102,2020-11-02,Khammam,Satisfactory,83
18325,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201102,2020-11-02,Kothur,Moderate,116
18326,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201102,2020-11-02,Nalgonda,Satisfactory,58
18327,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201102,2020-11-02,Nizamabad,Satisfactory,60
18328,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201102,2020-11-02,Patencheru,Satisfactory,86
18329,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201102,2020-11-02,Ramagundum,Moderate,107
18330,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201102,2020-11-02,Sangareddy,Poor,283
18331,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201102,2020-11-02,Warangal,Satisfactory,83
18332,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201103,2020-11-03,Karimnagar,,
18333,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201103,2020-11-03,Khammam,,
18334,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201103,2020-11-03,Kothur,,
18335,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201103,2020-11-03,Nalgonda,,
18336,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201103,2020-11-03,Nizamabad,,
18337,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201103,2020-11-03,Patencheru,,
18338,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201103,2020-11-03,Ramagundum,,
18339,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201103,2020-11-03,Sangareddy,,
18340,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201103,2020-11-03,Warangal,,
18341,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201104,2020-11-04,Karimnagar,,
18342,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201104,2020-11-04,Khammam,Satisfactory,96
18343,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201104,2020-11-04,Kothur,,
18344,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201104,2020-11-04,Nalgonda,,
18345,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201104,2020-11-04,Nizamabad,,
18346,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201104,2020-11-04,Patencheru,,
18347,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201104,2020-11-04,Ramagundum,,
18348,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201104,2020-11-04,Sangareddy,,
18349,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201104,2020-11-04,Warangal,,
18350,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201105,2020-11-05,Karimnagar,Moderate,111
18351,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201105,2020-11-05,Khammam,Satisfactory,79
18352,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201105,2020-11-05,Kothur,Moderate,110
18353,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201105,2020-11-05,Nalgonda,Satisfactory,55
18354,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201105,2020-11-05,Nizamabad,Satisfactory,62
18355,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201105,2020-11-05,Patencheru,Satisfactory,86
18356,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201105,2020-11-05,Ramagundum,Moderate,107
18357,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201105,2020-11-05,Sangareddy,Moderate,200
18358,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201105,2020-11-05,Warangal,Satisfactory,88
18359,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201106,2020-11-06,Karimnagar,,
18360,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201106,2020-11-06,Khammam,,
18361,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201106,2020-11-06,Kothur,,
18362,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201106,2020-11-06,Nalgonda,,
18363,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201106,2020-11-06,Nizamabad,,
18364,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201106,2020-11-06,Patencheru,,
18365,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201106,2020-11-06,Ramagundum,,
18366,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201106,2020-11-06,Sangareddy,,
18367,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201106,2020-11-06,Warangal,,
18368,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201107,2020-11-07,Karimnagar,,
18369,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201107,2020-11-07,Khammam,,
18370,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201107,2020-11-07,Kothur,,
18371,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201107,2020-11-07,Nalgonda,,
18372,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201107,2020-11-07,Nizamabad,,
18373,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201107,2020-11-07,Patencheru,,
18374,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201107,2020-11-07,Ramagundum,,
18375,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201107,2020-11-07,Sangareddy,,
18376,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201107,2020-11-07,Warangal,,
18377,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201108,2020-11-08,Karimnagar,,
18378,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201108,2020-11-08,Khammam,,
18379,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201108,2020-11-08,Kothur,,
18380,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201108,2020-11-08,Nalgonda,,
18381,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201108,2020-11-08,Nizamabad,,
18382,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201108,2020-11-08,Patencheru,,
18383,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201108,2020-11-08,Ramagundum,,
18384,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201108,2020-11-08,Sangareddy,,
18385,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201108,2020-11-08,Warangal,,
18386,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201109,2020-11-09,Karimnagar,,
18387,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201109,2020-11-09,Khammam,Satisfactory,81
18388,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201109,2020-11-09,Kothur,,
18389,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201109,2020-11-09,Nalgonda,Satisfactory,58
18390,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201109,2020-11-09,Nizamabad,Satisfactory,61
18391,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201109,2020-11-09,Patencheru,Satisfactory,91
18392,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201109,2020-11-09,Ramagundum,,
18393,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201109,2020-11-09,Sangareddy,VeryPoor,302
18394,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201109,2020-11-09,Warangal,,
18395,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201110,2020-11-10,Karimnagar,,
18396,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201110,2020-11-10,Khammam,,
18397,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201110,2020-11-10,Kothur,,
18398,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201110,2020-11-10,Nalgonda,,
18399,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201110,2020-11-10,Nizamabad,,
18400,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201110,2020-11-10,Patencheru,,
18401,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201110,2020-11-10,Ramagundum,,
18402,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201110,2020-11-10,Sangareddy,,
18403,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201110,2020-11-10,Warangal,,
18404,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201111,2020-11-11,Karimnagar,,
18405,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201111,2020-11-11,Khammam,,
18406,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201111,2020-11-11,Kothur,,
18407,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201111,2020-11-11,Nalgonda,,
18408,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201111,2020-11-11,Nizamabad,,
18409,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201111,2020-11-11,Patencheru,,
18410,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201111,2020-11-11,Ramagundum,,
18411,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201111,2020-11-11,Sangareddy,,
18412,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201111,2020-11-11,Warangal,,
18413,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201112,2020-11-12,Karimnagar,,
18414,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201112,2020-11-12,Khammam,Satisfactory,83
18415,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201112,2020-11-12,Kothur,,
18416,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201112,2020-11-12,Nalgonda,Satisfactory,60
18417,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201112,2020-11-12,Nizamabad,Satisfactory,66
18418,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201112,2020-11-12,Patencheru,Satisfactory,86
18419,India,36,Telangana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",20201112,2020-11-12,Ramagundum,,
