Rowid,Country,State lgd code,State,District lgd code,District,Block lgd code,Block,Yearcode,Year,Maintenance cost maintenance cost for the road,Road length of state and district,Sanction cost granted by ministry of rural development to for road construction,Total work done for each state in terms of habitations connected
7450,India,18,Assam,297,Nagaon,2673,Raha,2016,"Calendar Year (Jan - Dec), 2016",46.62,8.01,445.47,5
7451,India,18,Assam,297,Nagaon,2673,Raha,2017,"Calendar Year (Jan - Dec), 2017",339.5,58.33,3101.24,31
7452,India,18,Assam,297,Nagaon,2673,Raha,2018,"Calendar Year (Jan - Dec), 2018",58.54,10.06,885.3,7
7453,India,18,Assam,297,Nagaon,2674,Rupahi,2012,"Calendar Year (Jan - Dec), 2012",0,0,435.1,4
7454,India,18,Assam,297,Nagaon,2674,Rupahi,2013,"Calendar Year (Jan - Dec), 2013",7.26,1.452,142.23,2
7455,India,18,Assam,297,Nagaon,2674,Rupahi,2016,"Calendar Year (Jan - Dec), 2016",37.02,6.36,313.76,2
7456,India,18,Assam,297,Nagaon,2674,Rupahi,2017,"Calendar Year (Jan - Dec), 2017",55.46,9.53,493.67,2
7457,India,18,Assam,297,Nagaon,2674,Rupahi,2018,"Calendar Year (Jan - Dec), 2018",14.38,2.47,348.07,2
7458,India,18,Assam,298,Nalbari,2677,Barigog Banbhag,2012,"Calendar Year (Jan - Dec), 2012",0,0,255.47,2
7459,India,18,Assam,298,Nalbari,2677,Barigog Banbhag,2013,"Calendar Year (Jan - Dec), 2013",18.05,3.61,146.14,2
7460,India,18,Assam,298,Nalbari,2677,Barigog Banbhag,2017,"Calendar Year (Jan - Dec), 2017",97.56,18.015,944.48,10
7461,India,18,Assam,298,Nalbari,2677,Barigog Banbhag,2018,"Calendar Year (Jan - Dec), 2018",121.16,20.82,1782.02,11
7462,India,18,Assam,298,Nalbari,2678,Barkhetri,2012,"Calendar Year (Jan - Dec), 2012",41.67,10.24,751.19,8
7463,India,18,Assam,298,Nalbari,2678,Barkhetri,2017,"Calendar Year (Jan - Dec), 2017",67.95,11.676,734.27,7
7464,India,18,Assam,298,Nalbari,2680,Borbhag,2013,"Calendar Year (Jan - Dec), 2013",20,4,168.02,2
7465,India,18,Assam,298,Nalbari,2680,Borbhag,2017,"Calendar Year (Jan - Dec), 2017",11.63,2,112.19,2
7466,India,18,Assam,298,Nalbari,2680,Borbhag,2018,"Calendar Year (Jan - Dec), 2018",17.44,3,467.29,4
7467,India,18,Assam,298,Nalbari,2682,Madhupur,2012,"Calendar Year (Jan - Dec), 2012",17.8401853378882,4.35839733801598,854.751325244434,5.84285546000706797034
7468,India,18,Assam,298,Nalbari,2684,Paschim Nalbari,2012,"Calendar Year (Jan - Dec), 2012",0.479814662111752,0.141602661984021,22.988674755566,0.15714453999293202966
7469,India,18,Assam,298,Nalbari,2684,Paschim Nalbari,2017,"Calendar Year (Jan - Dec), 2017",25.6,4.2,228.18,3
7470,India,18,Assam,298,Nalbari,2685,Pub Nalbari,2012,"Calendar Year (Jan - Dec), 2012",17.91,4.4,629.72,3
7471,India,18,Assam,298,Nalbari,2685,Pub Nalbari,2013,"Calendar Year (Jan - Dec), 2013",11,2.2,95.42,1
7472,India,18,Assam,298,Nalbari,2685,Pub Nalbari,2017,"Calendar Year (Jan - Dec), 2017",103,17.7,964.24,9
7473,India,18,Assam,298,Nalbari,2685,Pub Nalbari,2018,"Calendar Year (Jan - Dec), 2018",22.83,3.925,283.19,3
7474,India,18,Assam,298,Nalbari,2687,Tihu,2012,"Calendar Year (Jan - Dec), 2012",0,0,846.86,6
7475,India,18,Assam,298,Nalbari,2687,Tihu,2017,"Calendar Year (Jan - Dec), 2017",50.06,8.6,482.25,2
7476,India,18,Assam,298,Nalbari,2687,Tihu,2018,"Calendar Year (Jan - Dec), 2018",0,0,135.71,1
7477,India,18,Assam,299,Dima Hasao,2688,Diyang Valley,2012,"Calendar Year (Jan - Dec), 2012",0.0158516579406632,,0.165982547993019,0.00541012216404886562
7478,India,18,Assam,299,Dima Hasao,2688,Diyang Valley,2016,"Calendar Year (Jan - Dec), 2016",,,,
7479,India,18,Assam,299,Dima Hasao,2688,Diyang Valley,2017,"Calendar Year (Jan - Dec), 2017",,,,
7480,India,18,Assam,299,Dima Hasao,2688,Diyang Valley,2018,"Calendar Year (Jan - Dec), 2018",214.21,36.805,2689.87,6
7481,India,18,Assam,299,Dima Hasao,2689,Diyungbra,2016,"Calendar Year (Jan - Dec), 2016",,,,
7482,India,18,Assam,299,Dima Hasao,2689,Diyungbra,2017,"Calendar Year (Jan - Dec), 2017",,,,
7483,India,18,Assam,299,Dima Hasao,2689,Diyungbra,2018,"Calendar Year (Jan - Dec), 2018",54.09,9.294,1427.96,4
7484,India,18,Assam,299,Dima Hasao,2690,Harangajao,2012,"Calendar Year (Jan - Dec), 2012",0.0686052937754508,,0.718365328679465,0.02341477603257707970
7485,India,18,Assam,299,Dima Hasao,2690,Harangajao,2016,"Calendar Year (Jan - Dec), 2016",,,,
7486,India,18,Assam,299,Dima Hasao,2690,Harangajao,2017,"Calendar Year (Jan - Dec), 2017",5.05402702228461,,53.2624480903082,0.11771070948119553140
7487,India,18,Assam,299,Dima Hasao,2690,Harangajao,2018,"Calendar Year (Jan - Dec), 2018",315.88,53.053,4213.25,7
7488,India,18,Assam,299,Dima Hasao,2691,Jatinga Valley,2012,"Calendar Year (Jan - Dec), 2012",2.84554304828389,,29.7956521233275,0.97117510180337405468
7489,India,18,Assam,299,Dima Hasao,2691,Jatinga Valley,2016,"Calendar Year (Jan - Dec), 2016",,,,
7490,India,18,Assam,299,Dima Hasao,2691,Jatinga Valley,2017,"Calendar Year (Jan - Dec), 2017",209.625972977715,,2209.16755190969,4.88228929051880446860
7491,India,18,Assam,299,Dima Hasao,2691,Jatinga Valley,2018,"Calendar Year (Jan - Dec), 2018",643.54,108.447,8051.55,7
7492,India,18,Assam,299,Dima Hasao,2692,New Sangbar,2016,"Calendar Year (Jan - Dec), 2016",,,,
7493,India,18,Assam,299,Dima Hasao,2692,New Sangbar,2017,"Calendar Year (Jan - Dec), 2017",,,,
7494,India,18,Assam,299,Dima Hasao,2692,New Sangbar,2018,"Calendar Year (Jan - Dec), 2018",10.48,1.624,121.02,1
7495,India,18,Assam,300,Sivasagar,2693,Amguri,2012,"Calendar Year (Jan - Dec), 2012",10.18,2.5,124.68,1
7496,India,18,Assam,300,Sivasagar,2693,Amguri,2013,"Calendar Year (Jan - Dec), 2013",145.75,29.15,1428.04,9
7497,India,18,Assam,300,Sivasagar,2693,Amguri,2017,"Calendar Year (Jan - Dec), 2017",108.06,19.67,1041.69,9
7498,India,18,Assam,300,Sivasagar,2693,Amguri,2018,"Calendar Year (Jan - Dec), 2018",23.28,4,312,2
7499,India,18,Assam,300,Sivasagar,2694,Demow,2012,"Calendar Year (Jan - Dec), 2012",2.44,0.6,135.32,2
7500,India,18,Assam,300,Sivasagar,2694,Demow,2013,"Calendar Year (Jan - Dec), 2013",56.5277706664716,10.0917497758025,557.932696973022,3.60049494690901998075
7501,India,18,Assam,300,Sivasagar,2694,Demow,2017,"Calendar Year (Jan - Dec), 2017",427.01,73.364,4196.47,30
7502,India,18,Assam,300,Sivasagar,2694,Demow,2018,"Calendar Year (Jan - Dec), 2018",14.2507589998659,2.18547447374066,158.954650916139,1.44019797876360799230
7503,India,18,Assam,300,Sivasagar,2695,Gaurisagar,2012,"Calendar Year (Jan - Dec), 2012",26.46,6.5,261.94,4
7504,India,18,Assam,300,Sivasagar,2695,Gaurisagar,2013,"Calendar Year (Jan - Dec), 2013",57.5,11.5,547.2,8
7505,India,18,Assam,300,Sivasagar,2695,Gaurisagar,2017,"Calendar Year (Jan - Dec), 2017",121.74,20.74,1116.58,12
7506,India,18,Assam,300,Sivasagar,2695,Gaurisagar,2018,"Calendar Year (Jan - Dec), 2018",181.72,30.7,3314.36,19
7507,India,18,Assam,300,Sivasagar,2697,Nazira,2012,"Calendar Year (Jan - Dec), 2012",3.05,0.75,352.21,3
7508,India,18,Assam,300,Sivasagar,2697,Nazira,2013,"Calendar Year (Jan - Dec), 2013",86.2,17.24,766.82,11
7509,India,18,Assam,300,Sivasagar,2697,Nazira,2017,"Calendar Year (Jan - Dec), 2017",213.25,36.31,1802.98,21
7510,India,18,Assam,300,Sivasagar,2697,Nazira,2018,"Calendar Year (Jan - Dec), 2018",102.72,17.65,1572.53,9
7511,India,18,Assam,300,Sivasagar,2699,Sivasagar,2012,"Calendar Year (Jan - Dec), 2012",3.26,0.8,45.4,1
7512,India,18,Assam,300,Sivasagar,2699,Sivasagar,2013,"Calendar Year (Jan - Dec), 2013",21.9722293335284,5.60825022419755,216.867303026978,1.39950505309098001925
7513,India,18,Assam,300,Sivasagar,2699,Sivasagar,2017,"Calendar Year (Jan - Dec), 2017",247.91,42.599,2507.99,27
7514,India,18,Assam,300,Sivasagar,2699,Sivasagar,2018,"Calendar Year (Jan - Dec), 2018",5.5392410001341,1.21452552625934,61.7853490838606,0.55980202123639200770
7515,India,18,Assam,301,Sonitpur,2703,Balipara,2012,"Calendar Year (Jan - Dec), 2012",12.21,3,481.96,5
7516,India,18,Assam,301,Sonitpur,2703,Balipara,2013,"Calendar Year (Jan - Dec), 2013",49.4855391308416,9.82610922576784,494.564299901764,5.63402722552275810450
7517,India,18,Assam,301,Sonitpur,2703,Balipara,2017,"Calendar Year (Jan - Dec), 2017",167.15,28.721,2490.57,14
7518,India,18,Assam,301,Sonitpur,2703,Balipara,2018,"Calendar Year (Jan - Dec), 2018",31.8322538242036,5.43512493227955,328.285376385835,1.87800907517425270150
7519,India,18,Assam,301,Sonitpur,2705,Bihaguri,2012,"Calendar Year (Jan - Dec), 2012",6.1,1.5,74.93,1
7520,India,18,Assam,301,Sonitpur,2705,Bihaguri,2013,"Calendar Year (Jan - Dec), 2013",2.68734592788849,0.0244315518077192,194.365988057416,0.49137034359692059495
7521,India,18,Assam,301,Sonitpur,2705,Bihaguri,2017,"Calendar Year (Jan - Dec), 2017",119.379810500872,7.31458108611378,1302.05374627551,6.94435591943327654017
7522,India,18,Assam,301,Sonitpur,2705,Bihaguri,2018,"Calendar Year (Jan - Dec), 2018",2.8470073046915,0.591529016116023,26.9527065351145,0.37246123174344749277
7523,India,18,Assam,301,Sonitpur,2707,Borchala,2012,"Calendar Year (Jan - Dec), 2012",23.82,5.85,431.16,3
7524,India,18,Assam,301,Sonitpur,2707,Borchala,2013,"Calendar Year (Jan - Dec), 2013",19.9126540721115,4.49556844819228,192.333329973505,1.76218177629305379564
7525,India,18,Assam,301,Sonitpur,2707,Borchala,2017,"Calendar Year (Jan - Dec), 2017",84.0384489114157,16.3014085986441,781.043017797489,5.28654532887916138692
7526,India,18,Assam,301,Sonitpur,2707,Borchala,2018,"Calendar Year (Jan - Dec), 2018",8.84615251699113,1.51178407992307,69.7031001612717,0.88109088814652689782
7527,India,18,Assam,301,Sonitpur,2709,Dhekiajuli,2012,"Calendar Year (Jan - Dec), 2012",8.58,2.11,642.39,6
7528,India,18,Assam,301,Sonitpur,2709,Dhekiajuli,2013,"Calendar Year (Jan - Dec), 2013",40.13,8.025,388.6,5
7529,India,18,Assam,301,Sonitpur,2709,Dhekiajuli,2017,"Calendar Year (Jan - Dec), 2017",413.95,71.133,4586.36,28
7530,India,18,Assam,301,Sonitpur,2709,Dhekiajuli,2018,"Calendar Year (Jan - Dec), 2018",39.53,6.196,442.32,3
7531,India,18,Assam,301,Sonitpur,2710,Gabhoru,2012,"Calendar Year (Jan - Dec), 2012",9.36,2.3,102.81,3
7532,India,18,Assam,301,Sonitpur,2710,Gabhoru,2013,"Calendar Year (Jan - Dec), 2013",0,0,495.790681969079,0.74644788011002560941
7533,India,18,Assam,301,Sonitpur,2710,Gabhoru,2017,"Calendar Year (Jan - Dec), 2017",15.4290776818742,1.70158499639749,195.308087830788,2.23934364033007682823
7534,India,18,Assam,301,Sonitpur,2710,Gabhoru,2018,"Calendar Year (Jan - Dec), 2018",4.86684017831737,0.536686903960909,51.6541933036138,0.74644788011002560941
7535,India,18,Assam,301,Sonitpur,2711,Naduar,2013,"Calendar Year (Jan - Dec), 2013",46.24,9.247,431.67,5
7536,India,18,Assam,301,Sonitpur,2711,Naduar,2017,"Calendar Year (Jan - Dec), 2017",51.65,8.874,514.56,5
7537,India,18,Assam,301,Sonitpur,2711,Naduar,2018,"Calendar Year (Jan - Dec), 2018",50.08,8.683,686.02,3
7538,India,18,Assam,301,Sonitpur,2713,Rangapara,2012,"Calendar Year (Jan - Dec), 2012",20.35,5,300.75,2
7539,India,18,Assam,301,Sonitpur,2713,Rangapara,2013,"Calendar Year (Jan - Dec), 2013",3.21446086915844,0.713890774232161,32.1257000982364,0.36597277447724189550
7540,India,18,Assam,301,Sonitpur,2713,Rangapara,2017,"Calendar Year (Jan - Dec), 2017",170.362662905838,27.9794253188446,1769.45514809622,10.52975511135748524468
7541,India,18,Assam,301,Sonitpur,2713,Rangapara,2018,"Calendar Year (Jan - Dec), 2018",2.06774617579642,0.394875067720446,21.3246236141648,0.12199092482574729850
7542,India,18,Assam,302,Tinsukia,2716,Guijan,2012,"Calendar Year (Jan - Dec), 2012",14.04,3.45,187.39,1
7543,India,18,Assam,302,Tinsukia,2716,Guijan,2013,"Calendar Year (Jan - Dec), 2013",115.75,23.15,1358.88,4
7544,India,18,Assam,302,Tinsukia,2716,Guijan,2016,"Calendar Year (Jan - Dec), 2016",115.83,19.9,1116.17,5
7545,India,18,Assam,302,Tinsukia,2716,Guijan,2017,"Calendar Year (Jan - Dec), 2017",91.37,15.7,955.55,4
7546,India,18,Assam,302,Tinsukia,2716,Guijan,2018,"Calendar Year (Jan - Dec), 2018",22.71,4.2,454.57,1
7547,India,18,Assam,302,Tinsukia,2717,Hapjan,2012,"Calendar Year (Jan - Dec), 2012",36.0206415313339,8.59868000629252,577.460825029755,3.93238444665217434072
7548,India,18,Assam,302,Tinsukia,2717,Hapjan,2016,"Calendar Year (Jan - Dec), 2016",277.12,47.62,2923.84,16
7549,India,18,Assam,302,Tinsukia,2717,Hapjan,2017,"Calendar Year (Jan - Dec), 2017",291.03,50.01,2941.61,23
7550,India,18,Assam,302,Tinsukia,2718,Itakhuli,2012,"Calendar Year (Jan - Dec), 2012",0.619358468666083,0.401319993707477,9.92917497024483,0.06761555334782565928
7551,India,18,Assam,302,Tinsukia,2718,Itakhuli,2016,"Calendar Year (Jan - Dec), 2016",388.21,66.7,3882.12,22
7552,India,18,Assam,302,Tinsukia,2718,Itakhuli,2017,"Calendar Year (Jan - Dec), 2017",93.7,16.1,894.62,9
7553,India,18,Assam,302,Tinsukia,2719,Kakopathar,2012,"Calendar Year (Jan - Dec), 2012",43.14,10.6,1009.05,4
7554,India,18,Assam,302,Tinsukia,2719,Kakopathar,2013,"Calendar Year (Jan - Dec), 2013",39.16,7.832,390.72,1
7555,India,18,Assam,302,Tinsukia,2719,Kakopathar,2016,"Calendar Year (Jan - Dec), 2016",476.61,81.895,5007.16,19
7556,India,18,Assam,302,Tinsukia,2719,Kakopathar,2017,"Calendar Year (Jan - Dec), 2017",348.46,59.173,4052.74,21
7557,India,18,Assam,302,Tinsukia,2719,Kakopathar,2018,"Calendar Year (Jan - Dec), 2018",186.23,32.43,2246.92,8
7558,India,18,Assam,302,Tinsukia,2720,Margherita,2012,"Calendar Year (Jan - Dec), 2012",29.67,7.29,427.55,5
7559,India,18,Assam,302,Tinsukia,2720,Margherita,2016,"Calendar Year (Jan - Dec), 2016",287.49,49.4,2624.68,11
7560,India,18,Assam,302,Tinsukia,2720,Margherita,2017,"Calendar Year (Jan - Dec), 2017",375.62,64.54,3394.36,22
7561,India,18,Assam,302,Tinsukia,2720,Margherita,2018,"Calendar Year (Jan - Dec), 2018",45.08,8.95,722.65,5
7562,India,18,Assam,302,Tinsukia,2721,Sadiya,2012,"Calendar Year (Jan - Dec), 2012",0,0,412.62,2
7563,India,18,Assam,302,Tinsukia,2721,Sadiya,2016,"Calendar Year (Jan - Dec), 2016",155.93,24.355,1613.96,6
7564,India,18,Assam,302,Tinsukia,2721,Sadiya,2017,"Calendar Year (Jan - Dec), 2017",812.26,143.66,10304.83,57
7565,India,18,Assam,302,Tinsukia,2722,Saikhowa,2012,"Calendar Year (Jan - Dec), 2012",26.46,6.5,462.99,2
7566,India,18,Assam,302,Tinsukia,2722,Saikhowa,2016,"Calendar Year (Jan - Dec), 2016",64.02,11,707.11,2
7567,India,18,Assam,302,Tinsukia,2722,Saikhowa,2017,"Calendar Year (Jan - Dec), 2017",726.33,126.63,7940.13,27
7568,India,18,Assam,612,Chirang,2502,Borobazar,2012,"Calendar Year (Jan - Dec), 2012",17.3648095438779,4.26151693689074,593.467332317567,2.90867831555742859923
7569,India,18,Assam,612,Chirang,2502,Borobazar,2013,"Calendar Year (Jan - Dec), 2013",97.9255032904334,19.5642368466348,954.250094984926,4.84779719259571433205
7570,India,18,Assam,612,Chirang,2502,Borobazar,2017,"Calendar Year (Jan - Dec), 2017",405.120715790839,69.5382711442913,6607.70270301812,44.59973417188057185486
7571,India,18,Assam,612,Chirang,2502,Borobazar,2018,"Calendar Year (Jan - Dec), 2018",19.1875812882938,3.29299036032467,398.653754335916,2.90867831555742859923
7572,India,18,Assam,612,Chirang,2505,Sidli-Chirang,2012,"Calendar Year (Jan - Dec), 2012",66.73,16.4,2134.24,7
7573,India,18,Assam,612,Chirang,2505,Sidli-Chirang,2013,"Calendar Year (Jan - Dec), 2013",27.75,5.55,282.61,5
7574,India,18,Assam,612,Chirang,2505,Sidli-Chirang,2017,"Calendar Year (Jan - Dec), 2017",153.11,26.307,3519,24.00000000000000000000
7575,India,18,Assam,612,Chirang,2505,Sidli-Chirang,2018,"Calendar Year (Jan - Dec), 2018",142.79,24.04,3329.17,17.00000000000000000000
7576,India,18,Assam,612,Chirang,7151,Manikpur Part,2012,"Calendar Year (Jan - Dec), 2012",0.545190456122151,0.138483063109258,18.6326676824327,0.09132168444257140077
7577,India,18,Assam,612,Chirang,7151,Manikpur Part,2013,"Calendar Year (Jan - Dec), 2013",3.07449670956657,0.63576315336523,29.9599050150744,0.15220280740428566795
7578,India,18,Assam,612,Chirang,7151,Manikpur Part,2017,"Calendar Year (Jan - Dec), 2017",12.7192842091613,2.25972885570875,207.457296981878,1.40026582811942814514
7579,India,18,Assam,612,Chirang,7151,Manikpur Part,2018,"Calendar Year (Jan - Dec), 2018",0.602418711706163,0.107009639675336,12.516245664084,0.09132168444257140077
7580,India,18,Assam,616,Baksa,2494,Gobardhana,2012,"Calendar Year (Jan - Dec), 2012",0,0,171.46,2
7581,India,18,Assam,616,Baksa,2494,Gobardhana,2013,"Calendar Year (Jan - Dec), 2013",46,9.2,436.29,5
7582,India,18,Assam,616,Baksa,2494,Gobardhana,2017,"Calendar Year (Jan - Dec), 2017",71.35,12.261,1853.42,12
7583,India,18,Assam,616,Baksa,2496,Jalah,2012,"Calendar Year (Jan - Dec), 2012",0,0,395.85,3
7584,India,18,Assam,616,Baksa,2496,Jalah,2013,"Calendar Year (Jan - Dec), 2013",34.08,6.813,360.23,3
7585,India,18,Assam,616,Baksa,2496,Jalah,2016,"Calendar Year (Jan - Dec), 2016",36.07,6.197,681.48,5
7586,India,18,Assam,616,Baksa,2496,Jalah,2017,"Calendar Year (Jan - Dec), 2017",65.15,11.196,663.3,6
7587,India,18,Assam,616,Baksa,2496,Jalah,2018,"Calendar Year (Jan - Dec), 2018",0,0,357.17,1
7588,India,18,Assam,616,Baksa,2608,Goreswar,2012,"Calendar Year (Jan - Dec), 2012",0,0,314.92,3
7589,India,18,Assam,616,Baksa,2608,Goreswar,2013,"Calendar Year (Jan - Dec), 2013",42.5,8.5,547.52,6
7590,India,18,Assam,616,Baksa,2608,Goreswar,2017,"Calendar Year (Jan - Dec), 2017",428,73.546,4819.99,28
7591,India,18,Assam,616,Baksa,2676,Barama,2013,"Calendar Year (Jan - Dec), 2013",18.4,3.68,164.72,2
7592,India,18,Assam,616,Baksa,2676,Barama,2017,"Calendar Year (Jan - Dec), 2017",96.41,16.566,1178.66,11
7593,India,18,Assam,616,Baksa,2679,Baska,2012,"Calendar Year (Jan - Dec), 2012",40.5353136566385,9.03593732157536,862.794649158377,2.98786095749178220470
7594,India,18,Assam,616,Baksa,2679,Baska,2013,"Calendar Year (Jan - Dec), 2013",8.75,1.75,93.7,1
7595,India,18,Assam,616,Baksa,2679,Baska,2017,"Calendar Year (Jan - Dec), 2017",441.11,77.969,6721.86,37
7596,India,18,Assam,616,Baksa,2681,Dhamdhama,2012,"Calendar Year (Jan - Dec), 2012",0.164686343361488,0.964062678424642,3.50535084162303,0.01213904250821779530
7597,India,18,Assam,616,Baksa,2681,Dhamdhama,2013,"Calendar Year (Jan - Dec), 2013",20.75,4.15,241.1,1
7598,India,18,Assam,616,Baksa,2681,Dhamdhama,2017,"Calendar Year (Jan - Dec), 2017",207.19,35.594,2889.77,16
7599,India,18,Assam,616,Baksa,2681,Dhamdhama,2018,"Calendar Year (Jan - Dec), 2018",5.82,1,274.05,2
7600,India,18,Assam,616,Baksa,2683,Nagrijuli,2012,"Calendar Year (Jan - Dec), 2012",12.83,3.15,218.9,2
7601,India,18,Assam,616,Baksa,2683,Nagrijuli,2013,"Calendar Year (Jan - Dec), 2013",23.75,4.75,222.24,2
7602,India,18,Assam,616,Baksa,2683,Nagrijuli,2017,"Calendar Year (Jan - Dec), 2017",319.53,58.633,3508.67,19
7603,India,18,Assam,616,Baksa,2683,Nagrijuli,2018,"Calendar Year (Jan - Dec), 2018",0.118339363170669,0.0496567744229129,2.78692406330348,0.01424917076106796816
7604,India,18,Assam,616,Baksa,2686,Tamulpur,2013,"Calendar Year (Jan - Dec), 2013",65.1,13.02,513.31,5
7605,India,18,Assam,616,Baksa,2686,Tamulpur,2017,"Calendar Year (Jan - Dec), 2017",306.43,52.288,3365.37,21
7606,India,18,Assam,616,Baksa,2686,Tamulpur,2018,"Calendar Year (Jan - Dec), 2018",16.4916606368293,2.80434322557709,388.383075936697,1.98575082923893203184
7607,India,18,Assam,617,Udalguri,6548,Odalguri,2012,"Calendar Year (Jan - Dec), 2012",20.1711610063781,4.9460998122781,409.132600343618,1.98242368613052790134
7608,India,18,Assam,617,Udalguri,6548,Odalguri,2013,"Calendar Year (Jan - Dec), 2013",38.2024896033939,7.60874124319246,527.654745504107,1.95910203094327686138
7609,India,18,Assam,617,Udalguri,6548,Odalguri,2017,"Calendar Year (Jan - Dec), 2017",1130.77447056885,192.248964383475,17891.9585823154,92.18270140506954741231
7610,India,18,Assam,617,Udalguri,6548,Odalguri,2018,"Calendar Year (Jan - Dec), 2018",30.4004672268116,5.21219998217866,558.706467462167,2.97363552919579185201
7611,India,18,Assam,617,Udalguri,6549,Bhergaon,2012,"Calendar Year (Jan - Dec), 2012",34.5,8.48,832.46,4
7612,India,18,Assam,617,Udalguri,6549,Bhergaon,2013,"Calendar Year (Jan - Dec), 2013",0.458804320522482,0.108342399091225,6.33702880348321,0.02352842669346060454
7613,India,18,Assam,617,Udalguri,6549,Bhergaon,2017,"Calendar Year (Jan - Dec), 2017",443.24,83.989,5851.45,28
7614,India,18,Assam,617,Udalguri,6549,Bhergaon,2018,"Calendar Year (Jan - Dec), 2018",45.33,10.6,873.94,3
7615,India,18,Assam,617,Udalguri,6550,Mazbat,2012,"Calendar Year (Jan - Dec), 2012",54.5519902786878,13.4147986287816,503.101609654269,3.97175029331545505796
7616,India,18,Assam,617,Udalguri,6550,Mazbat,2013,"Calendar Year (Jan - Dec), 2013",35.5968120038398,7.124748605064,346.862882490972,2.97881271998659129347
7617,India,18,Assam,617,Udalguri,6550,Mazbat,2017,"Calendar Year (Jan - Dec), 2017",507.748557497448,90.8887386207509,6800.75852161392,26.80931447987932164123
7618,India,18,Assam,617,Udalguri,6550,Mazbat,2018,"Calendar Year (Jan - Dec), 2018",0,0,153.210267564644,0.99293757332886376449
7619,India,18,Assam,617,Udalguri,6551,Rowta,2012,"Calendar Year (Jan - Dec), 2012",8.14,2,96.8,1
7620,India,18,Assam,617,Udalguri,6551,Rowta,2013,"Calendar Year (Jan - Dec), 2013",27.5,5.5,401.37,6
7621,India,18,Assam,617,Udalguri,6551,Rowta,2017,"Calendar Year (Jan - Dec), 2017",89.64,15.4,1260.88,6
7622,India,18,Assam,617,Udalguri,6551,Rowta,2018,"Calendar Year (Jan - Dec), 2018",0,0,1192,3
7623,India,18,Assam,617,Udalguri,6552,Kalaigaon,2012,"Calendar Year (Jan - Dec), 2012",0.00881263385817506,0.0076000247448931,0.178747063945962,0.00086610652168796630
