Rowid,Country,State lgd code,State,District lgd code,District,Block lgd code,Block,Yearcode,Year,Maintenance cost maintenance cost for the road,Road length of state and district,Sanction cost granted by ministry of rural development to for road construction,Total work done for each state in terms of habitations connected
7266,India,18,Assam,292,Karbi Anglong,2617,Bokajan,2018,"Calendar Year (Jan - Dec), 2018",261.61,40.853,3117.62,14
7267,India,18,Assam,292,Karbi Anglong,2619,Howraghat,2012,"Calendar Year (Jan - Dec), 2012",0.0256486889216884,0.0561271490646731,73.1879958474296,0.41702874888207517312
7268,India,18,Assam,292,Karbi Anglong,2619,Howraghat,2013,"Calendar Year (Jan - Dec), 2013",1.41750152004621,0.807023375829805,16.101772271703,0.13518364732783557016
7269,India,18,Assam,292,Karbi Anglong,2619,Howraghat,2017,"Calendar Year (Jan - Dec), 2017",361.487233989389,62.7563970832669,3763.38982100765,14.64380606525016449970
7270,India,18,Assam,292,Karbi Anglong,2619,Howraghat,2018,"Calendar Year (Jan - Dec), 2018",481.49,76.709,7151.46,31
7271,India,18,Assam,292,Karbi Anglong,2620,Langsomepi,2012,"Calendar Year (Jan - Dec), 2012",0,0,343.973449046291,1.96063297450006462692
7272,India,18,Assam,292,Karbi Anglong,2620,Langsomepi,2013,"Calendar Year (Jan - Dec), 2013",0.418677429959191,0.119918688697612,4.54074406859935,0.01825266510904071431
7273,India,18,Assam,292,Karbi Anglong,2620,Langsomepi,2017,"Calendar Year (Jan - Dec), 2017",83.0842845282413,14.1160295039478,789.694085540588,5.68745815367310318972
7274,India,18,Assam,292,Karbi Anglong,2620,Langsomepi,2018,"Calendar Year (Jan - Dec), 2018",255.14,43.836,4341.85,8
7275,India,18,Assam,292,Karbi Anglong,2621,Lumbajong,2012,"Calendar Year (Jan - Dec), 2012",2.69268126637524,0.907409978114156,58.5996767797237,0.31937136914404767123
7276,India,18,Assam,292,Karbi Anglong,2621,Lumbajong,2013,"Calendar Year (Jan - Dec), 2013",8.5131121131879,1.36540200335883,97.1194956623863,0.85387282980821432133
7277,India,18,Assam,292,Karbi Anglong,2621,Lumbajong,2017,"Calendar Year (Jan - Dec), 2017",160.876168225457,26.8770986916637,1366.02015633323,9.54698048931557757820
7278,India,18,Assam,292,Karbi Anglong,2621,Lumbajong,2018,"Calendar Year (Jan - Dec), 2018",99.55,15.55,1450.31,3
7279,India,18,Assam,292,Karbi Anglong,2622,Nilip,2012,"Calendar Year (Jan - Dec), 2012",1.47824817621344,0.373011678158973,29.1831672299083,0.15830328661116301946
7280,India,18,Assam,292,Karbi Anglong,2622,Nilip,2013,"Calendar Year (Jan - Dec), 2013",23.6307587072754,4.6553504470092,265.334705283893,0.91308959456241747300
7281,India,18,Assam,292,Karbi Anglong,2622,Nilip,2017,"Calendar Year (Jan - Dec), 2017",22.7875766397682,8.16771467945326,217.910708076232,0.96066282748552346584
7282,India,18,Assam,292,Karbi Anglong,2622,Nilip,2018,"Calendar Year (Jan - Dec), 2018",8.29,1.3,88.43,1
7283,India,18,Assam,292,Karbi Anglong,2624,Rongmongwe,2012,"Calendar Year (Jan - Dec), 2012",0.0516206806449107,0.0297006163800562,29.1468217506841,0.16585481641113574769
7284,India,18,Assam,292,Karbi Anglong,2624,Rongmongwe,2013,"Calendar Year (Jan - Dec), 2013",2.51082269146315,0.656165907358538,28.0997921593596,0.09907303892032689813
7285,India,18,Assam,292,Karbi Anglong,2624,Rongmongwe,2017,"Calendar Year (Jan - Dec), 2017",28.7240452215639,3.99026391346145,299.776375731579,0.82256715983859827693
7286,India,18,Assam,292,Karbi Anglong,2624,Rongmongwe,2018,"Calendar Year (Jan - Dec), 2018",50.87,8.74,589.54,1
7287,India,18,Assam,292,Karbi Anglong,2625,Samelangso,2012,"Calendar Year (Jan - Dec), 2012",0.0491420258331509,0.00865293548080376,45.7344436852685,0.26041698518470067410
7288,India,18,Assam,292,Karbi Anglong,2625,Samelangso,2013,"Calendar Year (Jan - Dec), 2013",0.320344053988201,0.0529502258060663,3.52158208203215,0.01873237832303961086
7289,India,18,Assam,292,Karbi Anglong,2625,Samelangso,2017,"Calendar Year (Jan - Dec), 2017",177.093560564812,25.6087185708347,1558.16640967004,7.34066572289375294928
7290,India,18,Assam,292,Karbi Anglong,2625,Samelangso,2018,"Calendar Year (Jan - Dec), 2018",251.7,39.967,3247.54,9
7291,India,18,Assam,293,Karimganj,2627,Badarpur,2012,"Calendar Year (Jan - Dec), 2012",8.14,2,524.45,5
7292,India,18,Assam,293,Karimganj,2627,Badarpur,2013,"Calendar Year (Jan - Dec), 2013",0.231115604079615,0.0376913160153744,3.96767084512738,0.04191939614503302333
7293,India,18,Assam,293,Karimganj,2627,Badarpur,2017,"Calendar Year (Jan - Dec), 2017",151.82,26.084,1703.97,11
7294,India,18,Assam,293,Karimganj,2627,Badarpur,2018,"Calendar Year (Jan - Dec), 2018",44.35,7.62,575.89,3
7295,India,18,Assam,293,Karimganj,2628,Dullavcherra,2017,"Calendar Year (Jan - Dec), 2017",321.55,55.251,4473.66,21
7296,India,18,Assam,293,Karimganj,2628,Dullavcherra,2018,"Calendar Year (Jan - Dec), 2018",59.05,10.145,1176.33,6
7297,India,18,Assam,293,Karimganj,2629,Lowairpoa,2012,"Calendar Year (Jan - Dec), 2012",16.28,4,497.71,1
7298,India,18,Assam,293,Karimganj,2629,Lowairpoa,2013,"Calendar Year (Jan - Dec), 2013",0.284943701618578,0.045483968772296,3.37526929392447,0.04041754632887637814
7299,India,18,Assam,293,Karimganj,2629,Lowairpoa,2016,"Calendar Year (Jan - Dec), 2016",2.1328732434475,0.277078194808417,26.4833333698426,0.11322986604746935959
7300,India,18,Assam,293,Karimganj,2629,Lowairpoa,2017,"Calendar Year (Jan - Dec), 2017",562.11,96.582,7198.22,26
7301,India,18,Assam,293,Karimganj,2629,Lowairpoa,2018,"Calendar Year (Jan - Dec), 2018",28.66,4.439,917.1,2
7302,India,18,Assam,293,Karimganj,2630,North Karimganj,2012,"Calendar Year (Jan - Dec), 2012",39.89,9.8,902.62,7
7303,India,18,Assam,293,Karimganj,2630,North Karimganj,2013,"Calendar Year (Jan - Dec), 2013",22.58,4.516,249.98,2
7304,India,18,Assam,293,Karimganj,2630,North Karimganj,2016,"Calendar Year (Jan - Dec), 2016",22.3747258468101,3.96490728218593,242.14529984718,0.94011453137857490722
7305,India,18,Assam,293,Karimganj,2630,North Karimganj,2017,"Calendar Year (Jan - Dec), 2017",260.35,44.732,3473.89,19
7306,India,18,Assam,293,Karimganj,2630,North Karimganj,2018,"Calendar Year (Jan - Dec), 2018",40.75,7.002,1048.39,5
7307,India,18,Assam,293,Karimganj,2631,Patharkandi,2012,"Calendar Year (Jan - Dec), 2012",8.33458881110921,1.93885409583112,296.320241306699,1.86247794661658414432
7308,India,18,Assam,293,Karimganj,2631,Patharkandi,2013,"Calendar Year (Jan - Dec), 2013",6.76505629838142,1.3645160312277,80.1347307060755,0.95958245367112362186
7309,India,18,Assam,293,Karimganj,2631,Patharkandi,2016,"Calendar Year (Jan - Dec), 2016",50.6380996922268,8.31232737434299,628.760138224116,2.68827285571899541077
7310,India,18,Assam,293,Karimganj,2631,Patharkandi,2017,"Calendar Year (Jan - Dec), 2017",340.32,58.475,4564.82,20
7311,India,18,Assam,293,Karimganj,2631,Patharkandi,2018,"Calendar Year (Jan - Dec), 2018",136.91,23.284,1864.55,7
7312,India,18,Assam,293,Karimganj,2632,Ramkrishna Nagar,2012,"Calendar Year (Jan - Dec), 2012",0.615411188890786,0.261145904168877,21.8797586933015,0.13752205338341585568
7313,India,18,Assam,293,Karimganj,2632,Ramkrishna Nagar,2013,"Calendar Year (Jan - Dec), 2013",11.94,2.388,143.66,1
7314,India,18,Assam,293,Karimganj,2632,Ramkrishna Nagar,2016,"Calendar Year (Jan - Dec), 2016",3.73902706432569,1.11959443084859,46.4265284060416,0.19849727823353522964
7315,India,18,Assam,293,Karimganj,2632,Ramkrishna Nagar,2017,"Calendar Year (Jan - Dec), 2017",234.51,44.532,3181.03,21
7316,India,18,Assam,293,Karimganj,2632,Ramkrishna Nagar,2018,"Calendar Year (Jan - Dec), 2018",38.78,3.21,556.37,3
7317,India,18,Assam,293,Karimganj,2633,South Karimganj,2012,"Calendar Year (Jan - Dec), 2012",0,0,537.75,4
7318,India,18,Assam,293,Karimganj,2633,South Karimganj,2013,"Calendar Year (Jan - Dec), 2013",16.3088843959204,3.27230868398463,279.982329154873,2.95808060385496697667
7319,India,18,Assam,293,Karimganj,2633,South Karimganj,2016,"Calendar Year (Jan - Dec), 2016",1.42527415318992,0.125092717814074,15.4247001528205,0.05988546862142509278
7320,India,18,Assam,293,Karimganj,2633,South Karimganj,2017,"Calendar Year (Jan - Dec), 2017",343.09,58.949,5159.27,28
7321,India,18,Assam,293,Karimganj,2633,South Karimganj,2018,"Calendar Year (Jan - Dec), 2018",31,5.327,1694.61,9
7322,India,18,Assam,294,Kokrajhar,2556,Golakganj,2013,"Calendar Year (Jan - Dec), 2013",0.743787283543287,0.10284175931959,8.2505536903722,0.08776251133254126286
7323,India,18,Assam,294,Kokrajhar,2556,Golakganj,2018,"Calendar Year (Jan - Dec), 2018",4.05155633566677,0.466883385229645,103.817785155716,0.39493130099643568287
7324,India,18,Assam,294,Kokrajhar,2561,Rupshi,2012,"Calendar Year (Jan - Dec), 2012",0,0,19.7617168909787,0.12099998096362148065
7325,India,18,Assam,294,Kokrajhar,2561,Rupshi,2013,"Calendar Year (Jan - Dec), 2013",7.47913197908603,1.57193203064469,82.9632091273012,0.88249344885970831384
7326,India,18,Assam,294,Kokrajhar,2561,Rupshi,2017,"Calendar Year (Jan - Dec), 2017",7.95681903785153,1.39554339655986,78.3202515871683,0.48369720594842100009
7327,India,18,Assam,294,Kokrajhar,2561,Rupshi,2018,"Calendar Year (Jan - Dec), 2018",40.7403100666084,7.13629320106836,1043.9368003941,3.97122051986868741228
7328,India,18,Assam,294,Kokrajhar,2634,Dotma,2012,"Calendar Year (Jan - Dec), 2012",8.14,2,1218.08,7
7329,India,18,Assam,294,Kokrajhar,2634,Dotma,2013,"Calendar Year (Jan - Dec), 2013",82.76,16.553,1206.81,9
7330,India,18,Assam,294,Kokrajhar,2634,Dotma,2016,"Calendar Year (Jan - Dec), 2016",37.2671446603692,6.42707806892042,352.389939799981,2.97819483167575215348
7331,India,18,Assam,294,Kokrajhar,2634,Dotma,2017,"Calendar Year (Jan - Dec), 2017",46.77,8.035,462.99,3
7332,India,18,Assam,294,Kokrajhar,2634,Dotma,2018,"Calendar Year (Jan - Dec), 2018",0,0,441.239418944974,0.99273161055858405116
7333,India,18,Assam,294,Kokrajhar,2635,Gossaigaon,2012,"Calendar Year (Jan - Dec), 2012",34.7732801971736,8.71308973518213,744.664438194431,4.87020731052851265130
7334,India,18,Assam,294,Kokrajhar,2635,Gossaigaon,2013,"Calendar Year (Jan - Dec), 2013",50.3092415177595,10.2629665865942,674.367865874262,4.87020731052851265130
7335,India,18,Assam,294,Kokrajhar,2635,Gossaigaon,2016,"Calendar Year (Jan - Dec), 2016",0.99023089919513,0.273323716347138,11.6254266729265,0.07044551041017020903
7336,India,18,Assam,294,Kokrajhar,2635,Gossaigaon,2017,"Calendar Year (Jan - Dec), 2017",57.4294846057522,10.0642644261568,494.715658603486,2.92212438631710759078
7337,India,18,Assam,294,Kokrajhar,2635,Gossaigaon,2018,"Calendar Year (Jan - Dec), 2018",0,0,6.96907774775014,0.01421700973940485777
7338,India,18,Assam,294,Kokrajhar,2636,Hatidhura,2012,"Calendar Year (Jan - Dec), 2012",0.46335990141321,0.0284551324089341,9.92278090278468,0.06489634473574367435
7339,India,18,Assam,294,Kokrajhar,2636,Hatidhura,2013,"Calendar Year (Jan - Dec), 2013",0.670379241120232,0.0335167067028836,8.98606706286895,0.06489634473574367435
7340,India,18,Assam,294,Kokrajhar,2636,Hatidhura,2017,"Calendar Year (Jan - Dec), 2017",0.765257697123889,0.032867786921608,6.59217069825684,0.03893780684144620461
7341,India,18,Assam,294,Kokrajhar,2637,Kachugaon,2012,"Calendar Year (Jan - Dec), 2012",75.72,18.6,2534.32,14
7342,India,18,Assam,294,Kokrajhar,2637,Kachugaon,2013,"Calendar Year (Jan - Dec), 2013",25,5,228.82,2
7343,India,18,Assam,294,Kokrajhar,2637,Kachugaon,2016,"Calendar Year (Jan - Dec), 2016",102.522624440436,17.4895982147324,1292.70463352709,6.95135965791407763749
7344,India,18,Assam,294,Kokrajhar,2637,Kachugaon,2017,"Calendar Year (Jan - Dec), 2017",39.34,6.76,1089.14,5
7345,India,18,Assam,294,Kokrajhar,2637,Kachugaon,2018,"Calendar Year (Jan - Dec), 2018",0,0,534.281503307276,0.99305137970201109107
7346,India,18,Assam,294,Kokrajhar,2638,Kokrajhar,2012,"Calendar Year (Jan - Dec), 2012",39.89,9.8,598.46,4
7347,India,18,Assam,294,Kokrajhar,2638,Kokrajhar,2013,"Calendar Year (Jan - Dec), 2013",144.75,28.95,1760.81,12
7348,India,18,Assam,294,Kokrajhar,2638,Kokrajhar,2016,"Calendar Year (Jan - Dec), 2016",73.5,12.63,759.18,4
7349,India,18,Assam,294,Kokrajhar,2638,Kokrajhar,2017,"Calendar Year (Jan - Dec), 2017",241.44,42.37,4129.82,17
7350,India,18,Assam,294,Kokrajhar,2638,Kokrajhar,2018,"Calendar Year (Jan - Dec), 2018",0,0,456.74,1
7351,India,18,Assam,295,Lakhimpur,2640,Bihpuria,2013,"Calendar Year (Jan - Dec), 2013",32.7,6.54,355.7,2
7352,India,18,Assam,295,Lakhimpur,2640,Bihpuria,2017,"Calendar Year (Jan - Dec), 2017",101.07,17.369,1224.3,9
7353,India,18,Assam,295,Lakhimpur,2641,Boginadi,2012,"Calendar Year (Jan - Dec), 2012",13.51,3.32,355.1,2
7354,India,18,Assam,295,Lakhimpur,2641,Boginadi,2013,"Calendar Year (Jan - Dec), 2013",0.017310067114094,0.122259135425258,0.283551418055856,0.00157609872266724402
7355,India,18,Assam,295,Lakhimpur,2641,Boginadi,2017,"Calendar Year (Jan - Dec), 2017",442.77,76.074,6708.97,27
7356,India,18,Assam,295,Lakhimpur,2641,Boginadi,2018,"Calendar Year (Jan - Dec), 2018",49.56,8.75,748.68,3
7357,India,18,Assam,295,Lakhimpur,2642,Dhakuakhana,2012,"Calendar Year (Jan - Dec), 2012",6.1,1.5,92.95,1
7358,India,18,Assam,295,Lakhimpur,2642,Dhakuakhana,2017,"Calendar Year (Jan - Dec), 2017",651.38,111.919,18369.35,78
7359,India,18,Assam,295,Lakhimpur,2642,Dhakuakhana,2018,"Calendar Year (Jan - Dec), 2018",120.81,20.76,4654.67,16
7360,India,18,Assam,295,Lakhimpur,2643,Ghilamara,2012,"Calendar Year (Jan - Dec), 2012",0,0,158.73,1
7361,India,18,Assam,295,Lakhimpur,2643,Ghilamara,2017,"Calendar Year (Jan - Dec), 2017",114.42,19.546,3575.36,14
7362,India,18,Assam,295,Lakhimpur,2643,Ghilamara,2018,"Calendar Year (Jan - Dec), 2018",0,0,633.68,1
7363,India,18,Assam,295,Lakhimpur,2644,Karunabari,2012,"Calendar Year (Jan - Dec), 2012",14.66,3.6,290.81,1
7364,India,18,Assam,295,Lakhimpur,2644,Karunabari,2013,"Calendar Year (Jan - Dec), 2013",35.7,7.138,472.7,5
7365,India,18,Assam,295,Lakhimpur,2644,Karunabari,2017,"Calendar Year (Jan - Dec), 2017",129.91,22.324,2035.64,13
7366,India,18,Assam,295,Lakhimpur,2644,Karunabari,2018,"Calendar Year (Jan - Dec), 2018",44.67,7.676,1191.59,3
7367,India,18,Assam,295,Lakhimpur,2645,Lakhimpur,2013,"Calendar Year (Jan - Dec), 2013",73.3653906040268,14.7873701964357,1201.77815631089,6.67999134011690842172
7368,India,18,Assam,295,Lakhimpur,2645,Lakhimpur,2017,"Calendar Year (Jan - Dec), 2017",70.45,12.105,820.22,6
7369,India,18,Assam,295,Lakhimpur,2646,Narayanpur,2012,"Calendar Year (Jan - Dec), 2012",31.34,7.7,724.1,1
7370,India,18,Assam,295,Lakhimpur,2646,Narayanpur,2013,"Calendar Year (Jan - Dec), 2013",147.88,29.576,1631.47,12
7371,India,18,Assam,295,Lakhimpur,2646,Narayanpur,2017,"Calendar Year (Jan - Dec), 2017",306.21,52.613,3652.63,23
7372,India,18,Assam,295,Lakhimpur,2646,Narayanpur,2018,"Calendar Year (Jan - Dec), 2018",5.36,0.92,62.82,1
7373,India,18,Assam,295,Lakhimpur,2647,Nowboicha,2012,"Calendar Year (Jan - Dec), 2012",0,0,133.19,1
7374,India,18,Assam,295,Lakhimpur,2647,Nowboicha,2013,"Calendar Year (Jan - Dec), 2013",57.47,11.495,1040.87,9
7375,India,18,Assam,295,Lakhimpur,2647,Nowboicha,2017,"Calendar Year (Jan - Dec), 2017",158.12,27.171,1685.7,13
7376,India,18,Assam,295,Lakhimpur,2647,Nowboicha,2018,"Calendar Year (Jan - Dec), 2018",10.59,2.22,374.09,2
7377,India,18,Assam,295,Lakhimpur,2648,Telahi,2013,"Calendar Year (Jan - Dec), 2013",3.49729932885906,0.465370668139067,57.2882922710543,0.31843256116042433426
7378,India,18,Assam,295,Lakhimpur,2648,Telahi,2017,"Calendar Year (Jan - Dec), 2017",113.67,19.532,1802.79,12
7379,India,18,Assam,296,Marigaon,2650,Bhurbandha,2012,"Calendar Year (Jan - Dec), 2012",61.1314884902342,14.911491267166,706.514910953997,7.99496334676923299584
7380,India,18,Assam,296,Marigaon,2650,Bhurbandha,2013,"Calendar Year (Jan - Dec), 2013",43.522581718975,8.64074838247725,399.768154746829,2.99811125503846237344
7381,India,18,Assam,296,Marigaon,2650,Bhurbandha,2016,"Calendar Year (Jan - Dec), 2016",0.160824757148406,0.126122077978771,1.95795452893756,0.01111030468684877749
7382,India,18,Assam,296,Marigaon,2650,Bhurbandha,2017,"Calendar Year (Jan - Dec), 2017",147.147300397288,25.0948761289489,1393.66202320045,11.99244502015384949376
7383,India,18,Assam,296,Marigaon,2650,Bhurbandha,2018,"Calendar Year (Jan - Dec), 2018",25.7038071598631,4.38485738812278,280.113534558244,1.99874083669230824896
7384,India,18,Assam,296,Marigaon,2651,Dolongghat (Part),2012,"Calendar Year (Jan - Dec), 2012",0.0385115097657522,0.119508732834039,0.44508904600288,0.00503665323076700416
7385,India,18,Assam,296,Marigaon,2651,Dolongghat (Part),2013,"Calendar Year (Jan - Dec), 2013",0.0274182810249879,0.0692516175227518,0.251845253171427,0.00188874496153762656
7386,India,18,Assam,296,Marigaon,2651,Dolongghat (Part),2017,"Calendar Year (Jan - Dec), 2017",0.0926996027122667,0.201123871051151,0.877976799554227,0.00755497984615050624
7387,India,18,Assam,296,Marigaon,2651,Dolongghat (Part),2018,"Calendar Year (Jan - Dec), 2018",0.0161928401369159,0.0351426118772173,0.17646544175646,0.00125916330769175104
7388,India,18,Assam,296,Marigaon,2652,Kapili,2012,"Calendar Year (Jan - Dec), 2012",6.1,1.5,204.76,2
7389,India,18,Assam,296,Marigaon,2652,Kapili,2017,"Calendar Year (Jan - Dec), 2017",212.33,36.48,2036.71,11
7390,India,18,Assam,296,Marigaon,2653,Laharighat,2012,"Calendar Year (Jan - Dec), 2012",11.4405810928735,2.81152121896752,1034.8579606898,4.94834822356118844795
7391,India,18,Assam,296,Marigaon,2653,Laharighat,2013,"Calendar Year (Jan - Dec), 2013",3.95867857884895,0.791977808159864,36.3307726573862,0.98966964471223768959
7392,India,18,Assam,296,Marigaon,2653,Laharighat,2016,"Calendar Year (Jan - Dec), 2016",12.2031425660292,2.08729541565681,149.243834410234,0.99862050458504023179
7393,India,18,Assam,296,Marigaon,2653,Laharighat,2017,"Calendar Year (Jan - Dec), 2017",62.74,10.78,633.5,7
7394,India,18,Assam,296,Marigaon,2653,Laharighat,2018,"Calendar Year (Jan - Dec), 2018",42.2292037398712,7.25649666726475,2628.57247305215,9.89669644712237689590
7395,India,18,Assam,296,Marigaon,2654,Mayang,2012,"Calendar Year (Jan - Dec), 2012",8.55,2.1,61.7,1
7396,India,18,Assam,296,Marigaon,2654,Mayang,2013,"Calendar Year (Jan - Dec), 2013",90.55,18.11,930.8,6
7397,India,18,Assam,296,Marigaon,2654,Mayang,2016,"Calendar Year (Jan - Dec), 2016",59.0360326768224,10.0565825063644,718.348211060828,3.99026919072811099072
7398,India,18,Assam,296,Marigaon,2654,Mayang,2017,"Calendar Year (Jan - Dec), 2017",235.82,40.52,2210.62,20
7399,India,18,Assam,296,Marigaon,2654,Mayang,2018,"Calendar Year (Jan - Dec), 2018",76.08,13.07,1313.22,5
7400,India,18,Assam,296,Marigaon,2655,Moirabari,2012,"Calendar Year (Jan - Dec), 2012",0.119418907126532,0.0284787810324837,10.8020393102015,0.05165177643881155205
7401,India,18,Assam,296,Marigaon,2655,Moirabari,2013,"Calendar Year (Jan - Dec), 2013",0.0413214211510492,0.00802219184013624,0.379227342613754,0.01033035528776231041
7402,India,18,Assam,296,Marigaon,2655,Moirabari,2016,"Calendar Year (Jan - Dec), 2016",57.62,9.9,715.45,4
7403,India,18,Assam,296,Marigaon,2655,Moirabari,2017,"Calendar Year (Jan - Dec), 2017",45.51,7.82,451.27,4
7404,India,18,Assam,296,Marigaon,2655,Moirabari,2018,"Calendar Year (Jan - Dec), 2018",0.440796260128818,0.0735033327352483,27.4375269478496,0.10330355287762310410
7405,India,18,Assam,297,Nagaon,2656,Bajiagaon,2012,"Calendar Year (Jan - Dec), 2012",26.46,6.5,239.46,2
7406,India,18,Assam,297,Nagaon,2656,Bajiagaon,2013,"Calendar Year (Jan - Dec), 2013",3.23557713756242,0.677738818695211,109.865819248786,1.79754285420134182124
7407,India,18,Assam,297,Nagaon,2656,Bajiagaon,2016,"Calendar Year (Jan - Dec), 2016",15.5017416580926,2.79598574278122,138.674427212728,1.75259939605343505064
7408,India,18,Assam,297,Nagaon,2656,Bajiagaon,2017,"Calendar Year (Jan - Dec), 2017",31.87,5.475,308.73,3
7409,India,18,Assam,297,Nagaon,2656,Bajiagaon,2018,"Calendar Year (Jan - Dec), 2018",23.5388236757666,4.23586761684507,261.560460714837,1.79754285420134182124
7410,India,18,Assam,297,Nagaon,2657,Barhampur,2012,"Calendar Year (Jan - Dec), 2012",34.54,8.5,247.43,3
7411,India,18,Assam,297,Nagaon,2657,Barhampur,2013,"Calendar Year (Jan - Dec), 2013",22.32,4.464,171.76,3
7412,India,18,Assam,297,Nagaon,2657,Barhampur,2016,"Calendar Year (Jan - Dec), 2016",0.44229809196383,0.0696673596502361,3.95668021782228,0.05000543719206671852
7413,India,18,Assam,297,Nagaon,2657,Barhampur,2017,"Calendar Year (Jan - Dec), 2017",39.18,6.732,326.59,5
7414,India,18,Assam,297,Nagaon,2657,Barhampur,2018,"Calendar Year (Jan - Dec), 2018",89.46,15.37,1040.12,5
7415,India,18,Assam,297,Nagaon,2661,Dolongghat,2012,"Calendar Year (Jan - Dec), 2012",0.251048989092725,0.102926064510451,3.49260802482899,0.04743282171109545426
7416,India,18,Assam,297,Nagaon,2661,Dolongghat,2013,"Calendar Year (Jan - Dec), 2013",5.5,1.1,41.43,1
7417,India,18,Assam,297,Nagaon,2661,Dolongghat,2016,"Calendar Year (Jan - Dec), 2016",31.3352010979038,5.36979438853146,296.379588507426,1.94749540695486641432
7418,India,18,Assam,297,Nagaon,2661,Dolongghat,2017,"Calendar Year (Jan - Dec), 2017",43.42,7.46,392.84,5
7419,India,18,Assam,297,Nagaon,2661,Dolongghat,2018,"Calendar Year (Jan - Dec), 2018",14.14,2.43,196.53,1
7420,India,18,Assam,297,Nagaon,2663,Juria,2012,"Calendar Year (Jan - Dec), 2012",0,0,727.57,5
7421,India,18,Assam,297,Nagaon,2663,Juria,2016,"Calendar Year (Jan - Dec), 2016",29.1,5,282.39,1
7422,India,18,Assam,297,Nagaon,2664,Kaliabor,2012,"Calendar Year (Jan - Dec), 2012",26.46,6.5,322.31,3
7423,India,18,Assam,297,Nagaon,2664,Kaliabor,2013,"Calendar Year (Jan - Dec), 2013",15.27,3.054,113.58,2
7424,India,18,Assam,297,Nagaon,2664,Kaliabor,2016,"Calendar Year (Jan - Dec), 2016",51.94,8.925,499.04,5
7425,India,18,Assam,297,Nagaon,2664,Kaliabor,2017,"Calendar Year (Jan - Dec), 2017",52.91,9.092,534.74,3
7426,India,18,Assam,297,Nagaon,2664,Kaliabor,2018,"Calendar Year (Jan - Dec), 2018",32.07,5.51,292.79,3
7427,India,18,Assam,297,Nagaon,2666,Kathiatoli,2012,"Calendar Year (Jan - Dec), 2012",57.9689510109073,14.1970739354895,806.467391975171,10.95256717828890454574
7428,India,18,Assam,297,Nagaon,2666,Kathiatoli,2013,"Calendar Year (Jan - Dec), 2013",17.07,3.413,94.34,2
7429,India,18,Assam,297,Nagaon,2666,Kathiatoli,2016,"Calendar Year (Jan - Dec), 2016",0.844798902096199,0.160205611468536,7.99041149257365,0.05250459304513358568
7430,India,18,Assam,297,Nagaon,2666,Kathiatoli,2017,"Calendar Year (Jan - Dec), 2017",215.52,36.941,1806.22,15
7431,India,18,Assam,297,Nagaon,2666,Kathiatoli,2018,"Calendar Year (Jan - Dec), 2018",308.85,53.068,4156.2,22
7432,India,18,Assam,297,Nagaon,2667,Khagarijan,2012,"Calendar Year (Jan - Dec), 2012",13.02,3.2,139.65,2
7433,India,18,Assam,297,Nagaon,2667,Khagarijan,2013,"Calendar Year (Jan - Dec), 2013",52.46,10.494,375.95,8
7434,India,18,Assam,297,Nagaon,2667,Khagarijan,2017,"Calendar Year (Jan - Dec), 2017",33.06,5.68,293.4,4
7435,India,18,Assam,297,Nagaon,2668,Laokhowa,2012,"Calendar Year (Jan - Dec), 2012",4.07,1,288.62,2
7436,India,18,Assam,297,Nagaon,2668,Laokhowa,2013,"Calendar Year (Jan - Dec), 2013",0.364422862437585,0.0422611813047889,12.374180751214,0.20245714579865817876
7437,India,18,Assam,297,Nagaon,2668,Laokhowa,2016,"Calendar Year (Jan - Dec), 2016",1.74596024994354,0.174346897568547,15.6188925694497,0.19739516675449823082
7438,India,18,Assam,297,Nagaon,2668,Laokhowa,2017,"Calendar Year (Jan - Dec), 2017",9.43,1.62,80.44,1
7439,India,18,Assam,297,Nagaon,2668,Laokhowa,2018,"Calendar Year (Jan - Dec), 2018",2.65117632423343,0.264132383154931,29.4595392851628,0.20245714579865817876
7440,India,18,Assam,297,Nagaon,2671,Pachim Kaliabor,2012,"Calendar Year (Jan - Dec), 2012",8.14,2,287.49,2
7441,India,18,Assam,297,Nagaon,2671,Pachim Kaliabor,2013,"Calendar Year (Jan - Dec), 2013",71.01,14.201,1105.06,7
7442,India,18,Assam,297,Nagaon,2671,Pachim Kaliabor,2016,"Calendar Year (Jan - Dec), 2016",111.83,19.215,1083.03,10
7443,India,18,Assam,297,Nagaon,2671,Pachim Kaliabor,2017,"Calendar Year (Jan - Dec), 2017",77.03,13.235,736.8,5
7444,India,18,Assam,297,Nagaon,2671,Pachim Kaliabor,2018,"Calendar Year (Jan - Dec), 2018",103.48,17.781,1458.06,11
7445,India,18,Assam,297,Nagaon,2672,Pakhimoria,2012,"Calendar Year (Jan - Dec), 2012",28.73,7.059,1035.22,10
7446,India,18,Assam,297,Nagaon,2672,Pakhimoria,2013,"Calendar Year (Jan - Dec), 2013",65.21,13.039,489.55,9
7447,India,18,Assam,297,Nagaon,2672,Pakhimoria,2017,"Calendar Year (Jan - Dec), 2017",22.91,3.935,203.68,5
7448,India,18,Assam,297,Nagaon,2673,Raha,2012,"Calendar Year (Jan - Dec), 2012",54.95,13.5,989.6,5
7449,India,18,Assam,297,Nagaon,2673,Raha,2013,"Calendar Year (Jan - Dec), 2013",12.97,2.593,89.43,2
