srcYear,srcStateName,srcDistrictName,srcBlockName,Maintenance cost Maintenance cost for the road,Road length of state and district,Sanction cost granted by ministry of rural development to for road construction,Total work done for each state in terms of Habitations connected,YearCode,Year
2013-14,Madhya Pradesh,Dewas,Khategaon,17.93,8.03,838.1,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Dewas,Sonkachh,12.91,5.78,434.39,5,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Dewas,Tonk Khurd,11.73,5.25,261.71,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Dhar,Badnawar,25.46,11.4,750.78,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Dhar,Bagh,0,0,239.4,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Dhar,Dahi,0,0,408.55,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Dhar,Tirla,10.16,4.55,224.07,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Guna,Aron,28.37,12.7,606.53,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Guna,Bamori,38.86,17.4,865.69,5,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Guna,Chachoda,56.96,25.5,1404.81,10,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Guna,Guna,51.83,23.2,1180.84,8,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Guna,Raghogarh,21.45,9.6,421.59,3,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Gwalior,Bhitarwar,5.81,2.6,118.57,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Gwalior,Dabra,7.42,3.325,153.88,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Gwalior,Morar,4.47,2,79.53,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Harda,Harda,14.52,6.5,351.81,3,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Harda,Khirkiya,25.45,10.05,521.45,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Harda,Timarni,18.61,8.33,363.85,3,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Hoshangabad,Babai,18.75,8.4,464.85,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Hoshangabad,Hoshangabad,8.43,3.775,181.64,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Hoshangabad,Kesla,10.05,4.5,200.87,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Hoshangabad,Pipariya,34.78,15.575,749.43,6,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Hoshangabad,Seoni Malwa,16.52,7.4,413.07,3,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Hoshangabad,Sohagpur,7.7,3.45,341.45,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Indore,Depalpur,14.46,5.7,681.46,3,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Indore,Indore,17.5,6.9,533.3,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Indore,Sanwer,0,0,836.94,3,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Jabalpur,Bargi Jabalpur,2.46,1.1,1263.65,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Jabalpur,Kundam,20.09,9,384.04,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Jabalpur,Panagar,2.13,0.95,573.12,3,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Jabalpur,Patan,19.56,8.76,393.95,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Jabalpur,Shahpura Bhitoni,19.12,8.55,1451.79,6,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Jabalpur,Sihora,13.06,5.85,1286,6,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Jhabua,Jhabua,0,0,273.39,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Jhabua,Meghnagar,0,0,760.86,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Jhabua,Rama,14.2,6.36,256.64,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Jhabua,Thandla,0,0,1046.07,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Katni,Badwara,35.74,16,617.36,5,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Katni,Bohriband,6.26,2.8,108.38,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Katni,Dhimarkhera,28.36,12.7,490.14,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Katni,Katni,9.38,4.2,160.58,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Katni,Rithi,12.17,5.45,441.02,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Katni,Vijayraghogarh,8.04,3.6,160.26,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Khandwa,Harsud,11.38,5.1,297.59,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Khandwa,Khalwa,0,0,1023.24,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Khandwa,Khandwa,26.79,12,2674.57,10,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Khandwa,Pandhana,18.21,8.15,1136.3,6,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Khandwa,Punasa,32.63,14.61,819.14,5,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Khargone,Barwaha,70.99,31.79,1714.17,13,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Khargone,Bhagwanpura,10.94,4.9,1209.73,3,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Khargone,Gogawa,0,0,289.29,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Balangir,Muribahal,186.08,54,2457.71,18,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Khargone,Kasrawad,33.5,15,801.11,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Khargone,Khargone,0,0,242.47,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Khargone,Zirniya,0,0,656.33,3,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Mandla,Mandla,16.75,7.5,242.32,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Morena,Kailaras,13.35,5.98,241,3,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Morena,Morena,3.52,1.575,62.17,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Morena,Pahadgarh,2.24,1,55.6,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Morena,Sabalgarh,6.93,3.1,148.91,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Narsinghpur,Gotegaon,86.41,38.7,1665.12,15,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Narsinghpur,Kareli,43.67,19.56,844.77,6,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Narsinghpur,Narsighpur,74.81,33.5,1442.27,15,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Narsinghpur,Saikhda Gadarwada,47.46,19.5,858.35,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Panna,Ajaygarh,16.95,7.56,353.1,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Panna,Pawai,27.03,12.1,561.04,6,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Panna,Shahnagar,22.77,10.2,459.3,5,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Raisen,Badi Breli,3.57,1.6,65.58,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Raisen,Gairtganj,8.21,3.675,157.67,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Raisen,Obedullaganj,7.21,3.225,162.13,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Raisen,Sanchi,16.92,7.575,406.37,3,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Raisen,Silwani,32.19,14.42,748.09,8,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Raisen,Udaipura,3.8,1.7,81.93,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Rajgarh,Biaora,22.23,9.95,764.4,6,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Rajgarh,Jirapur,16.97,7.6,432.28,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Rajgarh,Khilchipur,20.33,9.1,405.04,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Rajgarh,Narsighgarh,40.86,18.3,862.74,7,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Rajgarh,Rajgarh,24.78,11.1,912.72,7,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Rajgarh,Sarangpur (Pachor),60.8,27.225,1694.94,12,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Ratlam,Alot,49.79,23.36,1278.31,10,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Ratlam,Bajna,3.94,0,701.62,3,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Ratlam,Jaora,41.44,16.05,1332.27,7,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Ratlam,Piploda,9.68,5,231.08,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Ratlam,Ratlam,21.77,10.1,573.09,5,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Rewa,Gangeva,21.77,9.75,403.64,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Rewa,Hanumana,47.42,19,732.29,3,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Rewa,Mauganj,19.2,8.6,309.69,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Rewa,Rewa,6.25,2.8,100.57,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Rewa,Sirmour,18.09,8.1,322.47,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Rewa,Teonthar,4.46,2,78.76,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Sagar,Banda,12.4,5.55,258.19,3,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Sagar,Bina,2.34,1.05,43.92,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Sagar,Deori,1.56,0.7,442.66,3,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Sagar,Jaisinagar,24.83,11.12,920.21,6,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Sagar,Kesli,15.18,6.8,691.21,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Sagar,Khurai,21.68,9.705,472.67,5,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Sagar,Malthon,4.75,2.128,259.61,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Sagar,Rahatgarh,55,24.63,1598.03,11,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Sagar,Rahli,3.8,1.7,378.35,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Sagar,Sagar,12.17,5.45,237.42,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Sagar,Shahgarh,21.64,9.69,486.18,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Satna,Amarpatan,6.02,2.7,89.4,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Satna,Chitrakut (Majhgawan),9.59,4.3,164.2,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Satna,Maihar,2.45,1.1,42.66,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Satna,Ram Nagar,7.14,3.2,140.43,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Satna,Rampur Baghelan,5.13,2.3,99.72,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Satna,Uchehra,4.01,1.8,71.99,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Seoni,Barghat,6.18,2.77,115.18,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Seoni,Dhanora,8.71,3.9,176.91,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Seoni,Ghansor,15.19,6.8,264.1,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Seoni,Kevlari,6.75,3.03,101.75,3,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Seoni,Lakhnadon,7.59,3.4,124.85,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Seoni,Seoni,124.85,54.98,2361.16,21,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Shahdol,Gohparu,9.38,4.2,132.71,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Shahdol,Jaisingh Nagar,14.29,6.4,259.3,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Shahdol,Sohagpur,3.8,1.7,69.09,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Shajapur,Kalapipal,19.43,8.7,575.41,3,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Shajapur,Moman Barodiya,32.39,14.5,887.69,6,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Shajapur,Shajapur,2.68,1.2,90.9,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Shajapur,Shujalpur,26.86,12.03,591.65,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Sheopur,Seopurkalan,14.51,6.5,287.07,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Sheopur,Vijaypur,9.93,4.45,174.12,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Shivpuri,Badarwas,63.21,28.3,1259.45,6,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Shivpuri,Karera,8.93,4,184.82,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Shivpuri,Khaniya Dhana,14.78,5.8,320.89,3,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Shivpuri,Kolaras,18.86,8.45,348.35,3,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Shivpuri,Narwar,2.46,1.1,54.43,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Shivpuri,Pichhore,32.38,14.5,615.8,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Shivpuri,Pohri,14.62,6.55,286.26,3,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Odisha,Balangir,Patnagarh,78.05,26.187,1265.35,12,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Shivpuri,Shivpuri,13.4,6,285.29,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Singrauli,Baidhan,33.81,15.14,604.99,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Singrauli,Chitrangi,144.69,64.795,2427.64,13,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Singrauli,Deosar,97.47,43.655,1944.81,11,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Ujjain,Badnagar,31.69,14.18,639.34,5,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Ujjain,Ghatiya,6.47,2.9,157.73,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Ujjain,Khachrod,39.24,16.65,782.28,5,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Ujjain,Mahidpur,63.19,28.3,1292.07,8,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Ujjain,Tarana,56.67,25,1219.73,13,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Ujjain,Ujjain,42.76,19.15,1318.62,8,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Umaria,Manpur,30.79,13.79,486.37,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Umaria,Pali Gohparu,21.55,9.65,378.58,5,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Umaria,Umaria Karkeli,195.48,87.55,3085.67,26,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Vidisha,Basoda,44.14,17.4,1235.94,6,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Vidisha,Kurvai,69.73,27.49,1156.27,9,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Vidisha,Lateri,17.26,6.8,317.8,3,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Vidisha,Nateran,19.26,7.9,483.64,3,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Vidisha,Sironj,9.9,3.9,189.19,3,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Madhya Pradesh,Vidisha,Vidisha,28.84,11.75,712.65,5,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Maharashtra,Ahmednagar,Akole,193.3,47.82,2338.09,20,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Maharashtra,Amrawati,Chikhaldara,85.69,26.05,1134.2,7,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Maharashtra,Amrawati,Dharni,50.7,17.6,633.83,6,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Maharashtra,Bhandara,Lakhandur,0,0,155.47,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Maharashtra,Bhandara,Lakhani,0,0,140.11,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Maharashtra,Bhandara,Mohadi,0,0,197.03,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Maharashtra,Bhandara,Sakoli,0,0,108.79,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Maharashtra,Chandrapur,Jiwati,220.4,45.5,2742.89,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Maharashtra,Chandrapur,Korpana,77.82,23.17,972.75,3,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Maharashtra,Chandrapur,Rajura,60.29,13.75,753.63,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Maharashtra,Gondia,Gondia,0,0,95.12,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Maharashtra,Gondia,Goregaon,0,0,110.99,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Maharashtra,Gondia,Sadak/ Arjuni,0,0,1103.79,6,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Maharashtra,Gondia,Tirora,0,0,384.68,5,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Maharashtra,Jalgaon,Chopda,29.42,8.3,369.34,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Maharashtra,Jalgaon,Raver,115.79,33.36,1453.88,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Maharashtra,Nanded,Kinwat,49.64,23.8,721.59,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Maharashtra,Nanded,Mahur,48.59,24.4,870.08,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Maharashtra,Nandurbar,Akkalkuwa,85.22,16.3,1065.22,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Maharashtra,Nandurbar,Akrani,608.91,106.44,7611.34,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Maharashtra,Nandurbar,Shahada,45.03,8.15,563.04,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Maharashtra,Nashik,Baglan,7.91,2.04,99.4,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Maharashtra,Nashik,Kalwan,8.32,1.65,104.5,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Maharashtra,Nashik,Peth,30.08,6.36,377.26,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Manipur,Churachandpur,Henglep,34.12,11,341.07,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Manipur,Churachandpur,Parbung,165.48,35.94,1654.76,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Manipur,Churachandpur,Samulamlan,30.96,7.74,309.5,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Manipur,Bishnupur,Bishnupur,156.13,32.412,1561.32,9,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Manipur,Senapati,Mao Maram,493.86,79.08,3704.61,10,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Meghalaya,East Garo Hills,Samanda,296.01,48.43,2966.67,8,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Meghalaya,East Garo Hills,Songsak,490.83,77.61,4953.99,19,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Meghalaya,East Khasi Hills,Laitkroh-Khadar Shnong,77.54,10.373,769.21,5,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Meghalaya,East Khasi Hills,Mawkynrew,62.42,11.198,694.81,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Meghalaya,East Khasi Hills,Mawphlang,129.61,17.882,1217.38,7,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Meghalaya,East Khasi Hills,Mawryngkneng,53.15,12.638,543.35,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Meghalaya,East Khasi Hills,Mawsynram,32.91,3.468,329.87,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Meghalaya,East Khasi Hills,Mylliem,75.58,17.871,757.63,10,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Meghalaya,East Khasi Hills,Pynursla,139.62,14.476,1423.6,7,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Meghalaya,East Khasi Hills,Shella Bholaganj,11.53,3.8,115.35,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Meghalaya,Jaintia,Amlarem,0,0,350.84,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Meghalaya,Jaintia,Khliehriat,110.3,19.347,1109.17,5,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Meghalaya,Jaintia,Laskein,143.2,21.899,1433.62,6,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Meghalaya,Jaintia,Saipung,238.23,29.587,2036.75,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Meghalaya,Jaintia,Thadlaskein,185.45,29.013,1860.58,7,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Meghalaya,Ribhoi,Jirang,136.9,18.229,1372.61,6,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Meghalaya,Ribhoi,Umling,189.58,26.73,1902.89,6,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Meghalaya,Ribhoi,Umsning,777.28,108.448,7784.23,18,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Meghalaya,South Garo Hills,Rongara,16.26,2.5,367.21,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Meghalaya,West Garo Hills,Betasing,280.25,39.457,2885.76,17,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Meghalaya,West Garo Hills,Dadenggre,444.92,54.314,4806.34,17,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Meghalaya,West Garo Hills,Dalu,186.65,24.034,2413.09,12,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Meghalaya,West Garo Hills,Gambegre,325.16,40.367,3451.96,11,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Meghalaya,West Garo Hills,Rongram,338.11,49.376,3422.66,17,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Meghalaya,West Garo Hills,Selsella,277.62,46.79,3206.29,16,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Meghalaya,West Garo Hills,Tikrikilla,204.62,31.054,2556.49,14,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Meghalaya,West Garo Hills,Zikzak,234.96,28.869,2558.09,14,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Meghalaya,West Khasi Hills,Mairang,166.31,20.936,1688.76,6,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Meghalaya,West Khasi Hills,Mawkyrwat,116.36,17.525,1202.29,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Meghalaya,West Khasi Hills,Mawshynrut,36.59,7.085,367.27,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Meghalaya,West Khasi Hills,Mawthadraishan,70.87,13.6,709.24,4,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Meghalaya,West Khasi Hills,Nongstoin,22.77,6.36,227.73,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Meghalaya,West Khasi Hills,Ranikor,41.67,5.55,423.47,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Mizoram,Aizawl,Darlawn,24.23,8.5,537.9,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Mizoram,Aizawl,Phullen,248.22,65.22,4900.72,2,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Mizoram,Aizawl,Thingsulthliah,46.77,20.25,1293.43,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Mizoram,Kolasib,Thingdawl,31.95,6.9,464.39,1,2013,"Calendar Year (Jan - Dec), 2013"
2013-14,Mizoram,Lawngtlai,Lawngtlai,178.26,40.31,2695.92,4,2013,"Calendar Year (Jan - Dec), 2013"
