srcYear,srcStateName,srcDistrictName,srcBlockName,Maintenance cost Maintenance cost for the road,Road length of state and district,Sanction cost granted by ministry of rural development to for road construction,Total work done for each state in terms of Habitations connected,YearCode,Year
2012-13,Uttar Pradesh,Bulandshahr,Araniya,16.24,9.02,333.89,1,2012,"Calendar Year (Jan - Dec), 2012"
2012-13,Uttar Pradesh,Bulandshahr,Debai,22.72,10.75,437.68,2,2012,"Calendar Year (Jan - Dec), 2012"
2012-13,Uttar Pradesh,Bulandshahr,Jhangirabad,2.93,7.7,319.85,1,2012,"Calendar Year (Jan - Dec), 2012"
2012-13,Uttar Pradesh,Bulandshahr,Lakhawati,2.93,1.5,58.63,1,2012,"Calendar Year (Jan - Dec), 2012"
2012-13,Uttar Pradesh,Bulandshahr,Pahasu,17.79,8.3,356,1,2012,"Calendar Year (Jan - Dec), 2012"
2012-13,Uttar Pradesh,Bulandshahr,Shikarpur,37.43,19.4,793.06,2,2012,"Calendar Year (Jan - Dec), 2012"
2012-13,Uttar Pradesh,Bulandshahr,Unchagaon,54.81,30.445,1297.37,3,2012,"Calendar Year (Jan - Dec), 2012"
2012-13,Uttar Pradesh,Chandauli,Barahani,41.65,17.875,757.37,6,2012,"Calendar Year (Jan - Dec), 2012"
2012-13,Uttar Pradesh,Chandauli,Chahania,51.84,32.6,847.21,6,2012,"Calendar Year (Jan - Dec), 2012"
2012-13,Uttar Pradesh,Chandauli,Chakiya,25.93,16,438.85,3,2012,"Calendar Year (Jan - Dec), 2012"
2012-13,Uttar Pradesh,Chandauli,Chandauli,47.46,24.06,785.65,9,2012,"Calendar Year (Jan - Dec), 2012"
2012-13,Uttar Pradesh,Chandauli,Dhanapur,17.13,10.3,284.69,4,2012,"Calendar Year (Jan - Dec), 2012"
2012-13,Uttar Pradesh,Chandauli,Naugarh,19.53,8.35,355.26,3,2012,"Calendar Year (Jan - Dec), 2012"
2012-13,Uttar Pradesh,Chandauli,Niyamatabad,39.88,22.275,648.96,5,2012,"Calendar Year (Jan - Dec), 2012"
2012-13,Uttar Pradesh,Chandauli,Sakaldiha,34.71,16.275,615.98,7,2012,"Calendar Year (Jan - Dec), 2012"
2012-13,Uttar Pradesh,Chandauli,Shahabganj,9.23,5.71,152.08,2,2012,"Calendar Year (Jan - Dec), 2012"
