Station name,srcStateName,Year,StateCode,StateName,IntermediateRatio
"RIICO TUBE WELL, RIA,  NEEMRANA, RAJASTHAN",Rajasthan,2014,8,RAJASTHAN,1
"DUG WELL NEAR JILLA PARISHET PRIMARY SCHOOL, VISAPUR, BALLARPUR, CHANDRAPUR",MAHARASHTRA,2017,27,MAHARASHTRA,1
KARUVADIKUPPAM,PONDICHERRY,2013,34,PUDUCHERRY,1
WELL AT METTUPALAYAM,PUDUCHERRY,2017,34,PUDUCHERRY,1
"TUBE WELL NEAR INDUSTRIAL AREA UDYOG VIHAR , CHURAT, REWA",MADHYA PRADESH,2017,23,MADHYA PRADESH,1
WELL C/O SULTHAN VEED,LAKSHADWEEP,2019,31,LAKSHADWEEP,1
BIKRAMGANJ (SPECIFY  LOCATION),Bihar,2013,10,BIHAR,1
"WELL AROUND UDAIPUR  (TUBEWELL), TRIPURA",TRIPURA,2016,16,TRIPURA,1
MEHASANA,GUJARAT,2016,24,GUJARAT,1
GROUND WATER AT ZANAKOT (I),JAMMU & KASHMIR,2018,1,JAMMU AND KASHMIR,1
GROUND WATER FROM HAMREN,ASSAM,2016,18,ASSAM,1
"BOREWELL OF KALIAWADI GRID  ROAD, NAVSARI",GUJARAT,2019,24,GUJARAT,1
GROUND WATER AT NALAGARH  INDUSTRIAL AREA,HIMACHAL PRADESH,2019,2,HIMACHAL PRADESH,1
"TUBEWELL AT INDL AREA, SHAHDOL",MADHYA PRADESH,2017,23,MADHYA PRADESH,1
WELL NEAR HARBOR COTTAGE,LAKSHADWEEP,2019,31,LAKSHADWEEP,1
WELL NEAR CHEKKILLAM HOUSE,LAKSHADWEEP,2017,31,LAKSHADWEEP,1
"WELL INFRONT OF SINGHANA  POLICE STATION, SINGHANA, JHUNJHUNU",RAJASTHAN,2012,8,RAJASTHAN,1
"DUG WELL OF MR. SAMPAT WALUNJ, NEAR M/S MAHAJEET CLAYTON. VILLAGE- SHINDE  VILLAGE,TALUKA- NASHIK, DISTRICT- NASHIK.",MAHARASHTRA,2012,27,MAHARASHTRA,1
"AT RAIPUR REGION,  CHHATISSGARH",Chhattisgarh,2014,22,CHHATTISGARH,1
SITAMARHI- HAND PUMP WATER AT SRI JANKI MANDIR,BIHAR,2016,10,BIHAR,1
"OPEN WELL/TUBE WELL  INDUSTRIAL AREA MANDIDEEP, DISTT. RAISEN, M.P",Madhya Pradesh,2013,23,MADHYA PRADESH,1
"NEAR MKCG MEDICAL COLLEGE, BERHAMPUR",ODISHA,2018,21,ODISHA,1
HOT SPRING AT BAKRESHWAR,WEST BENGAL,2017,19,WEST BENGAL,1
DUGWELL AT GAGHWAL(KATHUA DISTT),JAMMU & KASHMIR,2018,1,JAMMU AND KASHMIR,1
"RIICO TUBE WELL, RIA,  SHAHJAHANPUR, RAJASTHAN",Rajasthan,2013,8,RAJASTHAN,1
GROUND WATER FROM  SILAPATHAR,Assam,2013,18,ASSAM,1
"BOREWELL NEAR TSDF OF BHARUCH ENVIRO INFRASTRUCTURE LIMITED, ANKLESHWAR, BHARUCH",GUJARAT,2018,24,GUJARAT,1
JAMNAGAR,Gujarat,2013,24,GUJARAT,1
"GROUND WATER FROM LEDO,  MARGHERITA",Assam,2013,18,ASSAM,1
"TUBE WELL AT KUMARGHAT, INDUSTRIAL ESTATE AREA, NORTH TRIPURA",TRIPURA,2018,16,TRIPURA,1
"GROUND WATER FROM  BASISTHA, GUWAHATI",ASSAM,2019,18,ASSAM,1
WELL C/O PURATHA PALLI,LAKSHADWEEP,2017,31,LAKSHADWEEP,1
SATI GHAT AT BANKURA TOWN,WEST BENGAL,2014,19,WEST BENGAL,1
"RIICO TUBE WELL, RIA, SHAHJAHANPUR, RAJASTHAN",RAJASTHAN,2017,8,RAJASTHAN,1
"BORE WELL OF ITI COLLAGE OPP,  M/S PALIWAL MILK AT MOTA  SONELA, MODASA ROAD, TAL,  LUNAVADA, DIST. MAHISAGAR",GUJARAT,2019,24,GUJARAT,1
"BOREWELL/ HANDPUMP IN DHANRAS, NTPC,  KORBA",CHHATTISGARH,2016,22,CHHATTISGARH,1
JAMALPUR (SPECIFY LOCATION),Bihar,2013,10,BIHAR,1
"MEHATWAS, NAGDA",Madhya Pradesh,2014,23,MADHYA PRADESH,1
"MSW SITE, TALOJA, RAIGAD",MAHARASHTRA,2012,27,MAHARASHTRA,1
"CHAPRA (SPECIFY LOCATION),  BIHAR",Bihar,2013,10,BIHAR,1
RAMHLUM (NORTHERN PART),MIZORAM,2017,15,MIZORAM,1
MADUKARAI,PUDUCHERRY,2019,34,PUDUCHERRY,1
NADIAD,GUJARAT,2016,24,GUJARAT,1
DEHRI ON SONE-HAND PUMP WATER NEAR MUFFASIL THANA MORE,BIHAR,2017,10,BIHAR,1
TOPSIA CALCUTTA,WEST BENGAL,2016,19,WEST BENGAL,1
"VILLAGE KHANVEL, DADRA",DADRA NAGAR HAVELI,2012,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,1
WELL AT VERNA INDI.ESTATE.(M/S CIPLA LIMITED),GOA,2018,30,GOA,1
"TUBE WELL AT KAMESWAR, INDUSTRIAL ESTATE AREA, NORTH TRIPURA",TRIPURA,2017,16,TRIPURA,1
AT PARWANOO,HIMACHAL PRADESH,2017,2,HIMACHAL PRADESH,1
"TUBE WELL AT MEERUT CITY, U.P",UTTAR PRADESH,2017,9,UTTAR PRADESH,1
MANER (SPECIFY LOCATION),Bihar,2013,10,BIHAR,1
"A.D.NAGAR, AGARTALA, TRIPURA",TRIPURA,2018,16,TRIPURA,1
"WELL NEAR PWD ADJACENT  TO CHAKIKILUM IN  KAVARATTI,",LAKSHADWEEP,2016,31,LAKSHADWEEP,1
METTUPALAYAM,PONDICHERRY,2014,34,PUDUCHERRY,1
"O/W. - NEAR RAMA TEMPLE ,  WARD NO.2 , MINDI , VISAKHAPATNAM, A.P",ANDHRA PRADESH,2014,28,ANDHRA PRADESH,1
"WELL AT PUNKUNNAM TRISSUR  DISTT. , KERALA",KERALA,2019,32,KERALA,1
"VILLAGE ATHAL, DADRA",DADRA & NAGAR HAVELI,2014,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,1
"CHANMARI HAND PUMP, LAWNGTLAI",MIZORAM,2017,15,MIZORAM,1
"NEAR VSS MEDICAL COLLEGE, BURLA, SAMBALPUR",ODISHA,2017,21,ODISHA,1
"SDO OFFICE, KRISHNANAGAR",WEST BENGAL,2014,19,WEST BENGAL,1
GROUND WATER AT KASHIPUR MORADABAD ROAD- 1,UTTARAKHAND,2018,5,UTTARAKHAND,1
"B/W. - NAGARAM(V),  PALVONCHA, KHAMMAM  DIST.",TELANGANA,2016,36,TELANGANA,1
"WELL OF IDAR, NAGAR PALIKA, SAKARIA, IDAR",GUJARAT,2018,24,GUJARAT,1
DUG WELL AT GAGHWAL  (KATHUA DISTT.),JAMMU & KASHMIR,2016,1,JAMMU AND KASHMIR,1
"VILLAGE BAGER MEO, TEHSIL-  RAMGARH, ALWAR",RAJASTHAN,2012,8,RAJASTHAN,1
"WELL AT MAYA PURI, DELHI",DELHI,2019,7,DELHI,1
HAND PUMP AT NAHAN,HIMACHAL PRADESH,2018,2,HIMACHAL PRADESH,1
HAND PUMP AT NAHAN,HIMACHAL PRADESH,2012,2,HIMACHAL PRADESH,1
"HAND PUMP INSTALLED AT THE VACANT PLOT OF SH. PREM SINGH, NEAR DASHMESH DENTAL CLINIC, BHANKARPUR, TEHSIL DERA BASSI DISTT. SAS NAGAR",PUNJAB,2018,3,PUNJAB,1
VISNAGAR BOREWELL,GUJARAT,2018,24,GUJARAT,1
HAZARDOUS WASTE DUMP  (AMBALAMUGHAL),Kerala,2014,32,KERALA,1
"GOPIGANJ INDUSTRIAL AREA BHADOHI, VARANASI, U.P",UTTAR PRADESH,2017,9,UTTAR PRADESH,1
"DUG WELL NO-2 AT ARKETWADI,  KHED, RATNAGIRI",MAHARASHTRA,2019,27,MAHARASHTRA,1
PUNNALPETTIPPALAM  (TELLICHERRY MUNICIPALITY,Kerala,2014,32,KERALA,1
BORE WELL OF NAVSARI GIDC INDUSTRIES ASSOCIATION OFFICE.,GUJARAT,2017,24,GUJARAT,1
VAIKOM,KERALA,2012,32,KERALA,1
RESIDENTIAL AREA - SONARPUR,WEST BENGAL,2013,19,WEST BENGAL,1
PARWANOO INDUSTRIAL AREA,HIMACHAL PRADESH,2013,2,HIMACHAL PRADESH,1
GROUND WATER AT SHYAMPUR  BUDGE BUDGE,WEST BENGAL,2019,19,WEST BENGAL,1
JAKREM HOT SPRING AT JAKREM,MEGHALAYA,2018,17,MEGHALAYA,1
"BEHALA CALCUTTA, WEST BENGAL",WEST BENGAL,2018,19,WEST BENGAL,1
"BOREWELL NEAR TSDF SITE OF SAURASHTRA ENVIRO PROJECT LTD., JUNA KATARIYA, BHACHAU",GUJARAT,2017,24,GUJARAT,1
PIRO (SPECIFY LOCATION),Bihar,2013,10,BIHAR,1
METTUPALAYAM,PONDICHERRY,2012,34,PUDUCHERRY,1
"WELL AT VILLAGE GATTAL,  NEAR, BHIWADI TO BHIWADI  INDUSTRIAL AREA, BHIWADI",RAJASTHAN,2016,8,RAJASTHAN,1
"RISHRA, WEST BENGAL",WEST BENGAL,2017,19,WEST BENGAL,1
"WELL AT VILLAGE  HARCHANDPUR, VERY NEAR,  BHIWADI TO BHIWADI  INDUSTRIAL AREA, BHIWADI",RAJASTHAN,2016,8,RAJASTHAN,1
"WELL AT AHMEDABAD,",GUJARAT,2017,24,GUJARAT,1
"GROUND WATER FROM KHANAPARA, GUWAHATI",ASSAM,2018,18,ASSAM,1
"WELL AT NARAINA INDL AREA, DELHI",DELHI,2018,7,DELHI,1
"DUMRAON BORE WELL WATER AT PANI TANKI, BUXAR DUMRAON  ROAD",BIHAR,2016,10,BIHAR,1
"RASULWADI-SAMBARWADI,  MIRAJSANGLI",MAHARASHTRA,2019,27,MAHARASHTRA,1
KUREEPUZHA (KOLLAM),KERALA,2012,32,KERALA,1
"TRENCHING GROUND, NEAR GARDEN, DEV GURADIYA ROAD, INDORE",MADHYA PRADESH,2017,23,MADHYA PRADESH,1
"DUG WELL NO.-1 AT GROUP  GRAM PANCHAYAT AT ARKETWADI, NEAR MASJID VILLAGE- ARKETWADI,TALUKA- KHED,  DISTRICT- RATNAGIRI.",MAHARASHTRA,2012,27,MAHARASHTRA,1
"NEAR GANDHI BHWAN, AJMER",Rajasthan,2013,8,RAJASTHAN,1
ENGLISH BAZAR- MALDAH,WEST BENGAL,2018,19,WEST BENGAL,1
SHERGHATI BORE WELL WATER AT BUS STAND,BIHAR,2016,10,BIHAR,1
NADIAD,GUJARAT,2018,24,GUJARAT,1
HAND PUMP IN THE PREMISES  OF ZILLA PARISHAD PRIMARY SCHOOL,MAHARASHTRA,2012,27,MAHARASHTRA,1
"GROUND WATER FROM NAZIRA, ASSAM",ASSAM,2018,18,ASSAM,1
NAWADAH- HAND PUMP WATER AT COLLECTRIATE CAMPUS.,BIHAR,2018,10,BIHAR,1
"WELL, SHRI RAO PRAJAPATI WELL , M. P.(T/W OF HANIF KHAN S/O JABBAR KHAN, AMRAWATI ROAD, BURHANPUR )",MADHYA PRADESH,2018,23,MADHYA PRADESH,1
"HAND PUMP WATER NEAR GOVT. HOSPITAL, PURNEA",BIHAR,2017,10,BIHAR,1
TUBE WELL AT KARBOOK,TRIPURA,2018,16,TRIPURA,1
GROUND WATER AT SADAKADAL,JAMMU & KASHMIR,2017,1,JAMMU AND KASHMIR,1
TUBE WELL AT KAMALPUR,TRIPURA,2018,16,TRIPURA,1
"MAWLAI, SHILLONG",MEGHALAYA,2016,17,MEGHALAYA,1
"NAIGOPALPUR, BALASORE",ODISHA,2018,21,ODISHA,1
SATI GHAT AT BANKURA TOWN,WEST BENGAL,2016,19,WEST BENGAL,1
OPEN WELL PEDDANUVVI - VIZIANAGARAM,ANDHRA PRADESH,2018,28,ANDHRA PRADESH,1
"INDUSTRIAL ESTATE,  BYRNIHAT",MEGHALAYA,2016,17,MEGHALAYA,1
KARUVADIKUPPAM,PUDUCHERRY,2016,34,PUDUCHERRY,1
"GROUND WATER NEAR BUS STAND, DIST MANDLA",MADHYA PRADESH,2017,23,MADHYA PRADESH,1
TUBE WELL AT DAMCHERRA,TRIPURA,2019,16,TRIPURA,1
KAKCHING,MANIPUR,2019,14,MANIPUR,1
"WELL AT ELOOR, KERALA",KERALA,2017,32,KERALA,1
"BOREWELL OF AJANTA TEXTILES  NAKODA ROAD, JASOL,",RAJASTHAN,2019,8,RAJASTHAN,1
"PHED WELL NEAR NEI, KHATIPURA",RAJASTHAN,2012,8,RAJASTHAN,1
"HAND PUMP NEAR RIICO INUSTRIAL AREA, AAJOLIYON KA KHERA, GANGRAR, CHITTORGARH",RAJASTHAN,2018,8,RAJASTHAN,1
HAND PUMP AT BILASPUR TOWN,HIMACHAL PRADESH,2017,2,HIMACHAL PRADESH,1
"BOREWELL OF SHRI MAHAVIR METAL CRAFT PVT. LTD., PLOT NO. 3059, ROAD NO.6, NR. MAHAVIR CIRCLE, PHASE-III, GIDC, DARED, JAMNAGAR",GUJARAT,2017,24,GUJARAT,1
GROUND WATER AT SANTIPURI KICHHA- 2,UTTARAKHAND,2018,5,UTTARAKHAND,1
"WELL AT KUYYURA, A.P.",ANDHRA PRADESH,2012,7,DELHI,1
GROUND WATER QUALITY  STATION CAPTANGANJ,UTTAR PRADESH,2016,9,UTTAR PRADESH,1
WELL AT PAONTA SAHIB,HIMACHAL PRADESH,2019,2,HIMACHAL PRADESH,1
"BADAMBARI AREA,  CUTTACK, ORISSA",ORISSA,2012,21,ODISHA,1
DWARIKA AT BISHNUPUR TOWN,WEST BENGAL,2012,19,WEST BENGAL,1
"GROUND WATER NCL, JINGURDHA, QSHF-176 METENCE OFF, DIST SINGROULI",MADHYA PRADESH,2017,23,MADHYA PRADESH,1
MANER HAND PUMP WATER AT MAIN ROAD NEAR KALI MANDIR,BIHAR,2018,10,BIHAR,1
"MSW DUMPING SITE, JAMALPUR",PUNJAB,2019,3,PUNJAB,1
T.W.W.at Village Tarpura  sec-III Pithampur Tube Well Water,Madhya Pradesh,2014,23,MADHYA PRADESH,1
HAND PUMP AT DALHOUSIE TOWN,HIMACHAL PRADESH,2014,2,HIMACHAL PRADESH,1
"GROUND WATER FROM HAMREN, ASSAM",ASSAM,2018,18,ASSAM,1
"GROUND AROUND STP DINAPUR, VARANASI, U.P",UTTAR PRADESH,2017,9,UTTAR PRADESH,1
"GROUND WATER FROM GARMUR, MAJULI",ASSAM,2018,18,ASSAM,1
KUREEPUZHA (KOLLAM),Kerala,2014,32,KERALA,1
"O/W - BHOOMAIAH NEAR ASHPONDS OF NTPC , KUNDANPALLY (V) , RAMAGUNDAM , KARIMNAGAR",TELANGANA,2017,36,TELANGANA,1
"PETROL PUMP OPP. HERO CYCLE,  LUDHIANA",PUNJAB,2016,3,PUNJAB,1
ARA (BHOJPUR) BORE WELL WATER AT STATION RAOD NEAR RLY  STATION,BIHAR,2016,10,BIHAR,1
B/W AT ZPHS SULTHANPUR,TELANGANA,2019,36,TELANGANA,1
"BOREWELL OF M/S ALFA ECA (I) LTD.,  UNIT-1, SR.NO.",GUJARAT,2016,24,GUJARAT,1
"WELL AT KALA AMB,",HIMACHAL PRADESH,2019,2,HIMACHAL PRADESH,1
TUBE WELL AT BISHALGARH,TRIPURA,2018,16,TRIPURA,1
"TPS-DURGAPUR, CHANDRAPUR",MAHARASHTRA,2018,27,MAHARASHTRA,1
"KATHODA, JABALPUR",MADHYA PRADESH,2016,23,MADHYA PRADESH,1
"RIICO TUBE WELL, RIA,  SOTANALA, RAJASTHAN",Rajasthan,2014,8,RAJASTHAN,1
"BAWNGKAWN HAND  PUMP,NEAR HB PETROL PUMP",MIZORAM,2019,15,MIZORAM,1
"BORE WELL NEAR VILLAGE SECRETARIAT,  PATHAPADU (V)",ANDHRA PRADESH,2018,28,ANDHRA PRADESH,1
"WELL AT VELLIPARAMBA, KOZHEKODE",KERALA,2018,32,KERALA,1
"NEAR PEER BEGRAJ  INDSTRIAL AREA,  MUZAFFARNAGAR",UTTAR PRADESH,2016,9,UTTAR PRADESH,1
"B/W NEAR INDL. AREA BORASARA & NAVAPURA, DIST. SURAT.",GUJARAT,2018,24,GUJARAT,1
WELL AT KATTERIKUPPAM,PUDUCHERRY,2018,34,PUDUCHERRY,1
"WELL OF PEMA RAM MALI,  BHITUJA, RAJASTHAN",RAJASTHAN,2019,8,RAJASTHAN,1
BHAVNAGAR,GUJARAT,2016,24,GUJARAT,1
JAMALPUR (SPECIFY LOCATION),Bihar,2014,10,BIHAR,1
"BORE WELL WATER FROM IGIMS CAMPUS, PATNA",BIHAR,2018,10,BIHAR,1
GROUND WATER AT NAIHATI,WEST BENGAL,2019,19,WEST BENGAL,1
KALA AMB INDUSTRIAL AREA,HIMACHAL PRADESH,2014,2,HIMACHAL PRADESH,1
AT BILASPUR REGION,CHATTISSGARH,2012,22,CHHATTISGARH,1
"WELL C/O OLD POLICE  BARRACKS, LAKSHDWEEP",Lakshadweep,2013,31,LAKSHADWEEP,1
HAND PUMP AT SANSARPUR  TERRACE IA,HIMACHAL PRADESH,2019,2,HIMACHAL PRADESH,1
"HAND PUMP WATER AT KILA GATE NEAR RAMBAGH MITHILA UNIVERSITY, DARBHANGA",BIHAR,2017,10,BIHAR,1
"GROUND WATER FROM SILAPATHAR, ASSAM",ASSAM,2017,18,ASSAM,1
"BORE WELL WATER NEAR COMMISSIONARY OFFICE, CHAPRA",BIHAR,2017,10,BIHAR,1
"*SIBSAGAR , ASSAM",Assam,2013,18,ASSAM,1
"*(JORHAT, ASSAM",Assam,2013,18,ASSAM,1
GROUND WATER AT ZANAKOT (II),JAMMU & KASHMIR,2017,1,JAMMU AND KASHMIR,1
"DHAPA CALCUTTA, WEST BENGAL",WEST BENGAL,2018,19,WEST BENGAL,1
SUPUAL HAND PUMP WATER AT BUS STAND,BIHAR,2018,10,BIHAR,1
WELL AT KUDAI INDL.  ESTATE(M/S CADILA  HEALTHCARE LIMITED),GOA,2019,30,GOA,1
"GROUND WATER AT SILCHAR,  ASSAM",ASSAM,2019,18,ASSAM,1
"WELL AT KUNDARA, KOLLAM  DISTT. , KERALA",KERALA,2019,32,KERALA,1
WELL AT OLLUR (THRISSUR),KERALA,2019,32,KERALA,1
"A.D.NAGAR, AGARTALA, TRIPURA",TRIPURA,2017,16,TRIPURA,1
"NEAR M/S KUMAR INTER  NATIONAL LAKDI FAZALPUR, DELHI ROAD, MORADABAD",Uttar Pradesh,2013,9,UTTAR PRADESH,1
"BORE WELL AT ALLADAPALEM VILLAGE,  PYDIBHIMAVARAM",ANDHRA PRADESH,2017,28,ANDHRA PRADESH,1
"Dugwell no 1 at Brahamanwadi  (C/O Shri Vaidya) Vill Anjanwell, Tal. Guhagar, Dist Ratangiri.",Maharashtra,2014,27,MAHARASHTRA,1
"BORE WELL AT MIDC SHIROLI  NEAR M/S PRATIBHA  ENTERPRISES, HATKANANGALE,  KOLHAPUR",MAHARASHTRA,2019,27,MAHARASHTRA,1
LALOOR (THRISSUR),KERALA,2012,32,KERALA,1
"WELL AT AURBINDO MARG, DELHI",DELHI,2018,7,DELHI,1
"HAND PUMP NEAR PANCHAYAT BHAWAN, VILLAGE TINAWALI RAIRU",MADHYA PRADESH,2017,23,MADHYA PRADESH,1
HAND PUMP AT SHAMSHI,HIMACHAL PRADESH,2012,2,HIMACHAL PRADESH,1
"GROUND WATER FROM DIPHU (GOVT. COLLEGE), ASSAM",ASSAM,2018,18,ASSAM,1
"SITE 1, INDUSTRIAL AREA NEAR  M/S WOODWARM CHEMICAL  LTD., UNNAO, U.P",UTTAR PRADESH,2019,9,UTTAR PRADESH,1
VISVA BHARATI,WEST BENGAL,2013,19,WEST BENGAL,1
"GROUND WATER FROM DHUBRI  DISTRICT (COLLEGE NAGAR ),  ASSAM",ASSAM,2019,18,ASSAM,1
DAHANU,MAHARASHTRA,2017,27,MAHARASHTRA,1
BARRAKPORE MUNICIPALITY,WEST BENGAL,2012,19,WEST BENGAL,1
NEAR THE PHOSPHATE  COMPANY-RISHRA,WEST BENGAL,2012,19,WEST BENGAL,1
"BOREWELL OF GIDC, PANOLI",GUJARAT,2018,24,GUJARAT,1
"BOREWELL OF M/S ALFA ECA (I)  LTD., UNIT-1, SR.NO. 249, UMA  IND. ESTATE, VASNA , IYAVA,  SANAND, AHMEDABAD",GUJARAT,2019,24,GUJARAT,1
IBRAHIMGANJ NEAR BUS STAND,MADHYA PRADESH,2012,23,MADHYA PRADESH,1
"GROUND AROUND STP  DINAPUR, VARANASI",UTTAR PRADESH,2016,9,UTTAR PRADESH,1
"HAND PUMP WATER AT COLLECTRIATE OFFICE, MADHUBANI",BIHAR,2017,10,BIHAR,1
"TUBE WELL AT SHANTIR  BAZAR, SOUTH TRIPURA",TRIPURA,2016,16,TRIPURA,1
GROUND WATER FROM TEZPUR  (MISSION CHARIALI),ASSAM,2012,18,ASSAM,1
"BEHALA CALCUTTA, WEST  BENGAL",WEST BENGAL,2014,19,WEST BENGAL,1
"TANGRA, CALCUTTA ,WEST  BENGAL",WEST BENGAL,2012,19,WEST BENGAL,1
"SHRI GIRDHARI SINGH  RAJPUROHIT NEAR VILLAGE PUNAYATA, JODHPUR- SUMERPUR BYE PASS ROAD, PALI,  RAJASTHAN",Rajasthan,2014,8,RAJASTHAN,1
"TUBE WELL AT NAGICHERRA, WEST TRIPURA",TRIPURA,2017,16,TRIPURA,1
"WELL, SHRI RAO PRAJAPATI WELL",MADHYA PRADESH,2016,23,MADHYA PRADESH,1
"BRHAMNI, KALMESHWAR,  NAGPUR",MAHARASHTRA,2019,27,MAHARASHTRA,1
"GROUND WATER SAMPLING AT  TWO POINTS IN INDUSTRIAL AREA MALANPUR, M.P",Madhya Pradesh,2014,23,MADHYA PRADESH,1
"DOMJUR HOWRAH, WEST BENGAL",WEST BENGAL,2014,19,WEST BENGAL,1
"TRENCHING GROUND IN THE  PREMISES OF M/S RISHABH  MASALA UDYOG, INDORE",MADHYA PRADESH,2016,23,MADHYA PRADESH,1
RAJARHAT - NEW TOWNSHIP,WEST BENGAL,2016,19,WEST BENGAL,1
"GROUND WATER NEAR SHIV MANDIR, AMLORI NCL, PROJECT SINGROULI",MADHYA PRADESH,2017,23,MADHYA PRADESH,1
"DANKUNI (NEAR COAL COMPLEX),  WEST BENGAL",WEST BENGAL,2012,19,WEST BENGAL,1
KURUMBAPET,PONDICHERRY,2012,34,PUDUCHERRY,1
"MUSADIHA, PARADEEP",ODISHA,2019,21,ODISHA,1
"BOREWELL WATER , SRI  VENKATESWARA SWAMY  TEMPLE, VENKATAPALEM (V),  TULLUR (M)",ANDHRA PRADESH,2019,28,ANDHRA PRADESH,1
WELL C/O PUTHIYA PALLI,LAKSHADWEEP,2017,31,LAKSHADWEEP,1
"BOREWELL OF GIDC, SOJITRA",GUJARAT,2018,24,GUJARAT,1
WELL C/O PURATHA PALLI,LAKSHADWEEP,2016,31,LAKSHADWEEP,1
"SUJAN GANGA, BHARATPUR,  RAJASTHAN",Rajasthan,2013,8,RAJASTHAN,1
"WELL OF BHOPAL SINGH, 24  KM. FROM PALI TOWN",RAJASTHAN,2016,8,RAJASTHAN,1
"ASH DYKES OF THERMAL POWER PLANT LEHRA MOHABBAT, BHATINDA",PUNJAB,2018,3,PUNJAB,1
"MINE PIT WATER ASSANSOL,  WEST BENGAL",WEST BENGAL,2013,19,WEST BENGAL,1
"BORE WELL AT ARINAMA  AKKIVALASA, SRIKAKULAM, A.P.",ANDHRA PRADESH,2013,28,ANDHRA PRADESH,1
"NEAR RIVER KUSHABHADRA, PURI",ODISHA,2018,21,ODISHA,1
BEHALA CALCUTTA,WEST BENGAL,2016,19,WEST BENGAL,1
HAND PUMP AT HAMIRPUR  TOWN,HIMACHAL PRADESH,2019,2,HIMACHAL PRADESH,1
MAWLAI MAWPDANG (SPRING),Meghalaya,2013,17,MEGHALAYA,1
KALAMASSERY ERNAKULAM,KERALA,2012,32,KERALA,1
"OPEN WELL/TUBE WELL INDL  AREA MANDIDEEP, RAISEN",MADHYA PRADESH,2012,23,MADHYA PRADESH,1
"*SIBSAGAR, ASSAM",Assam,2013,18,ASSAM,1
"WELL AT THENGAITHITTU AREA, (II)",PUDUCHERRY,2018,34,PUDUCHERRY,1
"INDUSTRIAL ESTATE,  BYRNIHAT, MEGHALAYA",MEGHALAYA,2012,17,MEGHALAYA,1
"WELL AT VILLAGE BHIWADI ,  VERY NEAR, BHIWADI TO BHIWADI INDUSTRIAL AREA, BHIWADI, RAJASTHAN",Rajasthan,2013,8,RAJASTHAN,1
"CHUNMBAR RIVER, PONDICHERRY",PONDICHERRY,2014,34,PUDUCHERRY,1
"VILLAGE VINAYAKIA, JODHPUR  (BADRI KUMHAR)",RAJASTHAN,2019,8,RAJASTHAN,1
"SHIBNAGAR, AGARTALA,  TRIPURA",TRIPURA,2016,16,TRIPURA,1
"GARIA CALCUTTA, WEST BENGAL",WEST BENGAL,2017,19,WEST BENGAL,1
WELL-1 AT DARBHANGA,Bihar,2013,10,BIHAR,1
WELL AT VAIKOM,KERALA,2019,32,KERALA,1
"RISHRA, WEST BENGAL",WEST BENGAL,2013,19,WEST BENGAL,1
"B/W. - PRIMARY SCHOOL -  RUDRAVELLI (V) , BIBINAGAR (M), NALGONDA DIST., A.P",ANDHRA PRADESH,2014,36,TELANGANA,1
CENTRAL KOLKATA,WEST BENGAL,2014,19,WEST BENGAL,1
"TUBE WELL AT BAGPAT CITY, U.P",UTTAR PRADESH,2019,9,UTTAR PRADESH,1
"HAND PUMP OF VIDHANI VILLAGE  GONER ROAD JAIPUR, RAJASTHAN",Rajasthan,2013,8,RAJASTHAN,1
WELL C/O MOULA PALL,LAKSHADWEEP,2019,31,LAKSHADWEEP,1
"NEAR JAGANNATH TEMPLE,  PURI, ODISHA",Odisha,2014,21,ODISHA,1
HAND PUMP AT PARWANOO IA,HIMACHAL PRADESH,2019,2,HIMACHAL PRADESH,1
"HMAR VENG TUIKHUR, KOLASIB",MIZORAM,2019,15,MIZORAM,1
SECTOR 15,CHANDIGARH,2012,4,CHANDIGARH,1
ERAL ÃÂÃ¢ÂÂ CHARMAM  ARUNACHALA SWAMY TEMPLE  WEST OF BORE WELL,TAMIL NADU,2019,33,TAMIL NADU,1
"OPEN WELL/TUBE WELL INDUSTRIAL AREA MANDIDEEP, DISTT. RAISEN, M.P",MADHYA PRADESH,2018,23,MADHYA PRADESH,1
"GROUND WATER FROM LEDO,  MARGHERITA",Assam,2014,18,ASSAM,1
"GANDHIGRAM, AGARTALA,  TRIPURA",TRIPURA,2013,16,TRIPURA,1
"B/W. - VIJAY KUMAR AUTONAGAR  VIJAYAWADA, KRISHNA DIST., A.P.",ANDHRA PRADESH,2013,28,ANDHRA PRADESH,1
"KORADI, NAGPUR",MAHARASHTRA,2016,27,MAHARASHTRA,1
"TPS-DURGAPUR, CHANDRAPUR",MAHARASHTRA,2012,27,MAHARASHTRA,1
"GROUND WATER NEAR  COMMERCIAL AUTO MOBILE  NEAR BHARAT PETROL PUMP,  VINDHYA NAGAR, SINGROULI",MADHYA PRADESH,2019,23,MADHYA PRADESH,1
"NEAR GALVANISATION UNIT,  HOWRAH",WEST BENGAL,2019,19,WEST BENGAL,1
"PABUPURA ROAD NEAR CIVIL AIR PORT, JODHPUR (MANGILAL RATHOR)",RAJASTHAN,2017,8,RAJASTHAN,1
FATHIMAPURAM (CHANGANASSERY),KERALA,2017,32,KERALA,1
"BORE WELL AT KATPUR, NEAR  Z.P SCHOOL.",MAHARASHTRA,2012,27,MAHARASHTRA,1
SURI TOWN NEAR BUS STAND,WEST BENGAL,2019,19,WEST BENGAL,1
