Station name,srcStateName,Year,StateCode,StateName,IntermediateRatio
RAJARHAT - NEW TOWNSHIP,WEST BENGAL,2018,19,WEST BENGAL,1
"MADAI GRAM, JABALPUR",Madhya Pradesh,2013,23,MADHYA PRADESH,1
"WELL OF IDAR, NAGAR PALIKA,  SAKARIA, IDAR",GUJARAT,2019,24,GUJARAT,1
WELL C/O SOLAR PLANT,LAKSHADWEEP,2019,31,LAKSHADWEEP,1
"SECTOR 22, CHANDIGARH",CHANDIGARH,2017,4,CHANDIGARH,1
HAND PUMP AT SHAMSHI,HIMACHAL PRADESH,2014,2,HIMACHAL PRADESH,1
"RANIHAT- MANGALABAGH AREA,  CUTTACK, ORISSA",ORISSA,2013,21,ODISHA,1
"KORADI, NAGPUR",MAHARASHTRA,2012,27,MAHARASHTRA,1
"TAP WATER IN CAMPUS OF KALI ASTHAN, BEGUSARAI",BIHAR,2017,10,BIHAR,1
"DUG WELL AT GHANE KUNT,  NEAR AWASTHI, OWNED BY SHRI RAJENDRA AMRE",MAHARASHTRA,2012,27,MAHARASHTRA,1
"WELL KOTHI IN VILLAGE BAGAR RAJPUT, ALWAR, RAJASTHAN",RAJASTHAN,2018,8,RAJASTHAN,1
"100 M D/S OF VILL RURIANWALI,  DIST MUKTSAR",PUNJAB,2019,3,PUNJAB,1
"NEAR RIVER KUSHABHADRA,  PURI, ODISHA",Odisha,2014,21,ODISHA,1
"NEAR BADABAZAR, BERHAMPUR",ODISHA,2018,21,ODISHA,1
"WELL AT BAWANA, DELHI",DELHI,2019,7,DELHI,1
WELL AT OLPAD.,GUJARAT,2018,24,GUJARAT,1
"BORE WELL NEAR CHINCHOLI. VILLAGE- CHINCHOLI, TALUKA-  MOHOL, DISTRICT- SOLAPUR.",MAHARASHTRA,2012,27,MAHARASHTRA,1
"AT INDUSTRIAL AREA. NAINI,  ALLAHABAD",UTTAR PRADESH,2019,9,UTTAR PRADESH,1
"TUBE WELL AT AMAR SAGAR, UDAIPUR",TRIPURA,2018,16,TRIPURA,1
"GROUND WATER FROM  LAKHIMPUR TOWN, ASSAM",ASSAM,2019,18,ASSAM,1
"DUMRAON- BORE WELL WATER AT PANI TANKI, BUXAR",BIHAR,2017,10,BIHAR,1
"NEAR GALVANISATION UNIT,  HOWRAH",WEST BENGAL,2014,19,WEST BENGAL,1
"WELL OF BHAG JI LAXMAN RAM MALI, SAKARNA BERA, BALOTRA, JODHPUR, RAJASTHAN",RAJASTHAN,2018,8,RAJASTHAN,1
"DUG WELL NO-2 OWNED BY GROUP GRAM PANCHAYAT BRAHMANWADI, ANJANWEL, GUHAGAR, RATNAGIRI",MAHARASHTRA,2017,27,MAHARASHTRA,1
"WELL AT VILLAGE GATTAL, NEAR, BHIWADI TO BHIWADI INDUSTRIAL AREA, BHIWADI, RAJASTHAN",RAJASTHAN,2017,8,RAJASTHAN,1
"VILLAGE DUNETHA,DAMAN",DAMAN,2012,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,1
"JAJMAU INDUSTRIAL AREA NO.  6 KANPUR, U.P",Uttar Pradesh,2014,9,UTTAR PRADESH,1
"KALPNA - LAXMINAGAR AREA,  BHUBANESWAR, ODISHA",Odisha,2014,21,ODISHA,1
TUIKUAL HAND PUMP,MIZORAM,2016,15,MIZORAM,1
"BORE WELL AT WAHEGAON NEAR ZILLA PARISHET SCHOOL, PAITHAN, AURANGABAD",MAHARASHTRA,2017,27,MAHARASHTRA,1
"TUBE WELL AT B.C.MANU,  SOUTH TRIPURA",TRIPURA,2019,16,TRIPURA,1
"TUBE WELL AT KAMESWAR, INDUSTRIAL ESTATE AREA, NORTH TRIPURA",TRIPURA,2018,16,TRIPURA,1
SAMASTIPUR,Bihar,2013,10,BIHAR,1
"TOPSIA CALCUTTA, WEST BENGAL",WEST BENGAL,2012,19,WEST BENGAL,1
"SIBSAGAR GOVT ME SCHOOL WARD 6, RED CROSS ROAD , ASSAM",ASSAM,2018,18,ASSAM,1
"GROUND WATER FROM  SEMENCHAPARI, ASSAM",ASSAM,2019,18,ASSAM,1
"SHRI GIRDHARI SINGH  RAJPUROHIT NEAR VILLAGE PUNAYATA, JODHPUR- SUMERPUR BYE PASS ROAD, PALI",RAJASTHAN,2012,8,RAJASTHAN,1
GROUND WATER FROM SILAPATHAR,Assam,2014,18,ASSAM,1
"WELL OF BABULAL UKKAD JI  MALI, SAKARNA BERA, BALOTRA,  , JODHPUR, RAJASTHAN",RAJASTHAN,2019,8,RAJASTHAN,1
"BOREWELL AT PRIMARY HEALTH CENTER, KADODARA, SURAT",GUJARAT,2017,24,GUJARAT,1
"HAND PUMP WATER AT COURT CAMPOUND, ARARIA",BIHAR,2018,10,BIHAR,1
"VILLAGE DAURALA, MEERUT",UTTAR PRADESH,2019,9,UTTAR PRADESH,1
"SHUKLA TEA STAL POINT,  LUDHIANA",PUNJAB,2019,3,PUNJAB,1
"SITE 1, INDUSTRIAL AREA  NEAR M/S WOODWARM CHEMICAL LTD., UNNAO, U.P",Uttar Pradesh,2014,9,UTTAR PRADESH,1
RAMKUND GAYA (SPECIFY  LOCATION),Bihar,2013,10,BIHAR,1
HAND PUMP AT BILASPUR TOWN,HIMACHAL PRADESH,2018,2,HIMACHAL PRADESH,1
ENGLISH BAZAR- MALDAH,WEST BENGAL,2014,19,WEST BENGAL,1
WELL AT KARUKAMANI,KERALA,2019,32,KERALA,1
"BOREWELL D/S TSDF SITE, GIDC  INDUSTRIAL AREA, VAPI",GUJARAT,2016,24,GUJARAT,1
"WELL NEAR OTTAVATHIL PALLI,  LAKSHDWEEP",Lakshadweep,2014,31,LAKSHADWEEP,1
"NEAR SHREE KALYANESHWAR  MAHADEV TEMPLE, JAI SINGH PURA KHURD, JAIPUR.",Rajasthan,2013,8,RAJASTHAN,1
SDO OFFICE AT BISHNUPUR TOWN,WEST BENGAL,2018,19,WEST BENGAL,1
BORE WELL AT BETHORA  INDUSTRIAL ESTATE,Goa,2014,30,GOA,1
"HOSPITAL - BUSSTAND- MAUSHIMA  TEMPLE AREA, PURI",ODISHA,2016,21,ODISHA,1
PUBLIC HAND PUMP BEFORE  SANGANER PULIA,RAJASTHAN,2016,8,RAJASTHAN,1
"HAND PUMP WATER AT COURT CAMPOUND, ARARIA",BIHAR,2017,10,BIHAR,1
"PUNJAB AGRICULTURAL  UNIVERSITY, LUDHIANA",PUNJAB,2019,3,PUNJAB,1
"HAND PUMP LOCATED AT THE RESIDENT OF SH. MOHAN LAL S/O RELU RAM VILLAGE TOANSA TEHSIL BALACHAUR, DISTT SBS NAGAR",PUNJAB,2018,3,PUNJAB,1
"NEHRU STATUE, PONDICHERRY",PONDICHERRY,2012,34,PUDUCHERRY,1
"BORE WELL SH. BHRAM JEET  SERVICE STATION, BHIWADI, RAJASTHAN",Rajasthan,2014,8,RAJASTHAN,1
"DUG WELL AT SAKHARALI  NEAR MIDC ISLAMPUR  NEAR KRISHNA MILK  INDUSTRY, WALWA,  SANGLI",MAHARASHTRA,2016,27,MAHARASHTRA,1
GROUND WATER AT SANTIPURI KICHHA- 1,UTTARAKHAND,2017,5,UTTARAKHAND,1
"DURGAPUR TOWN, NEAR IISCO,  BURDWAN, WEST BENGAL",WEST BENGAL,2013,19,WEST BENGAL,1
"VILLAGE MASAT, DADRA",DADRA NAGAR HAVELI,2012,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,1
"AT PAONTA SAHIB, H.P",HIMACHAL PRADESH,2014,2,HIMACHAL PRADESH,1
"NEAR SAMSHAN  VISHWAKARMA NAGAR,MAHARANIFARM, JAIPUR",RAJASTHAN,2016,8,RAJASTHAN,1
"INSIDE HINDUSTAN LIVER  FACTORY, HALDIA, WEST BENGAL",WEST BENGAL,2013,19,WEST BENGAL,1
FATHIMAPURAM  (CHANGANASSERY),Kerala,2014,32,KERALA,1
NALAGARH INDUSTRIAL AREA,HIMACHAL PRADESH,2018,2,HIMACHAL PRADESH,1
"RIICO TUBEWELL NO. 31,  LOCATED NEAR BKL LIFESTYLE,  PLOT NO. 1228, RIA, BHIWADI,  OPP. TO ACRO PAINTS-II, TIJARA",RAJASTHAN,2019,8,RAJASTHAN,1
"AT BILASPUR REGION,  CHHATISSGARH",Chhattisgarh,2013,22,CHHATTISGARH,1
"WELL-1 AT GOPALGANJ (SPECIFY  LOCATION), BIHAR",Bihar,2014,10,BIHAR,1
"WELL AT VILLAGE ALUPUR, VERY  NEAR BHIWADI INDUSTRIAL  AREA, BHIWADI, RAJASTHAN",RAJASTHAN,2019,8,RAJASTHAN,1
WELL C/O PUTHIYATHAKAL,LAKSHADWEEP,2019,31,LAKSHADWEEP,1
"DASHMESH NAGAR, GALI NO 12, LUDHIANA",PUNJAB,2018,3,PUNJAB,1
VADAVATHOOR (KOTTAYAM),KERALA,2017,32,KERALA,1
MUNGER,BIHAR,2012,10,BIHAR,1
FULBARI BARRAGE,WEST BENGAL,2019,19,WEST BENGAL,1
"TUBEWELL OF HARIPRASAD  PANNALAL, BADA TALAB, VILL- NANI, TEHSIL",RAJASTHAN,2019,8,RAJASTHAN,1
"WELL AT SINGOLA, DELHI",DELHI,2019,7,DELHI,1
"TUBE WELL NEAR INDUSTRIAL  AREA UDYOG VIHAR , CHURAT,  REWA",MADHYA PRADESH,2019,23,MADHYA PRADESH,1
"CHINHAT INDUSTRIAL AREA IN  LUCKNOW NEAR M/S INDIA  PESTICIDES LUCKNOW, U.P",UTTAR PRADESH,2019,9,UTTAR PRADESH,1
TUBE WELL AT AMBASSA,TRIPURA,2018,16,TRIPURA,1
"SH. BHANA RAM KALAL, DHARU  NAGAR, NEAR MAIN MANDIA ROAD, OPP. VILLAGE MANDIA, PALI, RAJASTHAN",Rajasthan,2014,8,RAJASTHAN,1
"JAJMAU INDUSTRIAL AREA NO. 6  KANPUR, U.P",UTTAR PRADESH,2019,9,UTTAR PRADESH,1
"TUBE WELL AT KULAI, DHALAI",TRIPURA,2019,16,TRIPURA,1
"MSW SITE, PATHARDI, NASIK",MAHARASHTRA,2012,27,MAHARASHTRA,1
GROUND WATER AT PAONTA  SAHIB INDUSTRIAL AREA,HIMACHAL PRADESH,2019,2,HIMACHAL PRADESH,1
WELL AT NEHRU STATUE MISSION ST. - CHETTY KOIL,PUDUCHERRY,2017,34,PUDUCHERRY,1
"BHADOHI INDUSTRIAL AREA,  DEVELOPMENT AUTHORITY,  SANT RAVIDAS NAGAR",UTTAR PRADESH,2019,9,UTTAR PRADESH,1
"BORE WELL WATER FROM IGIMS CAMPUS, PATNA",BIHAR,2017,10,BIHAR,1
"HAND PUMP WATER AT BUS STAND, KATIHAR",BIHAR,2016,10,BIHAR,1
HOT SPRING AT BAKRESHWAR,WEST BENGAL,2019,19,WEST BENGAL,1
HIMATNAGAR,GUJARAT,2017,24,GUJARAT,1
"BOREWELL OF GIDC, JUNAGADH",GUJARAT,2019,24,GUJARAT,1
"BORE WELL AT ALLADAPALEM VILLAGE,  PYDIBHIMAVARAM",ANDHRA PRADESH,2018,28,ANDHRA PRADESH,1
"TUBEWELL AT INDL AREA,  SHAHDOL",MADHYA PRADESH,2016,23,MADHYA PRADESH,1
WELL-2 AT DARBHANGA,BIHAR,2012,10,BIHAR,1
"BORE WELL WATER MMC PUMP HOUSE BRAHMPURA NAKA, MUZAFFARPUR",BIHAR,2018,10,BIHAR,1
HAND PUMP AT SANSARPUR  TERRACE IA,HIMACHAL PRADESH,2012,2,HIMACHAL PRADESH,1
"NEAR PANTHANIVAS,  SAMBALPUR",ODISHA,2019,21,ODISHA,1
"Tube well at water treatment  plant of.Achalpur M.C, near Post Office. Village-Paratwada, Taluka- Achalpur,  District- Amravati",Maharashtra,2014,27,MAHARASHTRA,1
VAISHALI,Bihar,2013,10,BIHAR,1
"TUBE WELL AT HAPANIA, WEST  TRIPURA",TRIPURA,2019,16,TRIPURA,1
RAMHLUM (NORTHERN PART),MIZORAM,2018,15,MIZORAM,1
SOLAN-D/S OF MSW DUMPING SITE SALOGRA,HIMACHAL PRADESH,2018,2,HIMACHAL PRADESH,1
WELL C/O OLD POLICE  BARRACKS,LAKSHADWEEP,2016,31,LAKSHADWEEP,1
SELESIH HAND PUMP,MIZORAM,2019,15,MIZORAM,1
"BORE WELL IN MODI ALKALIS & CHEMICALS, MIA, ALWAR, RAJASTHAN",RAJASTHAN,2018,8,RAJASTHAN,1
"AT UNA, H.P",HIMACHAL PRADESH,2012,2,HIMACHAL PRADESH,1
WELL-1 ROHTAS,BIHAR,2012,10,BIHAR,1
"HOTEL ORIENT PLACE, SUBHAS NAGAR, UDAIPUR",RAJASTHAN,2018,8,RAJASTHAN,1
GROUND WATER FROM GOALPARA  DIST. (GOALPARA COLLEGE ),Assam,2013,18,ASSAM,1
"GROUND WATER FROM TITABAR  URBAN WATER SUPPLY, TITABAR",ASSAM,2019,18,ASSAM,1
GROUND WATER AT PANTNAGAR INDUSTRIAL AREA- 2,UTTARAKHAND,2018,5,UTTARAKHAND,1
MANJERI,KERALA,2012,32,KERALA,1
"Dugwell water sample at  Sakharoli Tal .Walwa, Dist Sangli.",Maharashtra,2014,27,MAHARASHTRA,1
"BOREWELL AT THAHEKHU VILLAGE, DIMAPUR",NAGALAND,2018,13,NAGALAND,1
"TRENCHING GROUND IN THE PREMISES OF M/S RISHABH MASALA UDYOG, INDORE",MADHYA PRADESH,2017,23,MADHYA PRADESH,1
"BAWNGKAWN HAND PUMP,NEAR HB PETROL PUMP",MIZORAM,2018,15,MIZORAM,1
ARRAH(BHOJPUR)-BORE WELL WATER AT STATION ROAD NEAR RAILWAY STATION,BIHAR,2017,10,BIHAR,1
"BANARPAL, TALCHER",ODISHA,2017,21,ODISHA,1
"VILLAGE KACHIGAM,DAMAN",DAMAN,2012,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,1
"WELL OF RIICO AT LEATHER  COMPLEX, MANPUR  MACHERI, JAIPUR",RAJASTHAN,2016,8,RAJASTHAN,1
"BAWNGKAWN HAND PUMP,  NEAR HB PETROLPUMP",MIZORAM,2016,15,MIZORAM,1
"RAMPUR AREA (WATER TANK), JHARSUGUDA",ODISHA,2018,21,ODISHA,1
"DUG WELL NO-2 AT  ARKETWADI, KHED,  RATNAGIRI",MAHARASHTRA,2016,27,MAHARASHTRA,1
"TUBE WELL AT KULAI, DHALAI",TRIPURA,2018,16,TRIPURA,1
"PANKI INDUSTRIAL AREA NEAR  INDUSTRY OF AMMONIA FERTIZER KANPUR, U.P",Uttar Pradesh,2014,9,UTTAR PRADESH,1
SDO OFFICE AT BISHNUPUR  TOWN,WEST BENGAL,2019,19,WEST BENGAL,1
BORE WELL OF NAVSARI GIDC  INDUSTRIES ASSOCIATION  OFFICE.,GUJARAT,2019,24,GUJARAT,1
"VAITUI TUIKHUR,THEIRIAT, LUNGLEI",MIZORAM,2018,15,MIZORAM,1
"BOREWELL OF TOWN RAJPIPLA,  DIST.NARMADA",GUJARAT,2019,24,GUJARAT,1
WELL C/O NURSERY SCHOOL,LAKSHADWEEP,2019,31,LAKSHADWEEP,1
JAKREM HOT SPRING AT JAKREM,MEGHALAYA,2017,17,MEGHALAYA,1
"KALYANI INDUSTRIAL AREA, NADIA, WEST BENGAL",WEST BENGAL,2018,19,WEST BENGAL,1
DWARIKA AT BISHNUPUR TOWN,WEST BENGAL,2019,19,WEST BENGAL,1
KALA AMB INDUSTRIAL AREA,HIMACHAL PRADESH,2013,2,HIMACHAL PRADESH,1
"M/S ABHISHEK KOTHARI,  NAKODA ROAD MEWA NAGAR,  JASOL, PACHPADRA,",RAJASTHAN,2019,8,RAJASTHAN,1
"BETHEL VENG HAND PUMP, CHAMPHAI",MIZORAM,2017,15,MIZORAM,1
"WELL OF GOOJARON KI TALAI,  MOHANA ROAD SANGANER JAIPUR, RAJASTHAN",Rajasthan,2013,8,RAJASTHAN,1
"HAND PUMP AT  PITTAVANIPALEM,  VISHAKHAPATNAM",ANDHRA PRADESH,2019,28,ANDHRA PRADESH,1
"BOREWELL AT THAHEKHU VILLAGE, DIMAPUR",NAGALAND,2017,13,NAGALAND,1
"GROUND WATER FROM BARPETA ROAD(RLY STATION), ASSAM",ASSAM,2018,18,ASSAM,1
"KHAPERKHEDA, NAGPUR",MAHARASHTRA,2017,27,MAHARASHTRA,1
"BORE WELL SH. BHRAM JEET SERVICE STATION, BHIWADI, RAJASTHAN",RAJASTHAN,2018,8,RAJASTHAN,1
"WELL AT VADAMATTAM, KARAIKAL",PUDUCHERRY,2017,34,PUDUCHERRY,1
"BORE WELL WATER NEAR COMMISSIONARY OFFICE, CHAPRA",BIHAR,2016,10,BIHAR,1
S HLIMEN HAND PUMP,MIZORAM,2019,15,MIZORAM,1
"GROUND WATER AT  HURALALPUR, PURULIA",WEST BENGAL,2019,19,WEST BENGAL,1
GROUND WATER AT KHARDAH,WEST BENGAL,2019,19,WEST BENGAL,1
"BOREWELL NERA TSDF OF  NANDESARI ENVIRO CONTROL  LIMITED, NADESARI, VADODARA",GUJARAT,2019,24,GUJARAT,1
"SECRETARIAT- GOVERNOR HOUSE- OLDBUS STAND AREA, BHUBANESWAR",ODISHA,2018,21,ODISHA,1
GROUND WATER FROM  BIKRAMGANJ,BIHAR,2019,10,BIHAR,1
"WELL AT SOMNATH INDUSTRIAL ESTATE, DAMAN",DAMAN & DIU,2017,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,1
PAONTA SAHIB INDUSTRIAL  AREA,HIMACHAL PRADESH,2014,2,HIMACHAL PRADESH,1
"WELL AT VILLAGE  RINGANWADA, DAMAN","DAMAN AND DIU, DADRA  AND NAGAR HAVELI",2019,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,1
"TAP WELL WATER FROM T. MODAL INTER SCHOOL, G.B ROAD,  GAYA",BIHAR,2016,10,BIHAR,1
"DURGAPUR TOWN, NEAR IISCO, BURDWAN, WEST BENGAL",WEST BENGAL,2018,19,WEST BENGAL,1
HAND PUMP AT BILASPUR  TOWN,HIMACHAL PRADESH,2019,2,HIMACHAL PRADESH,1
"OPENWELL AT SIGNAL ANGAMI VILLAGE, DIMAPUR",NAGALAND,2018,13,NAGALAND,1
BHOJPUR,BIHAR,2012,10,BIHAR,1
"BADAPADIA MARKET COMPLEX, PARADEEP",ODISHA,2018,21,ODISHA,1
SITAMARHI,BIHAR,2012,10,BIHAR,1
DHARAMSHALA KANGRA D/S OF  MSW DUMPING SITE,HIMACHAL PRADESH,2012,2,HIMACHAL PRADESH,1
"NEAR ARVIND GENERAL STORE,  ALOO FACTORY, KACCHI BASTI, SARDARPURA, UDAIPUR",RAJASTHAN,2012,8,RAJASTHAN,1
"BORE WELL AT MIDC SHIROLI NEAR M/S PRATIBHA ENTERPRISES, HATKANANGALE, KOLHAPUR",MAHARASHTRA,2018,27,MAHARASHTRA,1
"Dug well at 5 -Star  Industrial estate, Village-Kashimira Taluka- Mira- Bhayander District-Thane",Maharashtra,2013,27,MAHARASHTRA,1
Borewell at Manakondur,ANDHRA PRADESH,2014,36,TELANGANA,1
GROUND WATER FROM  SULTANGANJ,BIHAR,2019,10,BIHAR,1
WELL NEAR S & T,LAKSHADWEEP,2019,31,LAKSHADWEEP,1
SURI TOWN NEAR BUS STAND,WEST BENGAL,2016,19,WEST BENGAL,1
"BRAJARAJ NAGAR MINING BELT,  JHARSUGUDA",ODISHA,2019,21,ODISHA,1
"NEAR LANDFILL SITE, AMRITSAR",PUNJAB/CPCB,2016,3,PUNJAB,1
"HAND PUMP OF VIDHANI  VILLAGE GONER ROAD JAIPUR,  RAJASTHAN",RAJASTHAN,2019,8,RAJASTHAN,1
"TAP WATER NEAR PANI TANKI AT JAHANABAD COURT, JAHANABAD",BIHAR,2017,10,BIHAR,1
"TUBE WELL/ HAND PUMP AT  INDUSTRIAL AREA, DEWAS",MADHYA PRADESH,2016,23,MADHYA PRADESH,1
"MAGAWARA INDUSTRIAL AREA  NEAR M/S JAMJAM TANNERS, UNNAO, U.P",UTTAR PRADESH,2012,9,UTTAR PRADESH,1
"WELL OF GIRDHARI RAM MEGHWAL, VILLAGE- NANDWAN, JODHPUR, RAJASTHAN",RAJASTHAN,2018,8,RAJASTHAN,1
HAND PUMP AT KALA AMB,HIMACHAL PRADESH,2019,2,HIMACHAL PRADESH,1
"BHADOHI INDUSTRIAL AREA,  DEVELOPMENT AUTHORITY,  SANT RAVIDAS NAGAR",UTTAR PRADESH,2016,9,UTTAR PRADESH,1
INSIDE KOLKATA LEATHER  COMPLEX,WEST BENGAL,2012,19,WEST BENGAL,1
WELL AT CORLIM INDL. ESTATE,GOA,2012,30,GOA,1
"KULAD, TALCHER",ODISHA,2019,21,ODISHA,1
"Bore well at Katpur, near  Z.PSchool.Village- Katpur,Taluka- Paithan,District- Aurangabad.",Maharashtra,2013,27,MAHARASHTRA,1
"GROUND WATER FROM TEZPUR (MISSION CHARIALI), ASSAM",ASSAM,2018,18,ASSAM,1
GROUND WATER AT  ZANAKOT (I),JAMMU & KASHMIR,2016,1,JAMMU AND KASHMIR,1
"JAGATPUR INDUSTRIAL AREA,  CUTTACK",ODISHA,2019,21,ODISHA,1
"RAIPUR, NAGPUR",MAHARASHTRA,2017,27,MAHARASHTRA,1
"MALADHAR TALAB(POND)HATLI  (KATHUA), J&K",Jammu & Kashmir,2013,1,JAMMU AND KASHMIR,1
"GROUND WATER NEAR SUB STATION SECTOR-B, DUDHICHUA NCL PROJECT, SINGROULI",MADHYA PRADESH,2018,23,MADHYA PRADESH,1
"SH. BHANA RAM KALAL, DHARU NAGAR, NEAR MAIN MANDIA ROAD, OPP. VILLAGE MANDIA, PALI, RAJASTHAN",RAJASTHAN,2018,8,RAJASTHAN,1
"VILLAGE RINGANWADA, DAMAN",DAMAN & DIU,2014,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,1
"WELL AT VILLAGE GATTAL,  NEAR, BHIWADI TO BHIWADI INDUSTRIAL AREA, BHIWADI, RAJASTHAN",Rajasthan,2013,8,RAJASTHAN,1
TUBE WELL NEAR BUS STAND AT BETUL,MADHYA PRADESH,2018,23,MADHYA PRADESH,1
"SARVODAPURAM, ALAPPUZHA",KERALA,2018,32,KERALA,1
NEAR EXIDE INDUSTRIES-HALDIA,WEST BENGAL,2016,19,WEST BENGAL,1
WELL NEAR CHEKKILLAM HOUSE,LAKSHADWEEP,2019,31,LAKSHADWEEP,1
"WELL AT MAYUR VIHAR, DELHI",DELHI,2018,7,DELHI,1
"PUNKUNNAM TRISSUR DISTT. ,  KERALA",KERALA,2014,32,KERALA,1
"KUNJBAN, AGARTALA, TRIPURA",TRIPURA,2017,16,TRIPURA,1
"Dug well at Plot No- 4,  Street No. 49-C, at Nehru Bal Udyan Azad Maidan, owned by Yavatmal M.C.  Village- Nehru Bal Udyan Azad Maidan, Taluka- Yavatmal, District- Yavatmal.",Maharashtra,2013,27,MAHARASHTRA,1
"KALIAPANI, SUKINDA",ODISHA,2018,21,ODISHA,1
SELESIH HAND PUMP,MIZORAM,2017,15,MIZORAM,1
"SHUKLA TEA STAL POINT,  LUDHIANA",PUNJAB,2013,3,PUNJAB,1
"DOMJUR HOWRAH, WEST BENGAL",WEST BENGAL,2013,19,WEST BENGAL,1
"SECRETARIAT- GOVERNOR  HOUSE- OLDBUS STAND AREA, BHUBANESWAR, ORISSA",ORISSA,2013,21,ODISHA,1
AISHBAGH INDUSTRIAL AREA  AT LUCKNOW NEAR M/S  EVEREADY INDUSTRIES LTD.  LUCKNOW,UTTAR PRADESH,2016,9,UTTAR PRADESH,1
"WELL AT NAROL, AHMEDABAD,",GUJARAT,2017,24,GUJARAT,1
"KARBI ANGLONG DISTT., ASSAM",ASSAM,2018,18,ASSAM,1
"BORE WELL WATER IN CAMPUS OF PATNA WATER BOARD HEAD OFFICE, NEAR HIGH COURT, PATNA",BIHAR,2018,10,BIHAR,1
"PHED WATER SUPPLY NEAR BUS STAND, RAJGIR",BIHAR,2017,10,BIHAR,1
"INSIDE TATA METALIKS,  KHARAGPUR",WEST BENGAL,2016,19,WEST BENGAL,1
"DUSSHERA GROUND INDUSTRIAL ESTATE, LUDHIANA",PUNJAB,2018,3,PUNJAB,1
"GROUND WATER NEAR BUS  STAND, DIST SEONI",MADHYA PRADESH,2019,23,MADHYA PRADESH,1
BOLPUR NEAR RAILWAY STATION,WEST BENGAL,2016,19,WEST BENGAL,1
"SDO OFFICE, KRISHNANAGAR",WEST BENGAL,2016,19,WEST BENGAL,1
HAND PUMP AT KANGRA TEMPLE,HIMACHAL PRADESH,2012,2,HIMACHAL PRADESH,1
WELL AT MUTHIALPET AREA(I) RAMAKRISHNA NAGAR/ KRISHNA NAGAR,PUDUCHERRY,2018,34,PUDUCHERRY,1
VAISHALI-HANDPUMP WATER AT VAISHALI BLOCK,BIHAR,2017,10,BIHAR,1
TUBE WELL AT DHARMANAGAR,TRIPURA,2018,16,TRIPURA,1
"Dug well owned by Shri  Deshmukh. Village- Malegaon, Taluka- Baramati, District- Pune.",Maharashtra,2013,27,MAHARASHTRA,1
"KHANJIRENAGAR,  ICHALKARANJI",MAHARASHTRA,2016,27,MAHARASHTRA,1
HAZARDOUS WASTE DUMP  (AMBALAMUGHAL),KERALA,2012,32,KERALA,1
"M/S SUGURESHWARA IND, 196  (P), KIADB IND GROWTH  CENTRE, CHIKA SUGAR, RAICHUR",KARNATAKA,2019,29,KARNATAKA,1
"MINE PIT WATER ASSANSOL, WEST BENGAL",WEST BENGAL,2018,19,WEST BENGAL,1
HAND PUMP AT KANGRA TEMPLE/  TOWN,HIMACHAL PRADESH,2014,2,HIMACHAL PRADESH,1
"HANDPUMP NEAR M/S  RAJASTHAN TEXTILE MILLS,  BHAWANI MANDI",RAJASTHAN,2019,8,RAJASTHAN,1
"RIICO TUBE WELL, RIA,  SOTANALA, RAJASTHAN",Rajasthan,2013,8,RAJASTHAN,1
"WELL OF PEMA RAM MALI,  BHITUJA, RAJASTHAN",Rajasthan,2014,8,RAJASTHAN,1
"B/W NEAR INDL. AREA  BORASARA & NAVAPURA, DIST.  SURAT.",GUJARAT,2019,24,GUJARAT,1
HAND PUMP AT KALA AMB,HIMACHAL PRADESH,2016,2,HIMACHAL PRADESH,1
"NEAR IOC REFINERY HALDIA,  WEST BENGAL",WEST BENGAL,2014,19,WEST BENGAL,1
"*SILCHAR, ASSAM",ASSAM,2012,18,ASSAM,1
"OPPOSITE PRIVATE BUS  STAND, AJMER",RAJASTHAN,2016,8,RAJASTHAN,1
TUBE WELL AT KAMALPUR,TRIPURA,2019,16,TRIPURA,1
FULBARI BARRAGE,WEST BENGAL,2016,19,WEST BENGAL,1
"DUG WELL NO-2 OWNED BY GROUP GRAM PANCHAYAT BRAHMANWADI, ANJANWEL, GUHAGAR, RATNAGIRI",MAHARASHTRA,2018,27,MAHARASHTRA,1
"GROUND WATER NEAR GARMUR RECREATION GROUND, JORHAT",ASSAM,2018,18,ASSAM,1
HAND PUMP AT RAMPUR,HIMACHAL PRADESH,2019,2,HIMACHAL PRADESH,1
DUGWELL AT GAGHWAL(KATHUA DISTT),JAMMU & KASHMIR,2017,1,JAMMU AND KASHMIR,1
WELL NEAR BADER PALLI,LAKSHADWEEP,2019,31,LAKSHADWEEP,1
"WELL C/O PURATHA PALLI,  LAKSHDWEEP",Lakshadweep,2014,31,LAKSHADWEEP,1
HAND PUMP AT RECONGPEO,HIMACHAL PRADESH,2013,2,HIMACHAL PRADESH,1
"WELL OF SHRI BHAGARAM  BHATIA, SALAWAS-JODHPUR  ROAD, SALAWAS, JODHPUR",RAJASTHAN,2019,8,RAJASTHAN,1
"BOREWELL NEAR TSDF SITE OF GREEN ENVIRONMNET SERVICES CO. OP.LTD, VATVA, AHMEDABAD",GUJARAT,2017,24,GUJARAT,1
